attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,252883.0,0.008,66606.0,0.039,91174.0,0.031,25268.0,0.068,29779.0,0.061,40055.0,0.052
sexMale,0.492,0.024,0.3795,0.068,0.5529,0.045,0.397,0.111,0.6199,0.079,0.5052,0.076
sexFemale,0.508,0.023,0.6206,0.052,0.4471,0.051,0.603,0.088,0.3801,0.103,0.4948,0.077
age25_44,0.3534,0.033,0.2162,0.099,0.3557,0.06,0.3676,0.12,0.3946,0.102,0.5365,0.076
age45_64,0.386,0.029,0.3799,0.067,0.4127,0.053,0.3655,0.113,0.4345,0.095,0.3119,0.096
age65+,0.2607,0.037,0.4039,0.063,0.2316,0.072,0.2669,0.131,0.1709,0.15,0.1515,0.137
citizenSwiss,0.7816,0.014,0.6309,0.05,0.8817,0.033,0.7835,0.076,0.8677,0.065,0.7392,0.061
citizenUE28_AELE,0.1788,0.051,0.2886,0.082,0.0959,0.123,0.1877,0.171,0.1228,0.194,0.2211,0.122
citizenOtherEuropeanCountries,0.0202,0.165,0.0436,0.218,0.0132,0.344,0.0149,0.626,NaN,NaN,0.0126,0.539
citizenOtherWorldwideCountries,0.0191,0.172,0.0362,0.247,0.0091,0.421,0.014,0.624,0.0059,0.88,0.0264,0.362
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6689,0.017,0.5102,0.056,0.7895,0.036,0.6451,0.084,0.7543,0.07,0.6102,0.068
migratoryBackgroundSwissWith,0.1093,0.063,0.1148,0.125,0.0881,0.122,0.1357,0.188,0.1134,0.189,0.1289,0.153
migratoryBackgroundFirstGeneration,0.2032,0.047,0.3568,0.073,0.0966,0.123,0.204,0.163,0.1209,0.196,0.2512,0.115
migratoryBackgroundSecondGenerationAndMore,0.0144,0.196,0.0111,0.437,0.0211,0.27,0.0125,0.691,0.0091,0.686,0.0096,0.592
migratoryBackgroundUnknown,0.0041,0.351,0.0072,0.521,0.0047,0.545,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.606,0.02,0.4215,0.065,0.6468,0.041,0.5788,0.092,0.7452,0.072,0.7334,0.062
labourMarketUnemployedPersons,0.0292,0.137,0.0378,0.241,0.0256,0.245,0.0267,0.448,0.0195,0.485,0.0318,0.325
labourMarketPersonsWithoutProfessionalActivity,0.3648,0.03,0.5406,0.055,0.3276,0.06,0.3945,0.109,0.2353,0.13,0.2348,0.113
socioprofessionalCategoriesExecutives,0.0311,0.124,0.0112,0.416,0.0274,0.223,0.0261,0.433,0.056,0.27,0.0577,0.228
socioprofessionalCategoriesLiberalAndSimilar,0.0124,0.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0784,0.196
socioprofessionalCategoriesOtherSelfEmployed,0.054,0.094,0.0288,0.257,0.0721,0.136,0.0608,0.288,0.0977,0.207,0.0182,0.417
socioprofessionalCategoriesIntellectualAndManagerial,0.0815,0.075,0.0048,0.611,0.0136,0.313,0.0175,0.537,0.0426,0.31,0.433,0.082
socioprofessionalCategoriesIntermediate,0.1629,0.052,0.0642,0.174,0.1242,0.104,0.1671,0.17,0.5458,0.085,0.1277,0.162
socioprofessionalCategoriesSkilledNonManuals,0.1238,0.06,0.0052,0.616,0.2729,0.068,0.2403,0.145,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0523,0.096,0.0141,0.366,0.1183,0.106,0.0593,0.304,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0708,0.084,0.2689,0.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0016,0.586,NaN,NaN,0.0032,0.689,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0154,0.179,0.0227,0.286,0.015,0.303,0.0076,0.791,NaN,NaN,0.0185,0.429
socioprofessionalCategoriesUnemployedOrNotWorking,0.394,0.029,0.5785,0.053,0.3532,0.058,0.4212,0.106,0.2548,0.125,0.2666,0.106
