attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,371437.0,0.007,70872.0,0.04,137883.0,0.025,30942.0,0.064,75668.0,0.037,56072.0,0.045
sexMale,0.499,0.02,0.3807,0.07,0.4817,0.041,0.4505,0.1,0.6063,0.05,0.5734,0.061
sexFemale,0.501,0.02,0.6193,0.053,0.5183,0.038,0.5495,0.086,0.3937,0.062,0.4266,0.071
age25_44,0.376,0.026,0.2397,0.092,0.368,0.049,0.4264,0.103,0.3681,0.066,0.5509,0.064
age45_64,0.3794,0.025,0.3628,0.072,0.3893,0.045,0.3789,0.105,0.4126,0.06,0.3313,0.08
age65+,0.2446,0.033,0.3975,0.065,0.2427,0.058,0.1947,0.143,0.2193,0.084,0.1178,0.135
citizenSwiss,0.7527,0.012,0.5763,0.053,0.8302,0.028,0.6255,0.078,0.8702,0.039,0.6966,0.053
citizenUE28_AELE,0.1489,0.049,0.1662,0.11,0.1082,0.098,0.2593,0.138,0.0996,0.138,0.2326,0.104
citizenOtherEuropeanCountries,0.0715,0.075,0.186,0.108,0.051,0.15,0.0794,0.253,0.0222,0.303,0.0391,0.262
citizenOtherWorldwideCountries,0.0267,0.123,0.0716,0.172,0.0101,0.33,0.0343,0.39,0.008,0.502,0.0317,0.287
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6246,0.015,0.4361,0.061,0.709,0.031,0.4547,0.093,0.7552,0.043,0.5724,0.059
migratoryBackgroundSwissWith,0.123,0.049,0.1341,0.113,0.1144,0.087,0.1664,0.154,0.1111,0.119,0.1225,0.132
migratoryBackgroundFirstGeneration,0.2265,0.039,0.4072,0.071,0.1434,0.085,0.3567,0.117,0.107,0.134,0.292,0.093
migratoryBackgroundSecondGenerationAndMore,0.0203,0.142,0.0155,0.381,0.0257,0.209,0.0178,0.539,0.0229,0.292,0.0113,0.488
migratoryBackgroundUnknown,0.0055,0.248,0.0071,0.499,0.0074,0.355,NaN,NaN,0.0039,0.645,NaN,NaN
labourMarketEmployedPersons,0.6246,0.016,0.3932,0.069,0.6285,0.035,0.6093,0.083,0.7095,0.045,0.8011,0.051
labourMarketUnemployedPersons,0.03,0.113,0.0268,0.284,0.0311,0.18,0.0531,0.309,0.0263,0.263,0.0233,0.33
labourMarketPersonsWithoutProfessionalActivity,0.3455,0.027,0.58,0.054,0.3404,0.049,0.3376,0.112,0.2643,0.077,0.1755,0.113
socioprofessionalCategoriesExecutives,0.0142,0.154,0.0104,0.447,0.0061,0.389,0.0143,0.565,0.0188,0.289,0.0331,0.254
socioprofessionalCategoriesLiberalAndSimilar,0.0115,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0765,0.17
socioprofessionalCategoriesOtherSelfEmployed,0.0664,0.07,0.0446,0.209,0.0791,0.107,0.0564,0.277,0.1084,0.122,0.0117,0.433
socioprofessionalCategoriesIntellectualAndManagerial,0.1022,0.055,0.0045,0.647,0.0176,0.227,0.0246,0.404,0.0845,0.138,0.5,0.065
socioprofessionalCategoriesIntermediate,0.1916,0.039,0.0502,0.198,0.0987,0.096,0.2309,0.134,0.4919,0.055,0.1721,0.118
socioprofessionalCategoriesSkilledNonManuals,0.1148,0.052,0.0231,0.286,0.2654,0.056,0.1425,0.174,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0678,0.072,0.0133,0.374,0.1483,0.08,0.1225,0.197,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0438,0.092,0.2298,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0008,0.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0113,0.18,0.0155,0.356,0.0131,0.272,0.0154,0.543,0.0059,0.564,0.007,0.588
socioprofessionalCategoriesUnemployedOrNotWorking,0.3754,0.025,0.6068,0.053,0.3715,0.047,0.3908,0.105,0.2905,0.074,0.1989,0.107
