attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.02,0.172,0.136,0.3996,0.077,0.0786,0.211,0.1887,0.128,0.1611,0.1434
sexMale,1.0,0.067,0.1242,0.248,0.3975,0.127,0.0556,0.376,0.2382,0.168,0.1845,0.1997
sexFemale,1.0,0.062,0.2213,0.17,0.4019,0.119,0.1022,0.26,0.1375,0.219,0.137,0.2227
age25_44,1.0,0.094,0.063,0.455,0.4121,0.161,0.0854,0.378,0.2022,0.235,0.2373,0.2195
age45_64,1.0,0.073,0.1453,0.239,0.4096,0.133,0.0666,0.355,0.2211,0.188,0.1574,0.2303
age65+,1.0,0.105,0.3486,0.192,0.3688,0.188,0.0885,0.391,0.1217,0.343,0.0725,0.4524
citizenSwiss,1.0,0.031,0.1576,0.153,0.4301,0.082,0.0772,0.228,0.2028,0.134,0.1323,0.1715
citizenUE28_AELE,1.0,0.175,0.2333,0.379,0.2181,0.385,0.0845,0.647,0.1298,0.498,0.3343,0.3172
citizenOtherEuropeanCountries,1.0,0.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.516,0.3612,0.864,NaN,NaN,NaN,NaN,NaN,NaN,0.3498,0.8658
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.04,0.1573,0.166,0.4422,0.089,0.0736,0.25,0.2139,0.141,0.113,0.2025
migratoryBackgroundSwissWith,1.0,0.18,0.1687,0.453,0.3168,0.332,0.099,0.61,0.1321,0.514,0.2833,0.3487
migratoryBackgroundFirstGeneration,1.0,0.163,0.2536,0.34,0.2004,0.378,0.0829,0.617,0.114,0.498,0.3491,0.2895
migratoryBackgroundSecondGenerationAndMore,1.0,0.684,NaN,NaN,0.5904,0.866,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,1.0,0.788,NaN,NaN,0.8298,0.864,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.047,0.0914,0.24,0.4167,0.099,0.0692,0.278,0.2279,0.143,0.1947,0.1603
labourMarketUnemployedPersons,1.0,0.501,0.3439,0.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,1.0,0.094,0.3398,0.179,0.3686,0.172,0.0997,0.344,0.1056,0.338,0.0864,0.384
socioprofessionalCategoriesExecutives,1.0,0.294,NaN,NaN,0.1862,0.683,NaN,NaN,0.4301,0.453,0.2678,0.586
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.4307
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.215,NaN,NaN,0.4708,0.318,0.0885,0.729,0.3211,0.393,0.0673,0.8654
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.201,NaN,NaN,0.0754,0.728,NaN,NaN,0.0786,0.729,0.8459,0.2209
socioprofessionalCategoriesIntermediate,1.0,0.119,0.0524,0.583,0.2834,0.242,0.0835,0.458,0.4842,0.179,0.0966,0.4331
socioprofessionalCategoriesSkilledNonManuals,1.0,0.158,NaN,NaN,0.8581,0.172,0.1273,0.482,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.256,NaN,NaN,0.9083,0.269,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.345,1.0,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.384,0.364,0.646,0.4387,0.582,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.091,0.34,0.174,0.3641,0.169,0.0979,0.339,0.1068,0.327,0.0911,0.3624
