attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,482132.0,0.006,0.183,0.036,0.4154,0.02,0.0907,0.053,0.1663,0.037,0.1446,0.041
sexMale,240300.0,0.018,0.145,0.061,0.4027,0.033,0.07,0.089,0.2144,0.047,0.1679,0.055
sexFemale,241832.0,0.017,0.2207,0.047,0.4281,0.031,0.1113,0.067,0.1184,0.065,0.1214,0.065
age25_44,180573.0,0.023,0.1388,0.074,0.3815,0.042,0.0965,0.089,0.1788,0.062,0.2044,0.059
age45_64,193407.0,0.02,0.1703,0.061,0.4333,0.035,0.0835,0.087,0.182,0.057,0.1308,0.069
age65+,108152.0,0.03,0.2793,0.062,0.4401,0.048,0.0941,0.109,0.1171,0.097,0.0694,0.127
citizenSwiss,365271.0,0.01,0.1305,0.049,0.4658,0.022,0.0832,0.062,0.1896,0.04,0.131,0.049
citizenUE28_AELE,73936.0,0.041,0.247,0.086,0.2899,0.079,0.1161,0.129,0.1236,0.122,0.2236,0.091
citizenOtherEuropeanCountries,31564.0,0.068,0.5432,0.093,0.2288,0.146,0.1194,0.2,0.0395,0.356,0.069,0.268
citizenOtherWorldwideCountries,11288.0,0.108,0.4529,0.164,0.1321,0.293,0.0873,0.361,0.0485,0.485,0.2791,0.203
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,300680.0,0.013,0.1179,0.057,0.4833,0.025,0.0758,0.073,0.1971,0.043,0.126,0.056
migratoryBackgroundSwissWith,62776.0,0.042,0.188,0.101,0.3799,0.071,0.12,0.128,0.1546,0.113,0.1575,0.111
migratoryBackgroundFirstGeneration,105006.0,0.034,0.3641,0.06,0.2293,0.076,0.1198,0.106,0.0871,0.123,0.1997,0.081
migratoryBackgroundSecondGenerationAndMore,11483.0,0.109,0.1866,0.256,0.5188,0.152,0.0689,0.434,0.1554,0.276,0.0705,0.413
migratoryBackgroundUnknown,2187.0,0.244,0.2689,0.471,0.5011,0.342,NaN,NaN,0.1267,0.684,NaN,NaN
labourMarketEmployedPersons,319474.0,0.013,0.125,0.057,0.4127,0.027,0.0873,0.067,0.1987,0.042,0.1763,0.046
labourMarketUnemployedPersons,13998.0,0.099,0.2619,0.199,0.3695,0.162,0.1209,0.293,0.1124,0.289,0.1353,0.268
labourMarketPersonsWithoutProfessionalActivity,148660.0,0.025,0.3001,0.051,0.4255,0.041,0.0954,0.093,0.1018,0.089,0.0772,0.104
socioprofessionalCategoriesExecutives,12870.0,0.099,0.1163,0.303,0.2319,0.208,0.0383,0.518,0.3051,0.177,0.3084,0.178
socioprofessionalCategoriesLiberalAndSimilar,3774.0,0.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.182
socioprofessionalCategoriesOtherSelfEmployed,25626.0,0.069,0.0962,0.228,0.4869,0.099,0.0958,0.23,0.2816,0.13,0.0394,0.359
socioprofessionalCategoriesIntellectualAndManagerial,43753.0,0.053,0.0065,0.688,0.0577,0.223,0.0141,0.47,0.0971,0.173,0.8247,0.059
socioprofessionalCategoriesIntermediate,92900.0,0.034,0.0443,0.182,0.2678,0.07,0.0833,0.128,0.502,0.05,0.1026,0.117
socioprofessionalCategoriesSkilledNonManuals,71444.0,0.04,0.0101,0.434,0.8403,0.044,0.1496,0.11,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,27511.0,0.069,0.0511,0.318,0.8203,0.076,0.1286,0.203,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,23269.0,0.075,1.0,0.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,641.0,0.469,NaN,NaN,0.6927,0.558,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,17687.0,0.086,0.3444,0.15,0.3363,0.147,0.1286,0.242,0.0814,0.299,0.1092,0.27
socioprofessionalCategoriesUnemployedOrNotWorking,162658.0,0.023,0.2968,0.049,0.4207,0.04,0.0976,0.089,0.1027,0.085,0.0822,0.097
