attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,40053,0.020,7753,0.121,16465,0.071,3725,0.180,6844,0.123,5266,0.145
sexMale,20070,0.059,3413,0.193,7753,0.116,1388,0.303,4474,0.156,3041,0.195
sexFemale,19983,0.061,4340,0.168,8711,0.110,2337,0.231,2370,0.224,2224,0.234
age25_44,13608,0.084,1489,0.318,5451,0.147,1296,0.326,2706,0.209,2666,0.214
age45_64,16236,0.070,2782,0.213,7316,0.120,1476,0.285,2813,0.199,1848,0.247
age65+,10209,0.098,3482,0.184,3698,0.177,953,0.362,1325,0.301,751,0.410
citizenSwiss,33163,0.032,5313,0.146,14732,0.077,2711,0.213,6039,0.132,4367,0.161
citizenUE28_AELE,4855,0.155,1214,0.331,1259,0.317,853,0.386,741,0.412,787,0.396
citizenOtherEuropeanCountries,1314,0.342,686,0.486,387,0.611,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,721,0.460,540,0.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,29178,0.039,4459,0.161,13293,0.083,2160,0.240,5532,0.139,3734,0.175
migratoryBackgroundSwissWith,3783,0.175,854,0.384,1306,0.310,518,0.498,507,0.482,599,0.455
migratoryBackgroundFirstGeneration,6258,0.139,2333,0.248,1409,0.305,981,0.366,636,0.444,899,0.373
migratoryBackgroundSecondGenerationAndMore,600,0.471,NaN,NaN,324,0.652,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,233,0.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,25379,0.047,2679,0.220,10946,0.095,2243,0.234,5337,0.141,4174,0.164
labourMarketUnemployedPersons,980,0.371,189,0.865,441,0.559,NaN,NaN,NaN,NaN,174,0.868
labourMarketPersonsWithoutProfessionalActivity,13694,0.082,4885,0.157,5078,0.150,1411,0.303,1403,0.294,918,0.379
socioprofessionalCategoriesExecutives,1002,0.347,NaN,NaN,278,0.689,NaN,NaN,398,0.534,246,0.683
socioprofessionalCategoriesLiberalAndSimilar,583,0.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,583,0.455
socioprofessionalCategoriesOtherSelfEmployed,2970,0.200,377,0.582,1647,0.275,192,0.811,659,0.430,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,3058,0.192,NaN,NaN,NaN,NaN,NaN,NaN,273,0.643,2560,0.212
socioprofessionalCategoriesIntermediate,7780,0.115,458,0.543,2122,0.237,638,0.442,3913,0.169,648,0.443
socioprofessionalCategoriesSkilledNonManuals,5472,0.145,NaN,NaN,4532,0.160,910,0.380,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2237,0.234,NaN,NaN,1906,0.255,304,0.645,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1072,0.360,1072,0.360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1114,0.334,477,0.518,401,0.556,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,14674,0.078,5074,0.154,5519,0.143,1482,0.296,1507,0.284,1092,0.346
