attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,11413,0.042,2382,0.219,5140,0.120,633,0.452,1623,0.255,1636,0.260
sexMale,5893,0.117,1078,0.357,2358,0.217,294,0.688,1118,0.320,1045,0.345
sexFemale,5520,0.109,1303,0.298,2782,0.176,339,0.610,505,0.462,591,0.424
age25_44,3936,0.146,347,0.608,1944,0.225,166,0.874,512,0.476,967,0.344
age45_64,4501,0.124,765,0.367,2237,0.200,182,0.785,905,0.340,412,0.508
age65+,2976,0.207,1270,0.334,959,0.393,284,0.726,206,0.860,257,0.784
citizenSwiss,10063,0.058,2035,0.244,4585,0.132,541,0.497,1557,0.261,1346,0.290
citizenUE28_AELE,940,0.343,252,0.681,409,0.534,NaN,NaN,NaN,NaN,186,0.794
citizenOtherEuropeanCountries,168,0.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,242,0.743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,9577,0.063,1954,0.249,4407,0.136,427,0.558,1529,0.264,1260,0.303
migratoryBackgroundSwissWith,455,0.515,NaN,NaN,147,0.859,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundFirstGeneration,1228,0.299,347,0.579,499,0.482,NaN,NaN,NaN,NaN,290,0.654
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,7298,0.081,863,0.355,3546,0.152,314,0.607,1371,0.276,1203,0.297
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,3993,0.164,1518,0.297,1507,0.288,318,0.683,252,0.736,398,0.610
socioprofessionalCategoriesExecutives,403,0.528,NaN,NaN,NaN,NaN,NaN,NaN,158,0.860,184,0.785
socioprofessionalCategoriesLiberalAndSimilar,229,0.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,229,0.742
socioprofessionalCategoriesOtherSelfEmployed,888,0.347,NaN,NaN,513,0.461,NaN,NaN,283,0.639,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,640,0.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,581,0.436
socioprofessionalCategoriesIntermediate,1699,0.241,149,0.860,422,0.509,NaN,NaN,859,0.354,182,0.784
socioprofessionalCategoriesSkilledNonManuals,1716,0.236,NaN,NaN,1620,0.243,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,754,0.394,NaN,NaN,658,0.424,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,499,0.477,499,0.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,469,0.494,155,0.865,243,0.680,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,4115,0.160,1518,0.297,1594,0.277,318,0.683,252,0.736,433,0.581
