attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,151659.0,0.01,0.1849,0.063,0.3652,0.039,0.0967,0.09,0.2085,0.056,0.1447,0.071
sexMale,75541.0,0.031,0.1432,0.109,0.3701,0.061,0.0797,0.146,0.2354,0.078,0.1716,0.095
sexFemale,76118.0,0.03,0.2262,0.083,0.3603,0.062,0.1135,0.118,0.1818,0.09,0.1181,0.116
age25_44,50262.0,0.043,0.1293,0.147,0.3339,0.084,0.1043,0.157,0.2176,0.104,0.2149,0.106
age45_64,59042.0,0.037,0.166,0.114,0.3777,0.069,0.0947,0.149,0.2298,0.091,0.1319,0.123
age65+,42355.0,0.046,0.2772,0.1,0.3847,0.082,0.0905,0.177,0.1681,0.126,0.0794,0.186
citizenSwiss,122954.0,0.016,0.142,0.08,0.407,0.041,0.0861,0.104,0.2315,0.059,0.1333,0.081
citizenUE28_AELE,22605.0,0.075,0.3476,0.133,0.1971,0.178,0.1523,0.205,0.1163,0.228,0.1866,0.18
citizenOtherEuropeanCountries,3037.0,0.223,0.3849,0.368,0.1827,0.517,0.1679,0.536,0.0922,0.731,0.1719,0.538
citizenOtherWorldwideCountries,3063.0,0.225,0.5051,0.323,0.1081,0.689,NaN,NaN,0.08,0.789,0.2664,0.425
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,107449.0,0.02,0.1269,0.092,0.4237,0.044,0.0783,0.117,0.2408,0.062,0.1304,0.089
migratoryBackgroundSwissWith,14697.0,0.087,0.249,0.182,0.2752,0.172,0.1436,0.238,0.1718,0.216,0.1604,0.224
migratoryBackgroundFirstGeneration,27435.0,0.068,0.3725,0.118,0.1718,0.173,0.1472,0.189,0.1085,0.216,0.1999,0.159
migratoryBackgroundSecondGenerationAndMore,1147.0,0.353,0.2014,0.793,0.5475,0.483,NaN,NaN,0.1561,0.867,NaN,NaN
migratoryBackgroundUnknown,930.0,0.373,0.3161,0.689,0.5097,0.517,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,93430.0,0.025,0.1277,0.104,0.3622,0.054,0.0913,0.12,0.24,0.069,0.1787,0.082
labourMarketUnemployedPersons,2980.0,0.219,0.2755,0.434,0.3178,0.381,0.1456,0.583,0.1101,0.646,0.1507,0.56
labourMarketPersonsWithoutProfessionalActivity,55249.0,0.039,0.2766,0.088,0.3727,0.072,0.1032,0.147,0.1606,0.114,0.0869,0.16
socioprofessionalCategoriesExecutives,1809.0,0.257,NaN,NaN,0.1509,0.685,NaN,NaN,0.3444,0.435,0.4262,0.388
socioprofessionalCategoriesLiberalAndSimilar,2139.0,0.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.238
socioprofessionalCategoriesOtherSelfEmployed,12183.0,0.098,0.0992,0.333,0.4308,0.151,0.0916,0.337,0.3485,0.168,0.0299,0.584
socioprofessionalCategoriesIntellectualAndManagerial,14120.0,0.089,0.0169,0.733,0.0683,0.359,0.0372,0.484,0.189,0.212,0.6885,0.109
socioprofessionalCategoriesIntermediate,28081.0,0.061,0.0525,0.303,0.2016,0.147,0.0988,0.209,0.5242,0.087,0.123,0.195
socioprofessionalCategoriesSkilledNonManuals,17817.0,0.079,0.013,0.73,0.8237,0.088,0.1634,0.21,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,8077.0,0.125,0.0844,0.457,0.7874,0.14,0.1283,0.367,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,7526.0,0.133,1.0,0.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,197.0,0.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1481.0,0.296,0.2998,0.563,0.3484,0.483,NaN,NaN,0.1121,0.864,0.1695,0.738
socioprofessionalCategoriesUnemployedOrNotWorking,58229.0,0.038,0.2766,0.086,0.3699,0.071,0.1053,0.142,0.158,0.112,0.0902,0.154
