attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,324763,0.6,83111,2.6,66035,2.9,33601,4.3,33565,4.3,108450,2.2
sexMale,153667,1.7,36296,4.3,33370,4.3,12990,7.3,18160,6.0,52852,3.5
sexFemale,171096,1.5,46816,3.6,32666,4.2,20611,5.6,15405,6.4,55598,3.3
age25_44,130135,2.0,25266,5.4,19984,6.0,14436,7.1,10962,8.1,59487,3.3
age45_64,119518,1.9,33244,4.4,26405,4.8,11651,7.5,13839,6.7,34379,4.2
age65+,75110,2.5,24602,4.8,19646,5.4,7514,8.9,8764,8.3,14584,6.4
citizenSwiss,200622,1.2,36520,4.0,51699,3.3,22882,5.2,25836,4.8,63684,2.9
citizenUE28_AELE,89683,2.5,33516,4.4,11279,7.9,7023,10.2,6143,10.8,31722,4.7
citizenOtherEuropeanCountries,9057,9.5,3771,14.7,769,33.0,1057,28.7,297,51.2,3163,16.3
citizenOtherWorldwideCountries,25328,5.6,9231,9.4,2288,19.3,2640,17.7,1289,25.3,9880,9.1
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,114691,2.0,16859,6.0,34998,4.1,12618,7.1,16669,6.1,33547,4.2
migratoryBackgroundSwissWith,84623,2.4,19365,5.6,16222,6.2,10127,7.9,9023,8.3,29887,4.5
migratoryBackgroundFirstGeneration,117025,2.2,45136,3.9,11922,7.8,9823,8.8,6943,10.3,43201,4.0
migratoryBackgroundSecondGenerationAndMore,6867,10.5,1288,24.2,2414,17.8,856,30.0,786,31.3,1524,22.8
migratoryBackgroundUnknown,1557,20.8,464,38.4,479,36.8,179,63.9,145,67.6,291,48.0
labourMarketEmployedPersons,192796,1.4,39260,4.1,35875,4.2,19038,6.0,20292,5.6,78332,2.7
labourMarketUnemployedPersons,21718,5.7,6216,11.1,3985,13.4,2398,17.8,1955,19.3,7164,10.2
labourMarketPersonsWithoutProfessionalActivity,110249,2.0,37636,4.0,26175,4.7,12166,7.2,11319,7.3,22954,5.2
socioprofessionalCategoriesExecutives,11282,7.7,1071,26.0,1361,21.9,900,27.5,1067,24.7,6883,9.9
socioprofessionalCategoriesLiberalAndSimilar,6846,9.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6846,9.9
socioprofessionalCategoriesOtherSelfEmployed,13059,7.1,3230,14.7,3709,13.4,1525,21.0,2743,15.7,1852,19.5
socioprofessionalCategoriesIntellectualAndManagerial,48175,3.6,565,36.3,865,28.4,869,28.7,1496,21.1,44380,3.8
socioprofessionalCategoriesIntermediate,44398,3.8,4602,12.5,6278,10.3,3332,14.5,14468,6.8,15718,6.8
socioprofessionalCategoriesSkilledNonManuals,28487,4.8,702,32.1,18073,6.0,9713,8.5,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,6924,10.2,758,30.3,4487,12.6,1679,21.3,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,25658,5.2,25658,5.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,704,34.0,297,51.2,154,72.3,198,64.2,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,7263,9.9,2377,17.5,949,26.7,822,29.3,488,37.1,2626,17.0
socioprofessionalCategoriesUnemployedOrNotWorking,131967,1.8,43851,3.7,30160,4.4,14564,6.7,13274,6.8,30118,4.6
