attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,146613,0.010,28336,0.068,39580,0.052,14828,0.095,15945,0.087,47924,0.045
sexMale,70195,0.035,12064,0.113,18865,0.081,6793,0.147,8445,0.123,24027,0.071
sexFemale,76418,0.031,16272,0.091,20716,0.077,8034,0.129,7500,0.130,23897,0.069
age25_44,60179,0.039,8979,0.133,11943,0.107,6115,0.156,4914,0.164,28228,0.064
age45_64,50606,0.044,10111,0.121,13957,0.096,4530,0.176,6718,0.139,15289,0.090
age65+,35828,0.053,9246,0.118,13680,0.093,4182,0.178,4313,0.170,4407,0.164
citizenSwiss,93173,0.024,12887,0.101,31700,0.058,10573,0.111,12660,0.097,25354,0.065
citizenUE28_AELE,34861,0.059,6728,0.152,5063,0.171,2871,0.233,2500,0.237,17700,0.086
citizenOtherEuropeanCountries,10189,0.122,5909,0.163,1961,0.285,835,0.450,489,0.564,994,0.377
citizenOtherWorldwideCountries,8390,0.139,2813,0.252,856,0.448,548,0.569,297,0.752,3876,0.199
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,67129,0.034,7067,0.139,24671,0.068,7321,0.135,9927,0.111,18144,0.079
migratoryBackgroundSwissWith,25041,0.067,5492,0.157,6690,0.140,3171,0.206,2665,0.218,7022,0.133
migratoryBackgroundFirstGeneration,50748,0.046,14703,0.101,6789,0.148,4009,0.198,3074,0.216,22173,0.076
migratoryBackgroundSecondGenerationAndMore,2598,0.254,709,0.506,1091,0.392,NaN,NaN,211,0.876,397,0.620
migratoryBackgroundUnknown,1098,0.361,366,0.613,339,0.652,NaN,NaN,NaN,NaN,188,0.865
labourMarketEmployedPersons,86492,0.028,10275,0.122,19420,0.080,8136,0.130,10365,0.110,38296,0.052
labourMarketUnemployedPersons,6221,0.158,1694,0.321,1798,0.293,637,0.505,583,0.503,1508,0.316
labourMarketPersonsWithoutProfessionalActivity,53900,0.042,16367,0.090,18362,0.081,6055,0.152,4997,0.160,8120,0.127
socioprofessionalCategoriesExecutives,3569,0.194,427,0.621,658,0.458,277,0.740,491,0.501,1715,0.274
socioprofessionalCategoriesLiberalAndSimilar,2616,0.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2616,0.225
socioprofessionalCategoriesOtherSelfEmployed,5613,0.157,597,0.528,2263,0.249,886,0.397,1364,0.314,504,0.541
socioprofessionalCategoriesIntellectualAndManagerial,26397,0.065,211,0.871,310,0.688,177,0.872,451,0.537,25249,0.067
socioprofessionalCategoriesIntermediate,21563,0.075,1248,0.364,3563,0.196,2256,0.244,7924,0.127,6572,0.145
socioprofessionalCategoriesSkilledNonManuals,13156,0.099,NaN,NaN,9409,0.118,3585,0.201,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3135,0.216,NaN,NaN,2274,0.251,739,0.462,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,6430,0.155,6430,0.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,286,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,3728,0.199,1000,0.401,823,0.404,215,0.791,NaN,NaN,1555,0.316
socioprofessionalCategoriesUnemployedOrNotWorking,60121,0.039,18061,0.086,20160,0.078,6691,0.145,5580,0.152,9628,0.117
