attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,489292.0,0.006,88545.0,0.036,199232.0,0.02,45034.0,0.052,80211.0,0.037,76270.0,0.038
sexMale,0.4985,0.018,0.38,0.063,0.4913,0.033,0.3907,0.087,0.6426,0.048,0.5668,0.053
sexFemale,0.5015,0.017,0.62,0.046,0.5087,0.032,0.6093,0.066,0.3574,0.064,0.4332,0.06
age25_44,0.3737,0.023,0.2617,0.079,0.3413,0.042,0.4311,0.084,0.3934,0.063,0.5337,0.056
age45_64,0.3987,0.02,0.3712,0.061,0.4129,0.036,0.3684,0.085,0.4427,0.057,0.3651,0.065
age65+,0.2276,0.029,0.3671,0.06,0.2458,0.047,0.2005,0.115,0.1638,0.094,0.1012,0.125
citizenSwiss,0.7546,0.01,0.5525,0.048,0.8393,0.023,0.6876,0.062,0.8572,0.04,0.6995,0.046
citizenUE28_AELE,0.1559,0.04,0.2041,0.086,0.108,0.078,0.211,0.121,0.1161,0.12,0.2342,0.086
citizenOtherEuropeanCountries,0.0645,0.068,0.1765,0.097,0.0445,0.134,0.08,0.208,0.0196,0.311,0.0247,0.282
citizenOtherWorldwideCountries,0.0248,0.112,0.0654,0.164,0.0081,0.308,0.0214,0.396,0.0071,0.522,0.0417,0.218
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6159,0.013,0.4074,0.056,0.7204,0.025,0.512,0.072,0.7208,0.044,0.5358,0.053
migratoryBackgroundSwissWith,0.134,0.041,0.1386,0.099,0.1139,0.073,0.1733,0.125,0.1315,0.107,0.1606,0.099
migratoryBackgroundFirstGeneration,0.2205,0.033,0.4264,0.06,0.1275,0.074,0.2898,0.104,0.1232,0.118,0.2862,0.079
migratoryBackgroundSecondGenerationAndMore,0.0246,0.108,0.0201,0.288,0.033,0.145,0.0226,0.382,0.0197,0.3,0.0139,0.361
migratoryBackgroundUnknown,0.005,0.227,0.0074,0.448,0.0052,0.348,NaN,NaN,0.0049,0.558,0.0036,0.683
labourMarketEmployedPersons,0.6604,0.013,0.4322,0.058,0.6503,0.028,0.6382,0.066,0.7897,0.042,0.8287,0.043
labourMarketUnemployedPersons,0.0259,0.103,0.0329,0.222,0.0247,0.166,0.0307,0.315,0.0143,0.337,0.0303,0.24
labourMarketPersonsWithoutProfessionalActivity,0.3137,0.024,0.5349,0.05,0.325,0.041,0.3311,0.091,0.1959,0.087,0.141,0.107
socioprofessionalCategoriesExecutives,0.0291,0.093,0.0138,0.339,0.0163,0.196,0.0161,0.437,0.0491,0.177,0.0668,0.157
socioprofessionalCategoriesLiberalAndSimilar,0.0089,0.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0573,0.169
socioprofessionalCategoriesOtherSelfEmployed,0.0468,0.073,0.026,0.239,0.0557,0.106,0.047,0.244,0.0793,0.14,0.0132,0.361
socioprofessionalCategoriesIntellectualAndManagerial,0.0919,0.051,0.0028,0.732,0.0111,0.24,0.0155,0.448,0.0429,0.191,0.503,0.056
socioprofessionalCategoriesIntermediate,0.1987,0.033,0.0506,0.174,0.1254,0.071,0.1671,0.13,0.593,0.05,0.1659,0.101
socioprofessionalCategoriesSkilledNonManuals,0.1476,0.039,0.0063,0.469,0.2989,0.044,0.2695,0.103,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0549,0.069,0.0101,0.387,0.1134,0.076,0.0751,0.206,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0463,0.076,0.2559,0.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0012,0.523,NaN,NaN,0.0016,0.689,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0351,0.088,0.0657,0.155,0.028,0.152,0.0461,0.255,0.0255,0.252,0.0213,0.294
socioprofessionalCategoriesUnemployedOrNotWorking,0.3396,0.023,0.5678,0.049,0.3497,0.039,0.3618,0.087,0.2103,0.084,0.1713,0.098
