attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,495664.0,0.006,88911.0,0.036,206902.0,0.02,45245.0,0.052,83043.0,0.036,71564.0,0.04
sexMale,0.4988,0.018,0.3764,0.064,0.4889,0.033,0.3994,0.087,0.6429,0.047,0.5752,0.054
sexFemale,0.5012,0.017,0.6236,0.046,0.5111,0.031,0.6006,0.066,0.3571,0.063,0.4248,0.063
age25_44,0.3726,0.023,0.2677,0.079,0.3267,0.042,0.419,0.085,0.4177,0.06,0.5539,0.056
age45_64,0.3963,0.021,0.3689,0.064,0.4311,0.035,0.3474,0.09,0.4152,0.059,0.3387,0.07
age65+,0.2311,0.028,0.3634,0.059,0.2423,0.046,0.2337,0.104,0.167,0.09,0.1075,0.123
citizenSwiss,0.7522,0.01,0.5375,0.049,0.8415,0.022,0.6791,0.062,0.8497,0.039,0.6936,0.048
citizenUE28_AELE,0.1563,0.04,0.2054,0.087,0.111,0.078,0.2268,0.117,0.1154,0.119,0.2289,0.091
citizenOtherEuropeanCountries,0.0663,0.068,0.195,0.095,0.0385,0.14,0.0647,0.232,0.024,0.287,0.0367,0.246
citizenOtherWorldwideCountries,0.0253,0.105,0.0621,0.161,0.009,0.275,0.0294,0.336,0.0109,0.401,0.0408,0.212
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6119,0.013,0.3947,0.057,0.7114,0.025,0.5048,0.072,0.7204,0.043,0.5361,0.055
migratoryBackgroundSwissWith,0.1346,0.041,0.136,0.101,0.1231,0.069,0.1698,0.127,0.1236,0.109,0.1567,0.103
migratoryBackgroundFirstGeneration,0.2222,0.033,0.4363,0.06,0.1255,0.074,0.2972,0.104,0.1331,0.113,0.2921,0.08
migratoryBackgroundSecondGenerationAndMore,0.0252,0.109,0.0262,0.263,0.0321,0.15,0.0237,0.37,0.0172,0.311,0.0143,0.383
migratoryBackgroundUnknown,0.006,0.207,0.0067,0.456,0.0079,0.282,0.0046,0.789,0.0056,0.517,NaN,NaN
labourMarketEmployedPersons,0.6494,0.013,0.4126,0.06,0.6523,0.027,0.6159,0.068,0.7824,0.042,0.8021,0.045
labourMarketUnemployedPersons,0.0276,0.103,0.0411,0.208,0.0232,0.174,0.0338,0.322,0.0171,0.316,0.032,0.247
labourMarketPersonsWithoutProfessionalActivity,0.323,0.024,0.5463,0.05,0.3245,0.04,0.3503,0.088,0.2005,0.085,0.1659,0.103
socioprofessionalCategoriesExecutives,0.0287,0.094,0.0162,0.325,0.0151,0.202,0.0169,0.415,0.0493,0.175,0.0673,0.159
socioprofessionalCategoriesLiberalAndSimilar,0.0066,0.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0454,0.193
socioprofessionalCategoriesOtherSelfEmployed,0.0493,0.071,0.0231,0.263,0.0598,0.101,0.0523,0.238,0.0795,0.137,0.0143,0.367
socioprofessionalCategoriesIntellectualAndManagerial,0.089,0.052,0.0029,0.734,0.0104,0.244,0.0153,0.434,0.05,0.173,0.5153,0.057
socioprofessionalCategoriesIntermediate,0.1962,0.033,0.055,0.167,0.1241,0.07,0.1731,0.127,0.5873,0.049,0.1413,0.114
socioprofessionalCategoriesSkilledNonManuals,0.1531,0.038,0.0035,0.645,0.3093,0.042,0.2563,0.106,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0557,0.069,0.0106,0.38,0.113,0.075,0.0722,0.213,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0459,0.077,0.256,0.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0007,0.691,0.0028,0.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0241,0.106,0.0426,0.195,0.0203,0.177,0.0287,0.33,0.0163,0.313,0.0185,0.325
socioprofessionalCategoriesUnemployedOrNotWorking,0.3506,0.022,0.5874,0.048,0.3477,0.039,0.3841,0.085,0.2176,0.082,0.1979,0.095
