attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.008,0.281,0.037,0.3508,0.031,0.0972,0.069,0.1178,0.062,0.1532,0.054
sexMale,1.0,0.025,0.2187,0.068,0.3958,0.047,0.0753,0.118,0.1476,0.081,0.1626,0.078
sexFemale,1.0,0.023,0.3411,0.049,0.3074,0.052,0.1184,0.088,0.0889,0.102,0.1441,0.08
age25_44,1.0,0.032,0.175,0.092,0.3466,0.06,0.1031,0.117,0.1304,0.102,0.2449,0.074
age45_64,1.0,0.029,0.2821,0.065,0.3876,0.053,0.0968,0.113,0.1212,0.1,0.1123,0.105
age65+,1.0,0.039,0.4279,0.064,0.3008,0.078,0.0896,0.146,0.0948,0.143,0.0868,0.152
citizenSwiss,1.0,0.014,0.2335,0.047,0.3991,0.034,0.0957,0.078,0.131,0.066,0.1407,0.064
citizenUE28_AELE,1.0,0.051,0.4412,0.08,0.1802,0.128,0.0937,0.178,0.0793,0.194,0.2056,0.119
citizenOtherEuropeanCountries,1.0,0.173,0.5107,0.242,0.2082,0.388,0.1623,0.434,NaN,NaN,0.0873,0.586
citizenOtherWorldwideCountries,1.0,0.178,0.4512,0.268,0.1617,0.445,0.1273,0.503,NaN,NaN,0.2257,0.373
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.017,0.2187,0.054,0.4194,0.036,0.0927,0.086,0.1311,0.072,0.1381,0.07
migratoryBackgroundSwissWith,1.0,0.066,0.3283,0.119,0.263,0.134,0.1166,0.201,0.1333,0.189,0.1587,0.173
migratoryBackgroundFirstGeneration,1.0,0.048,0.4647,0.073,0.1567,0.13,0.1058,0.159,0.0662,0.201,0.2066,0.113
migratoryBackgroundSecondGenerationAndMore,1.0,0.197,0.1697,0.487,0.5334,0.269,0.0642,0.79,0.148,0.505,0.0844,0.686
migratoryBackgroundUnknown,1.0,0.374,0.5736,0.503,0.3236,0.645,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.02,0.2003,0.062,0.3763,0.041,0.0964,0.09,0.1421,0.073,0.1849,0.063
labourMarketUnemployedPersons,1.0,0.131,0.37,0.22,0.2761,0.245,0.0807,0.46,0.0896,0.433,0.1836,0.312
labourMarketPersonsWithoutProfessionalActivity,1.0,0.031,0.4133,0.054,0.313,0.064,0.1,0.116,0.0781,0.133,0.0956,0.122
socioprofessionalCategoriesExecutives,1.0,0.138,0.0867,0.484,0.3032,0.252,0.0491,0.646,0.3207,0.243,0.2404,0.281
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.2
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.094,0.1882,0.224,0.4521,0.141,0.1032,0.299,0.1976,0.216,0.0589,0.403
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.077,0.0144,0.687,0.0487,0.352,0.0231,0.516,0.0569,0.326,0.857,0.083
socioprofessionalCategoriesIntermediate,1.0,0.053,0.1013,0.182,0.2758,0.106,0.1083,0.172,0.393,0.088,0.1217,0.164
socioprofessionalCategoriesSkilledNonManuals,1.0,0.059,0.0146,0.516,0.7847,0.067,0.2006,0.14,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.099,0.0907,0.343,0.8219,0.109,0.0874,0.355,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.082,1.0,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.539,NaN,NaN,0.5145,0.73,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.12,0.3682,0.2,0.3105,0.216,0.1064,0.373,0.0832,0.423,0.1316,0.336
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.029,0.4099,0.052,0.3101,0.061,0.0985,0.113,0.079,0.127,0.1025,0.113
