attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.017,0.2796,0.081,0.3829,0.062,0.0858,0.156,0.1177,0.128,0.134,0.121
sexMale,1.0,0.051,0.202,0.151,0.4411,0.091,0.0567,0.283,0.1521,0.164,0.148,0.171
sexFemale,1.0,0.05,0.3532,0.105,0.3276,0.108,0.1135,0.191,0.085,0.221,0.1208,0.183
age25_44,1.0,0.069,0.1285,0.239,0.3765,0.125,0.104,0.247,0.1542,0.199,0.2369,0.162
age45_64,1.0,0.064,0.2771,0.146,0.432,0.108,0.0684,0.296,0.1177,0.215,0.1047,0.23
age65+,1.0,0.078,0.4603,0.124,0.3218,0.151,0.0888,0.295,0.0748,0.324,0.0544,0.385
citizenSwiss,1.0,0.025,0.2488,0.094,0.4093,0.066,0.0935,0.161,0.1225,0.135,0.126,0.133
citizenUE28_AELE,1.0,0.145,0.452,0.224,0.2377,0.304,0.0356,0.79,0.1002,0.469,0.1745,0.358
citizenOtherEuropeanCountries,1.0,0.564,0.5069,0.803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.36,0.4895,0.52,NaN,NaN,NaN,NaN,NaN,NaN,0.2843,0.691
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.032,0.2378,0.105,0.4253,0.071,0.0916,0.175,0.1231,0.145,0.1222,0.146
migratoryBackgroundSwissWith,1.0,0.134,0.3168,0.251,0.2993,0.253,0.1082,0.431,0.1215,0.402,0.1542,0.353
migratoryBackgroundFirstGeneration,1.0,0.137,0.4845,0.205,0.1845,0.332,0.0451,0.648,0.0955,0.456,0.1902,0.326
migratoryBackgroundSecondGenerationAndMore,1.0,0.406,0.3114,0.756,0.5263,0.558,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,1.0,0.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.043,0.161,0.155,0.4248,0.083,0.0783,0.214,0.1572,0.145,0.1786,0.137
labourMarketUnemployedPersons,1.0,0.278,0.3045,0.532,0.3836,0.433,NaN,NaN,NaN,NaN,0.2083,0.619
labourMarketPersonsWithoutProfessionalActivity,1.0,0.064,0.4635,0.107,0.317,0.13,0.103,0.238,0.0587,0.315,0.0579,0.325
socioprofessionalCategoriesExecutives,1.0,0.283,NaN,NaN,0.2908,0.537,0.1365,0.793,0.2886,0.515,0.1887,0.643
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.395
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.174,0.1456,0.485,0.5108,0.246,0.0583,0.732,0.2257,0.374,0.0597,0.733
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.159,NaN,NaN,0.0495,0.73,NaN,NaN,0.0713,0.613,0.8723,0.172
socioprofessionalCategoriesIntermediate,1.0,0.118,0.0789,0.469,0.3113,0.221,0.0578,0.517,0.4581,0.179,0.094,0.426
socioprofessionalCategoriesSkilledNonManuals,1.0,0.13,NaN,NaN,0.777,0.149,0.2176,0.289,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.181,NaN,NaN,0.9523,0.186,0.0474,0.864,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.189,1.0,0.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.393,0.3233,0.684,0.4198,0.611,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.061,0.4514,0.104,0.322,0.124,0.0967,0.236,0.0605,0.3,0.0694,0.286
