attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,264891,0.005,60519,0.029,71372,0.026,48306,0.033,32485,0.041,52209,0.031
sexMale,127526,0.017,23777,0.050,37885,0.038,19366,0.056,18622,0.055,27875,0.045
sexFemale,137365,0.015,36742,0.038,33486,0.040,28940,0.043,13863,0.064,24334,0.048
age25_44,81335,0.024,9334,0.085,18528,0.057,15156,0.064,11172,0.073,27145,0.046
age45_64,106493,0.019,22069,0.052,31222,0.042,20132,0.053,14384,0.063,18685,0.055
age65+,77063,0.024,29116,0.043,21621,0.051,13018,0.066,6928,0.091,6379,0.096
citizenSwiss,189183,0.011,32872,0.041,59986,0.028,34872,0.039,26693,0.045,34759,0.039
citizenUE28_AELE,63751,0.028,22123,0.051,9629,0.079,11859,0.071,5157,0.108,14983,0.062
citizenOtherEuropeanCountries,6306,0.106,3135,0.152,1244,0.238,754,0.311,352,0.450,821,0.298
citizenOtherWorldwideCountries,5584,0.115,2366,0.179,513,0.384,822,0.304,283,0.511,1601,0.213
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,127842,0.016,18333,0.056,43970,0.034,23604,0.049,18220,0.055,23714,0.048
migratoryBackgroundSwissWith,60155,0.028,14193,0.064,15542,0.061,11149,0.072,8291,0.084,10980,0.073
migratoryBackgroundFirstGeneration,69181,0.027,26357,0.047,8871,0.084,12240,0.071,4904,0.113,16809,0.060
migratoryBackgroundSecondGenerationAndMore,6066,0.101,1000,0.251,2461,0.160,1113,0.243,868,0.265,623,0.315
migratoryBackgroundUnknown,1647,0.194,635,0.316,527,0.342,200,0.550,202,0.551,83,0.851
labourMarketEmployedPersons,142705,0.015,18266,0.057,37580,0.038,25410,0.047,22190,0.050,39260,0.037
labourMarketUnemployedPersons,10127,0.080,2832,0.156,2632,0.159,1936,0.185,940,0.265,1788,0.193
labourMarketPersonsWithoutProfessionalActivity,112058,0.019,39421,0.037,31160,0.042,20961,0.052,9356,0.079,11161,0.074
socioprofessionalCategoriesExecutives,9326,0.078,488,0.354,1488,0.199,1298,0.213,1823,0.179,4229,0.116
socioprofessionalCategoriesLiberalAndSimilar,5354,0.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5354,0.105
socioprofessionalCategoriesOtherSelfEmployed,16197,0.060,2195,0.169,5655,0.104,3497,0.134,3518,0.131,1331,0.220
socioprofessionalCategoriesIntellectualAndManagerial,23414,0.049,253,0.494,636,0.305,906,0.257,1113,0.231,20506,0.052
socioprofessionalCategoriesIntermediate,34783,0.039,1989,0.176,5615,0.102,4867,0.110,15356,0.061,6956,0.093
socioprofessionalCategoriesSkilledNonManuals,30146,0.042,96,0.776,17970,0.056,12079,0.070,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,8231,0.087,644,0.309,5394,0.108,2193,0.171,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,11392,0.073,11392,0.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,448,0.399,97,0.856,152,0.676,100,0.854,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,3415,0.135,1111,0.239,669,0.301,470,0.361,344,0.415,821,0.279
socioprofessionalCategoriesUnemployedOrNotWorking,122186,0.017,42253,0.036,33791,0.040,22897,0.050,10296,0.076,12949,0.069
