attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,27502.0,0.024,0.2228,0.126,0.4176,0.08,0.0749,0.234,0.1632,0.148,0.1214,0.178
sexMale,14081.0,0.07,0.1349,0.25,0.4293,0.127,0.0561,0.401,0.2323,0.178,0.1474,0.235
sexFemale,13421.0,0.069,0.315,0.156,0.4054,0.131,0.0947,0.293,0.0908,0.297,0.0941,0.29
age25_44,9567.0,0.093,0.1031,0.356,0.4156,0.162,0.0883,0.379,0.2069,0.233,0.1862,0.248
age45_64,11267.0,0.083,0.2205,0.217,0.4557,0.138,0.0658,0.399,0.1649,0.24,0.0932,0.334
age65+,6668.0,0.115,0.3985,0.196,0.3565,0.207,0.0712,0.48,0.0978,0.419,0.076,0.481
citizenSwiss,23333.0,0.035,0.1921,0.148,0.452,0.085,0.0663,0.265,0.179,0.153,0.1106,0.2
citizenUE28_AELE,2990.0,0.202,0.3378,0.355,0.2418,0.419,0.1214,0.609,0.0806,0.734,0.2181,0.456
citizenOtherEuropeanCountries,709.0,0.453,0.6192,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,470.0,0.513,0.417,0.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,21698.0,0.04,0.1911,0.155,0.4541,0.089,0.0642,0.28,0.1826,0.158,0.1079,0.211
migratoryBackgroundSwissWith,1521.0,0.267,0.2032,0.608,0.3978,0.43,0.1012,0.862,0.1407,0.729,0.1578,0.681
migratoryBackgroundFirstGeneration,3913.0,0.175,0.402,0.286,0.2405,0.369,0.1038,0.581,0.0695,0.684,0.1843,0.432
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,293.0,0.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,18022.0,0.053,0.1427,0.213,0.4444,0.105,0.069,0.305,0.2009,0.167,0.1429,0.205
labourMarketUnemployedPersons,554.0,0.469,NaN,NaN,0.3032,0.862,NaN,NaN,0.2545,0.88,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,8926.0,0.096,0.3946,0.171,0.3707,0.174,0.0752,0.41,0.0816,0.399,0.0779,0.411
socioprofessionalCategoriesExecutives,819.0,0.367,NaN,NaN,0.3004,0.68,NaN,NaN,0.3297,0.642,0.2589,0.729
socioprofessionalCategoriesLiberalAndSimilar,303.0,0.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.649
socioprofessionalCategoriesOtherSelfEmployed,1689.0,0.256,0.1137,0.787,0.4784,0.375,NaN,NaN,0.3706,0.428,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,2085.0,0.226,NaN,NaN,0.0705,0.863,NaN,NaN,0.1309,0.641,0.7842,0.258
socioprofessionalCategoriesIntermediate,4840.0,0.142,0.0686,0.611,0.2973,0.279,0.0661,0.581,0.5064,0.206,0.0614,0.643
socioprofessionalCategoriesSkilledNonManuals,3842.0,0.164,NaN,NaN,0.8902,0.174,0.1098,0.535,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,2079.0,0.236,NaN,NaN,0.8321,0.259,0.1679,0.612,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1599.0,0.276,1.0,0.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,767.0,0.39,0.5476,0.533,0.2881,0.729,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,9480.0,0.092,0.3749,0.17,0.3668,0.17,0.0863,0.377,0.0917,0.362,0.0804,0.392
