attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,294855,0.005,54428,0.033,119341,0.018,26336,0.048,49113,0.033,45637,0.035
sexMale,145856,0.016,20544,0.058,59419,0.030,9547,0.085,31130,0.043,25216,0.049
sexFemale,148999,0.015,33884,0.042,59922,0.029,16789,0.060,17983,0.056,20421,0.055
age25_44,113162,0.020,12929,0.078,41062,0.038,11385,0.078,21001,0.054,26785,0.048
age45_64,114026,0.019,19477,0.058,50278,0.032,9652,0.080,20503,0.053,14117,0.065
age65+,67667,0.026,22022,0.050,28001,0.044,5300,0.104,7609,0.086,4736,0.110
citizenSwiss,240675,0.008,35774,0.039,106597,0.020,20014,0.054,44282,0.034,34007,0.040
citizenUE28_AELE,33393,0.045,8193,0.094,8143,0.094,4039,0.136,4013,0.131,9004,0.088
citizenOtherEuropeanCountries,13027,0.079,6922,0.109,3494,0.155,1287,0.258,548,0.397,776,0.326
citizenOtherWorldwideCountries,7619,0.111,3427,0.169,1078,0.297,995,0.312,269,0.577,1850,0.223
citizenUnknown,141,0.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,208609,0.010,28694,0.044,95258,0.021,16145,0.060,40043,0.036,28469,0.044
migratoryBackgroundSwissWith,30846,0.042,6784,0.094,10712,0.075,3786,0.127,4094,0.121,5470,0.104
migratoryBackgroundFirstGeneration,49931,0.037,17468,0.067,10764,0.084,6012,0.115,4312,0.130,11376,0.080
migratoryBackgroundSecondGenerationAndMore,3424,0.150,614,0.357,1780,0.210,310,0.519,485,0.383,236,0.557
migratoryBackgroundUnknown,2044,0.180,867,0.285,827,0.279,83,0.854,179,0.575,87,0.854
labourMarketEmployedPersons,194942,0.012,22156,0.055,79149,0.025,17004,0.061,39593,0.037,37040,0.039
labourMarketUnemployedPersons,5693,0.115,1278,0.256,1973,0.190,701,0.347,588,0.341,1154,0.256
labourMarketPersonsWithoutProfessionalActivity,94219,0.022,30995,0.044,38219,0.037,8631,0.086,8932,0.081,7443,0.093
socioprofessionalCategoriesExecutives,8291,0.086,724,0.316,2104,0.172,546,0.346,2605,0.152,2312,0.162
socioprofessionalCategoriesLiberalAndSimilar,2632,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2632,0.152
socioprofessionalCategoriesOtherSelfEmployed,16975,0.060,1446,0.218,8083,0.088,1368,0.215,5247,0.108,830,0.284
socioprofessionalCategoriesIntellectualAndManagerial,27772,0.046,154,0.679,1206,0.226,395,0.389,2142,0.168,23875,0.050
socioprofessionalCategoriesIntermediate,58072,0.030,2423,0.169,14727,0.064,5391,0.106,29006,0.044,6523,0.103
socioprofessionalCategoriesSkilledNonManuals,41426,0.037,246,0.514,34686,0.040,6493,0.101,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,18215,0.060,594,0.341,15497,0.065,2125,0.186,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,13707,0.071,13707,0.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,367,0.454,NaN,NaN,152,0.675,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,7486,0.094,2764,0.159,2694,0.153,666,0.324,551,0.340,811,0.290
socioprofessionalCategoriesUnemployedOrNotWorking,99913,0.021,32272,0.043,40192,0.036,9332,0.083,9519,0.078,8598,0.087
