attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,146377,1.0,27275,6.5,39006,5.0,15840,8.7,17083,8.2,47173,4.5
sexMale,70039,3.4,11029,11.0,19838,7.5,6513,14.4,8349,12.1,24311,7.0
sexFemale,76338,3.0,16246,8.6,19168,7.6,9327,11.4,8734,11.8,22862,7.0
age25_44,59764,3.9,8113,13.2,10955,10.9,6575,14.3,6065,14.7,28056,6.4
age45_64,50690,4.2,9851,11.3,13461,9.3,5598,15.1,7592,12.6,14189,9.1
age65+,35923,5.1,9311,11.6,14589,8.6,3668,18.3,3426,18.5,4929,15.4
citizenSwiss,93686,2.3,13201,9.3,31678,5.5,10776,10.5,13294,9.2,24737,6.6
citizenUE28_AELE,34418,5.7,6338,14.7,5183,16.2,2991,21.5,3058,21.1,16848,8.6
citizenOtherEuropeanCountries,10132,12.3,5026,17.4,1807,29.9,1210,36.6,542,56.0,1548,32.5
citizenOtherWorldwideCountries,8091,13.4,2711,23.8,337,69.1,863,41.2,189,86.4,3991,19.0
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,69776,3.1,7721,12.4,24942,6.4,7574,12.7,10701,10.4,18840,7.7
migratoryBackgroundSwissWith,22861,6.8,5210,15.1,6300,13.8,3159,19.7,2528,22.0,5665,14.5
migratoryBackgroundFirstGeneration,49917,4.6,13720,10.0,6042,15.4,4642,17.6,3403,20.4,22110,7.5
migratoryBackgroundSecondGenerationAndMore,2774,22.6,355,64.7,1285,33.3,422,58.6,386,58.3,325,69.2
migratoryBackgroundUnknown,1049,34.2,270,68.3,437,51.7,NaN,NaN,NaN,NaN,233,73.0
labourMarketEmployedPersons,90305,2.6,10595,11.1,19860,7.6,9212,11.7,12523,9.8,38115,5.2
labourMarketUnemployedPersons,5433,15.9,1605,30.3,1077,35.3,664,45.7,512,52.0,1575,29.6
labourMarketPersonsWithoutProfessionalActivity,50639,4.2,15075,9.0,18069,7.7,5964,14.5,4048,17.1,7483,12.8
socioprofessionalCategoriesExecutives,3241,20.0,454,56.9,170,86.7,266,73.7,618,45.6,1734,27.0
socioprofessionalCategoriesLiberalAndSimilar,2540,22.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2540,22.4
socioprofessionalCategoriesOtherSelfEmployed,6093,14.2,736,42.2,2094,24.3,778,41.2,1661,27.2,824,40.4
socioprofessionalCategoriesIntellectualAndManagerial,25720,6.7,NaN,NaN,339,61.4,388,58.4,370,58.4,24511,6.9
socioprofessionalCategoriesIntermediate,23013,7.0,1012,36.6,3566,18.9,2469,22.8,9297,11.5,6669,14.0
socioprofessionalCategoriesSkilledNonManuals,13463,9.5,NaN,NaN,9494,11.4,3895,18.4,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3995,18.7,424,58.9,2921,21.8,650,47.1,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,6423,14.5,6423,14.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,459,58.5,303,73.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,5358,15.6,1057,35.3,1200,32.7,686,44.7,578,46.9,1837,27.4
socioprofessionalCategoriesUnemployedOrNotWorking,56072,3.9,16680,8.6,19146,7.5,6628,13.8,4560,16.3,9058,11.7
