attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.0,0.1628,0.0,0.4119,0.0,0.0972,0.0,0.1649,0.0,0.1633,0.0
sexMale,1.0,0.0,0.1184,0.001,0.413,0.0,0.0778,0.001,0.2121,0.0,0.1788,0.0
sexFemale,1.0,0.0,0.2048,0.0,0.4108,0.0,0.1155,0.0,0.1203,0.0,0.1486,0.0
age25_44,1.0,0.0,0.1066,0.001,0.3572,0.0,0.1006,0.001,0.1771,0.0,0.2584,0.0
age45_64,1.0,0.0,0.1462,0.001,0.4415,0.0,0.0923,0.001,0.1839,0.0,0.1362,0.0
age65+,1.0,0.0,0.2595,0.0,0.4416,0.0,0.0995,0.001,0.1223,0.001,0.0771,0.001
citizenSwiss,1.0,0.0,0.1314,0.0,0.45,0.0,0.091,0.0,0.178,0.0,0.1495,0.0
citizenUE28_AELE,1.0,0.0,0.2435,0.001,0.2423,0.001,0.1315,0.001,0.1187,0.001,0.2641,0.001
citizenOtherEuropeanCountries,1.0,0.001,0.4709,0.001,0.1986,0.002,0.1382,0.002,0.0579,0.003,0.1345,0.002
citizenOtherWorldwideCountries,1.0,0.001,0.4605,0.001,0.1358,0.002,0.1138,0.002,0.0611,0.003,0.2289,0.001
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.0,0.1172,0.0,0.4687,0.0,0.088,0.0,0.1836,0.0,0.1425,0.0
migratoryBackgroundSwissWith,1.0,0.0,0.2378,0.001,0.3053,0.001,0.1139,0.001,0.1346,0.001,0.2084,0.001
migratoryBackgroundFirstGeneration,1.0,0.0,0.3364,0.001,0.1919,0.001,0.13,0.001,0.0924,0.001,0.2492,0.001
migratoryBackgroundSecondGenerationAndMore,1.0,0.001,0.1896,0.003,0.4597,0.002,0.1174,0.003,0.1524,0.003,0.0807,0.004
migratoryBackgroundUnknown,1.0,0.002,0.3001,0.003,0.4033,0.003,0.1093,0.006,0.147,0.005,NaN,NaN
labourMarketEmployedPersons,1.0,0.0,0.1,0.0,0.4039,0.0,0.0925,0.0,0.1999,0.0,0.2038,0.0
labourMarketUnemployedPersons,1.0,0.001,0.2362,0.002,0.3643,0.001,0.125,0.002,0.0858,0.003,0.1887,0.002
labourMarketPersonsWithoutProfessionalActivity,1.0,0.0,0.2731,0.0,0.4298,0.0,0.1039,0.001,0.106,0.001,0.0872,0.001
socioprofessionalCategoriesENaNecutives,1.0,0.001,0.0504,0.003,0.2334,0.002,0.0655,0.003,0.3022,0.001,0.3485,0.001
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.001
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.001,0.0807,0.002,0.4878,0.001,0.082,0.002,0.3033,0.001,0.0462,0.002
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.0,0.0036,0.007,0.0395,0.002,0.0128,0.003,0.0664,0.002,0.8776,0.0
socioprofessionalCategoriesIntermediate,1.0,0.0,0.0467,0.001,0.2483,0.001,0.0885,0.001,0.4989,0.0,0.1176,0.001
socioprofessionalCategoriesSkilledNonManuals,1.0,0.0,0.0056,0.004,0.817,0.0,0.1774,0.001,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.001,0.0242,0.003,0.8602,0.001,0.1156,0.002,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.001,1.0,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.003,0.3606,0.005,0.4232,0.004,0.089,0.008,NaN,NaN,0.0865,0.01
socioprofessionalCategoriesNotAttributable,1.0,0.001,0.2602,0.002,0.3346,0.002,0.1382,0.003,0.0957,0.003,0.1714,0.002
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.0,0.2708,0.0,0.4256,0.0,0.1052,0.001,0.1048,0.001,0.0936,0.001
