attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.004,0.1575,0.03,0.3736,0.016,0.0825,0.041,0.2052,0.024,0.1812,0.025
sexMale,1.0,0.013,0.1217,0.051,0.3644,0.027,0.0631,0.071,0.2462,0.034,0.2046,0.036
sexFemale,1.0,0.013,0.1913,0.038,0.3823,0.025,0.1008,0.053,0.1664,0.04,0.1591,0.039
age25_44,1.0,0.018,0.104,0.068,0.3398,0.035,0.087,0.072,0.1917,0.046,0.2775,0.035
age45_64,1.0,0.016,0.1482,0.052,0.3871,0.03,0.0785,0.07,0.2292,0.04,0.157,0.047
age65+,1.0,0.02,0.2393,0.046,0.3987,0.035,0.082,0.08,0.1897,0.052,0.0903,0.073
citizenSwiss,1.0,0.007,0.1238,0.036,0.4046,0.018,0.0757,0.047,0.2274,0.025,0.1686,0.029
citizenUE28_AELE,1.0,0.038,0.2492,0.079,0.2391,0.081,0.1196,0.118,0.1143,0.115,0.2778,0.069
citizenOtherEuropeanCountries,1.0,0.079,0.4786,0.117,0.1813,0.186,0.1399,0.21,0.0547,0.34,0.1455,0.194
citizenOtherWorldwideCountries,1.0,0.07,0.4474,0.106,0.169,0.174,0.0901,0.243,0.055,0.294,0.2385,0.138
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.008,0.1126,0.041,0.4189,0.019,0.0695,0.052,0.2378,0.027,0.1611,0.032
migratoryBackgroundSwissWith,1.0,0.037,0.2016,0.086,0.2982,0.071,0.1221,0.109,0.1523,0.098,0.2259,0.077
migratoryBackgroundFirstGeneration,1.0,0.031,0.3406,0.057,0.1946,0.075,0.1218,0.096,0.0859,0.11,0.2571,0.059
migratoryBackgroundSecondGenerationAndMore,1.0,0.122,0.1635,0.318,0.4977,0.174,0.0607,0.487,0.168,0.293,0.1101,0.356
migratoryBackgroundUnknown,1.0,0.162,0.2958,0.305,0.363,0.266,0.0582,0.692,0.1608,0.396,0.1221,0.464
labourMarketEmployedPersons,1.0,0.011,0.0973,0.05,0.367,0.023,0.0771,0.055,0.2283,0.03,0.2302,0.028
labourMarketUnemployedPersons,1.0,0.078,0.2554,0.161,0.3424,0.133,0.0999,0.253,0.1123,0.23,0.1901,0.174
labourMarketPersonsWithoutProfessionalActivity,1.0,0.017,0.2564,0.04,0.3876,0.031,0.0905,0.067,0.1714,0.048,0.0941,0.064
socioprofessionalCategoriesExecutives,1.0,0.102,0.0762,0.39,0.1532,0.273,0.0584,0.443,0.2465,0.207,0.4658,0.145
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.097
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.047,0.0912,0.163,0.4538,0.072,0.0763,0.175,0.3414,0.082,0.0374,0.239
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.032,0.0041,0.591,0.0552,0.155,0.0215,0.241,0.1381,0.096,0.7811,0.036
socioprofessionalCategoriesIntermediate,1.0,0.026,0.0407,0.144,0.1947,0.064,0.1002,0.088,0.5188,0.037,0.1457,0.071
socioprofessionalCategoriesSkilledNonManuals,1.0,0.034,0.0216,0.25,0.8567,0.037,0.1216,0.104,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.053,0.0439,0.259,0.8573,0.057,0.0988,0.171,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.066,1.0,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.326,0.3621,0.574,0.3808,0.505,0.1897,0.746,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.125,0.3584,0.219,0.2813,0.237,0.0354,0.66,0.1345,0.342,0.1905,0.266
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.016,0.2563,0.039,0.3844,0.03,0.0912,0.065,0.1673,0.047,0.1008,0.06
