attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,763034,0.004,129336,0.029,315247,0.015,76456,0.037,118048,0.029,123947,0.027
sexMale,370854,0.014,46526,0.051,154195,0.025,28304,0.065,74879,0.038,66950,0.038
sexFemale,392180,0.013,82810,0.036,161052,0.024,48152,0.047,43169,0.049,56997,0.041
age25_44,268634,0.018,27826,0.070,99864,0.033,28088,0.065,45108,0.050,67749,0.038
age45_64,290859,0.016,44669,0.051,127094,0.028,27344,0.064,50008,0.046,41744,0.049
age65+,203541,0.020,56841,0.043,88289,0.034,21024,0.071,22932,0.068,14454,0.084
citizenSwiss,641880,0.006,88065,0.034,289790,0.016,61435,0.041,107614,0.030,94978,0.031
citizenUE28_AELE,76383,0.038,19636,0.079,17387,0.085,9018,0.119,8629,0.119,21712,0.071
citizenOtherEuropeanCountries,19834,0.086,9489,0.127,4162,0.190,3094,0.221,1003,0.396,2085,0.252
citizenOtherWorldwideCountries,24613,0.073,11972,0.108,3886,0.188,2871,0.216,802,0.383,5082,0.154
citizenUnknown,324,0.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,566665,0.008,71705,0.039,264695,0.017,51960,0.045,98139,0.032,80167,0.034
migratoryBackgroundSwissWith,71008,0.038,15266,0.086,23066,0.069,9101,0.109,9169,0.110,14407,0.084
migratoryBackgroundFirstGeneration,111867,0.032,40035,0.057,21393,0.078,13916,0.098,8932,0.119,27591,0.063
migratoryBackgroundSecondGenerationAndMore,8615,0.121,1045,0.356,3861,0.183,906,0.368,1502,0.282,1301,0.310
migratoryBackgroundUnknown,4879,0.156,1285,0.301,2232,0.232,574,0.470,306,0.629,482,0.482
labourMarketEmployedPersons,480542,0.011,49180,0.049,194105,0.022,45832,0.050,91046,0.034,100379,0.030
labourMarketUnemployedPersons,16689,0.088,3766,0.197,6295,0.144,1816,0.258,1345,0.300,3468,0.185
labourMarketPersonsWithoutProfessionalActivity,265804,0.017,76390,0.038,114847,0.029,28809,0.062,25657,0.065,20100,0.073
socioprofessionalCategoriesENaNecutives,19653,0.076,1099,0.340,4686,0.159,1189,0.322,5589,0.143,7090,0.124
socioprofessionalCategoriesLiberalAndSimilar,7902,0.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7902,0.115
socioprofessionalCategoriesOtherSelfEmployed,41184,0.053,3169,0.199,21577,0.074,4113,0.170,10134,0.107,2192,0.223
socioprofessionalCategoriesIntellectualAndManagerial,72437,0.036,471,0.487,2818,0.203,1192,0.303,4777,0.154,63179,0.038
socioprofessionalCategoriesIntermediate,142934,0.026,5302,0.154,36222,0.057,15020,0.087,68559,0.039,17832,0.078
socioprofessionalCategoriesSkilledNonManuals,103473,0.032,358,0.553,85229,0.035,17886,0.080,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,43459,0.053,1641,0.282,37432,0.057,4387,0.173,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,32818,0.061,32818,0.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1225,0.333,278,0.735,589,0.476,217,0.770,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,15457,0.087,4045,0.174,5554,0.147,1828,0.256,1952,0.246,2078,0.216
socioprofessionalCategoriesUnemployedOrNotWorking,282492,0.017,80156,0.037,121141,0.029,30625,0.060,27002,0.064,23568,0.068
