attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,265557,0.005,61181,0.028,69891,0.026,48749,0.032,33447,0.040,52289,0.031
sexMale,127955,0.017,24014,0.049,36692,0.038,20608,0.053,18716,0.055,27923,0.044
sexFemale,137602,0.015,37167,0.038,33198,0.040,28141,0.044,14731,0.061,24365,0.047
age25_44,82875,0.023,10355,0.079,17484,0.058,15228,0.062,12213,0.069,27595,0.045
age45_64,106295,0.019,21740,0.051,31309,0.041,20379,0.052,14549,0.062,18318,0.055
age65+,76387,0.024,29087,0.043,21098,0.051,13142,0.065,6685,0.092,6375,0.095
citizenSwiss,188899,0.011,32594,0.040,59902,0.028,35822,0.038,26736,0.045,33845,0.039
citizenUE28_AELE,64741,0.028,22651,0.050,8575,0.084,11564,0.072,5842,0.102,16109,0.060
citizenOtherEuropeanCountries,6386,0.102,3638,0.137,942,0.269,573,0.338,386,0.407,847,0.276
citizenOtherWorldwideCountries,5511,0.107,2279,0.171,471,0.368,790,0.285,484,0.361,1488,0.203
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,129917,0.016,19157,0.054,44712,0.034,24345,0.047,18621,0.054,23081,0.049
migratoryBackgroundSwissWith,57600,0.029,13114,0.066,14695,0.062,11210,0.071,7917,0.085,10664,0.073
migratoryBackgroundFirstGeneration,70242,0.026,27363,0.046,7640,0.090,11839,0.072,5780,0.103,17620,0.058
migratoryBackgroundSecondGenerationAndMore,6267,0.100,1172,0.235,2303,0.164,1088,0.243,916,0.260,788,0.286
migratoryBackgroundUnknown,1531,0.201,375,0.407,540,0.337,267,0.492,212,0.528,136,0.677
labourMarketEmployedPersons,141792,0.015,18179,0.057,36345,0.038,25736,0.046,22768,0.049,38764,0.036
labourMarketUnemployedPersons,10527,0.078,2688,0.158,2573,0.158,2106,0.176,1149,0.240,2012,0.178
labourMarketPersonsWithoutProfessionalActivity,113238,0.018,40315,0.036,30973,0.041,20907,0.052,9530,0.077,11513,0.072
socioprofessionalCategoriesExecutives,8885,0.079,678,0.302,1509,0.196,1025,0.238,1742,0.181,3931,0.120
socioprofessionalCategoriesLiberalAndSimilar,5008,0.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5008,0.108
socioprofessionalCategoriesOtherSelfEmployed,16596,0.059,2278,0.165,5474,0.105,3920,0.124,3715,0.127,1208,0.226
socioprofessionalCategoriesIntellectualAndManagerial,24292,0.047,198,0.550,663,0.297,1098,0.233,1039,0.238,21294,0.051
socioprofessionalCategoriesIntermediate,33601,0.040,1722,0.189,5406,0.104,4784,0.110,15447,0.060,6242,0.098
socioprofessionalCategoriesSkilledNonManuals,28935,0.043,145,0.634,16848,0.057,11943,0.069,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,8056,0.087,793,0.278,5248,0.107,2014,0.177,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,11201,0.073,11201,0.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,310,0.464,NaN,NaN,NaN,NaN,136,0.674,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,4907,0.110,1085,0.236,1122,0.229,814,0.272,824,0.266,1061,0.238
socioprofessionalCategoriesUnemployedOrNotWorking,123765,0.017,43002,0.035,33546,0.040,23013,0.049,10679,0.074,13525,0.066
