attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.0,0.1461,0.001,0.3264,0.0,0.0877,0.001,0.1779,0.001,0.2619,0.0
sexMale,1.0,0.0,0.1131,0.001,0.3019,0.001,0.0653,0.001,0.2177,0.001,0.3021,0.001
sexFemale,1.0,0.0,0.1798,0.001,0.3515,0.001,0.1106,0.001,0.1373,0.001,0.2209,0.001
age25_44,1.0,0.0,0.095,0.001,0.2683,0.001,0.0904,0.001,0.1788,0.001,0.3675,0.001
age45_64,1.0,0.0,0.1271,0.001,0.3444,0.001,0.0794,0.001,0.195,0.001,0.2542,0.001
age65+,1.0,0.0,0.2723,0.001,0.3951,0.001,0.0988,0.002,0.1439,0.001,0.0899,0.002
citizenSwiss,1.0,0.0,0.1137,0.001,0.3907,0.0,0.0883,0.001,0.2092,0.001,0.1981,0.001
citizenUE28_AELE,1.0,0.001,0.1728,0.001,0.1564,0.002,0.082,0.002,0.1176,0.002,0.4712,0.001
citizenOtherEuropeanCountries,1.0,0.001,0.4241,0.002,0.218,0.003,0.095,0.004,0.04,0.007,0.2232,0.003
citizenOtherWorldwideCountries,1.0,0.001,0.298,0.003,0.0738,0.005,0.0979,0.004,0.0452,0.006,0.4851,0.002
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.0,0.1059,0.001,0.4157,0.0,0.0814,0.001,0.2173,0.001,0.1796,0.001
migratoryBackgroundSwissWith,1.0,0.001,0.1463,0.002,0.2833,0.001,0.1172,0.002,0.1735,0.002,0.2797,0.001
migratoryBackgroundFirstGeneration,1.0,0.0,0.2383,0.001,0.1343,0.001,0.0883,0.002,0.0924,0.002,0.4467,0.001
migratoryBackgroundSecondGenerationAndMore,1.0,0.002,0.0903,0.008,0.6005,0.003,NaN,NaN,0.1474,0.006,0.115,0.007
migratoryBackgroundUnknown,1.0,0.004,NaN,NaN,0.3775,0.007,NaN,NaN,0.2254,0.009,NaN,NaN
labourMarketEmployedPersons,1.0,0.0,0.0902,0.001,0.3033,0.001,0.0807,0.001,0.2058,0.001,0.32,0.001
labourMarketUnemployedPersons,1.0,0.002,0.2061,0.004,0.2814,0.003,0.07,0.007,0.1268,0.005,0.3157,0.003
labourMarketPersonsWithoutProfessionalActivity,1.0,0.0,0.2689,0.001,0.3832,0.001,0.1054,0.001,0.1183,0.001,0.1242,0.001
socioprofessionalCategoriesExecutives,1.0,0.001,0.0555,0.005,0.1368,0.003,0.0388,0.006,0.2118,0.003,0.5571,0.002
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.002
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.001,0.1052,0.003,0.3579,0.002,0.1342,0.003,0.3272,0.002,0.0757,0.004
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.001,NaN,NaN,0.0262,0.004,0.0096,0.007,0.0697,0.003,0.8919,0.001
socioprofessionalCategoriesIntermediate,1.0,0.001,0.0281,0.004,0.2071,0.001,0.0728,0.002,0.501,0.001,0.1908,0.001
socioprofessionalCategoriesSkilledNonManuals,1.0,0.001,NaN,NaN,0.8051,0.001,0.1903,0.002,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.001,0.04,0.007,0.8332,0.002,0.1265,0.004,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.001,1.0,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.001,0.2221,0.003,0.3576,0.002,0.0897,0.005,0.131,0.004,0.1993,0.003
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.0,0.2641,0.001,0.3754,0.001,0.1026,0.001,0.119,0.001,0.139,0.001
