attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.024,0.2488,0.122,0.4464,0.081,0.0824,0.234,0.1255,0.18,0.097,0.213
sexMale,1.0,0.072,0.1574,0.237,0.5122,0.12,0.0459,0.454,0.1815,0.213,0.103,0.297
sexFemale,1.0,0.074,0.3426,0.154,0.3789,0.147,0.1198,0.279,0.0678,0.368,0.0908,0.321
age25_44,1.0,0.104,0.1028,0.386,0.4874,0.164,0.0964,0.392,0.1435,0.308,0.1699,0.288
age45_64,1.0,0.087,0.229,0.22,0.4661,0.145,0.0865,0.367,0.1494,0.266,0.069,0.4
age65+,1.0,0.113,0.4616,0.18,0.3661,0.206,0.0585,0.532,0.0676,0.496,0.0461,0.609
citizenSwiss,1.0,0.036,0.2393,0.136,0.47,0.087,0.0726,0.266,0.1261,0.194,0.092,0.235
citizenUE28_AELE,1.0,0.21,0.2428,0.437,0.2853,0.404,0.1907,0.518,0.1275,0.584,0.1536,0.564
citizenOtherEuropeanCountries,1.0,0.534,0.5335,0.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1.0,0.73,0.7162,0.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.041,0.2309,0.145,0.4811,0.09,0.067,0.288,0.1296,0.199,0.0914,0.246
migratoryBackgroundSwissWith,1.0,0.275,0.3641,0.465,0.2958,0.513,0.1511,0.728,NaN,NaN,0.1049,0.863
migratoryBackgroundFirstGeneration,1.0,0.191,0.3186,0.343,0.259,0.395,0.1523,0.538,0.1292,0.537,0.1412,0.541
migratoryBackgroundSecondGenerationAndMore,1.0,0.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.06,0.1447,0.223,0.4809,0.109,0.0886,0.293,0.1557,0.207,0.13,0.236
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,1.0,0.092,0.4188,0.16,0.3912,0.169,0.073,0.408,0.0737,0.409,0.0432,0.533
socioprofessionalCategoriesExecutives,1.0,0.482,NaN,NaN,0.4419,0.732,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.279,0.1377,0.793,0.5007,0.4,NaN,NaN,0.3153,0.496,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8355,0.282
socioprofessionalCategoriesIntermediate,1.0,0.15,0.0427,0.786,0.3596,0.264,0.134,0.455,0.3717,0.254,0.0918,0.558
socioprofessionalCategoriesSkilledNonManuals,1.0,0.181,NaN,NaN,0.814,0.203,0.1673,0.466,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.245,NaN,NaN,0.9514,0.251,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.288,1.0,0.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.387,0.3704,0.657,0.3971,0.616,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.091,0.4198,0.159,0.3897,0.168,0.0721,0.408,0.0758,0.4,0.0427,0.533
