attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,26634.0,0.025,0.2474,0.124,0.3843,0.09,0.0531,0.297,0.2058,0.133,0.1096,0.193
sexMale,13215.0,0.07,0.1837,0.215,0.36,0.145,0.0537,0.421,0.2437,0.177,0.1589,0.228
sexFemale,13419.0,0.075,0.31,0.165,0.4083,0.14,0.0525,0.43,0.1683,0.23,0.061,0.392
age25_44,8942.0,0.102,0.0873,0.418,0.4316,0.172,0.0545,0.536,0.2721,0.216,0.1544,0.293
age45_64,10427.0,0.087,0.2596,0.208,0.3564,0.169,0.0537,0.468,0.2144,0.22,0.1158,0.305
age65+,7265.0,0.113,0.4268,0.189,0.3661,0.204,0.0502,0.582,0.1116,0.374,0.0453,0.586
citizenSwiss,23188.0,0.034,0.2269,0.139,0.4131,0.093,0.0408,0.355,0.2199,0.138,0.0993,0.215
citizenUE28_AELE,2376.0,0.238,0.3586,0.409,0.1494,0.643,0.1444,0.642,0.1435,0.644,0.2045,0.535
citizenOtherEuropeanCountries,608.0,0.502,NaN,NaN,0.3553,0.866,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,461.0,0.555,0.6529,0.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,22020.0,0.038,0.2244,0.144,0.4191,0.096,0.0384,0.376,0.222,0.142,0.0961,0.225
migratoryBackgroundSwissWith,1168.0,0.312,0.274,0.609,0.2988,0.58,NaN,NaN,0.1807,0.729,0.1584,0.787
migratoryBackgroundFirstGeneration,3265.0,0.201,0.4064,0.326,0.1458,0.556,0.1427,0.556,0.1167,0.61,0.1887,0.47
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,15997.0,0.06,0.1462,0.225,0.3959,0.124,0.0544,0.384,0.263,0.156,0.1403,0.222
labourMarketUnemployedPersons,616.0,0.456,0.4026,0.73,NaN,NaN,NaN,NaN,NaN,NaN,0.3377,0.804
labourMarketPersonsWithoutProfessionalActivity,10021.0,0.092,0.3993,0.166,0.3794,0.17,0.054,0.484,0.1208,0.308,0.0465,0.502
socioprofessionalCategoriesExecutives,362.0,0.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4144,0.864
socioprofessionalCategoriesLiberalAndSimilar,336.0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.581
socioprofessionalCategoriesOtherSelfEmployed,1871.0,0.249,0.1865,0.611,0.4543,0.375,NaN,NaN,0.3175,0.44,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1617.0,0.265,NaN,NaN,NaN,NaN,NaN,NaN,0.1113,0.788,0.7904,0.301
socioprofessionalCategoriesIntermediate,5219.0,0.138,0.0437,0.732,0.1807,0.348,0.0492,0.682,0.6342,0.18,0.0922,0.498
socioprofessionalCategoriesSkilledNonManuals,3092.0,0.192,NaN,NaN,0.9065,0.202,0.0721,0.791,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1773.0,0.26,NaN,NaN,0.8573,0.281,0.1235,0.788,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1344.0,0.3,1.0,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,383.0,0.585,0.6762,0.733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,10637.0,0.088,0.3995,0.161,0.3667,0.167,0.0509,0.484,0.1196,0.3,0.0634,0.425
