attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,126321,0.009,35283,0.037,37994,0.035,14601,0.062,15537,0.060,22906,0.049
sexMale,60951,0.025,14451,0.065,19622,0.053,5567,0.107,9830,0.078,11481,0.073
sexFemale,65370,0.022,20832,0.050,18373,0.053,9034,0.079,5707,0.100,11425,0.071
age25_44,47089,0.032,9587,0.083,12428,0.071,6182,0.102,5640,0.107,13251,0.068
age45_64,47924,0.029,13276,0.066,15666,0.058,5155,0.106,6582,0.094,7245,0.089
age65+,31308,0.038,12420,0.065,9900,0.074,3264,0.131,3315,0.130,2409,0.153
citizenSwiss,93491,0.015,20594,0.049,31933,0.038,11644,0.069,12976,0.065,16345,0.058
citizenUE28_AELE,25498,0.048,10716,0.077,5197,0.114,2190,0.178,2244,0.174,5152,0.112
citizenOtherEuropeanCountries,2445,0.178,1452,0.229,362,0.499,173,0.674,NaN,NaN,374,0.439
citizenOtherWorldwideCountries,4869,0.122,2521,0.172,502,0.390,577,0.360,233,0.577,1036,0.264
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,72703,0.020,14058,0.061,26644,0.043,9024,0.079,10568,0.073,12409,0.068
migratoryBackgroundSwissWith,20197,0.050,6322,0.094,5015,0.107,2568,0.151,2375,0.157,3917,0.123
migratoryBackgroundFirstGeneration,29696,0.044,14102,0.067,4816,0.120,2536,0.166,2078,0.183,6164,0.103
migratoryBackgroundSecondGenerationAndMore,3075,0.151,564,0.354,1227,0.241,404,0.426,483,0.381,397,0.427
migratoryBackgroundUnknown,650,0.306,237,0.512,293,0.449,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,75949,0.020,14899,0.063,23065,0.048,8672,0.083,11114,0.072,18200,0.056
labourMarketUnemployedPersons,6696,0.098,2354,0.170,1775,0.194,827,0.285,496,0.368,1244,0.229
labourMarketPersonsWithoutProfessionalActivity,43675,0.031,18030,0.054,13154,0.063,5102,0.106,3927,0.120,3462,0.130
socioprofessionalCategoriesExecutives,3617,0.131,556,0.343,741,0.299,184,0.575,944,0.254,1192,0.227
socioprofessionalCategoriesLiberalAndSimilar,1608,0.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1608,0.194
socioprofessionalCategoriesOtherSelfEmployed,6420,0.096,1034,0.246,2825,0.146,706,0.294,1403,0.210,452,0.366
socioprofessionalCategoriesIntellectualAndManagerial,12956,0.067,144,0.675,546,0.337,141,0.676,642,0.309,11484,0.072
socioprofessionalCategoriesIntermediate,18432,0.055,1358,0.218,4022,0.124,2028,0.175,7930,0.087,3094,0.144
socioprofessionalCategoriesSkilledNonManuals,14693,0.062,109,0.780,9903,0.077,4681,0.116,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,5224,0.111,423,0.397,4082,0.126,719,0.302,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,10168,0.078,10168,0.078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,251,0.532,176,0.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2579,0.156,931,0.265,870,0.267,214,0.553,194,0.550,369,0.417
socioprofessionalCategoriesUnemployedOrNotWorking,50372,0.028,20384,0.051,14929,0.060,5929,0.099,4423,0.114,4706,0.113
