attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.006,0.2006,0.032,0.3954,0.02,0.0935,0.049,0.1709,0.034,0.1395,0.039
sexMale,1.0,0.017,0.1499,0.056,0.3905,0.032,0.0724,0.083,0.2258,0.044,0.1615,0.054
sexFemale,1.0,0.016,0.2503,0.041,0.4003,0.031,0.1141,0.062,0.1173,0.061,0.1181,0.062
age25_44,1.0,0.021,0.1247,0.074,0.3677,0.039,0.1006,0.08,0.1953,0.055,0.2117,0.054
age45_64,1.0,0.02,0.1824,0.056,0.4326,0.034,0.094,0.078,0.1824,0.055,0.1085,0.073
age65+,1.0,0.029,0.3632,0.051,0.3786,0.05,0.0803,0.112,0.109,0.095,0.0689,0.12
citizenSwiss,1.0,0.009,0.1639,0.039,0.4306,0.021,0.0891,0.054,0.1887,0.036,0.1277,0.045
citizenUE28_AELE,1.0,0.046,0.2734,0.091,0.2515,0.096,0.1211,0.14,0.1185,0.138,0.2356,0.1
citizenOtherEuropeanCountries,1.0,0.082,0.5294,0.112,0.2482,0.167,0.1096,0.254,0.0531,0.363,0.0597,0.339
citizenOtherWorldwideCountries,1.0,0.106,0.4993,0.151,0.1559,0.269,0.0834,0.371,0.0351,0.582,0.2263,0.22
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.011,0.1528,0.043,0.4423,0.023,0.0838,0.06,0.196,0.038,0.1252,0.049
migratoryBackgroundSwissWith,1.0,0.046,0.2436,0.097,0.3465,0.082,0.1276,0.135,0.1349,0.132,0.1475,0.126
migratoryBackgroundFirstGeneration,1.0,0.038,0.3748,0.065,0.2209,0.085,0.1138,0.12,0.0885,0.133,0.202,0.089
migratoryBackgroundSecondGenerationAndMore,1.0,0.163,0.139,0.429,0.5091,0.228,0.1103,0.53,0.1557,0.41,0.0862,0.554
migratoryBackgroundUnknown,1.0,0.193,0.4204,0.303,0.2929,0.358,0.0968,0.605,0.1134,0.551,0.0765,0.676
labourMarketEmployedPersons,1.0,0.012,0.1291,0.052,0.3998,0.026,0.0951,0.06,0.205,0.039,0.1711,0.044
labourMarketUnemployedPersons,1.0,0.115,0.2308,0.246,0.3601,0.19,0.1422,0.313,0.1295,0.315,0.1375,0.321
labourMarketPersonsWithoutProfessionalActivity,1.0,0.024,0.3593,0.044,0.3879,0.042,0.0869,0.094,0.0971,0.087,0.0689,0.105
socioprofessionalCategoriesExecutives,1.0,0.09,0.1219,0.269,0.2474,0.183,0.0627,0.377,0.2988,0.165,0.2692,0.175
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.157
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.06,0.0851,0.213,0.4746,0.088,0.0922,0.202,0.3039,0.111,0.0442,0.309
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.05,0.0045,0.784,0.0412,0.251,0.0232,0.345,0.0906,0.17,0.8404,0.055
socioprofessionalCategoriesIntermediate,1.0,0.032,0.0417,0.173,0.268,0.065,0.0995,0.108,0.5006,0.047,0.0901,0.118
socioprofessionalCategoriesSkilledNonManuals,1.0,0.038,0.009,0.441,0.8287,0.043,0.1623,0.102,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.066,0.04,0.334,0.8165,0.073,0.1435,0.179,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.069,1.0,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.34,0.4164,0.531,0.5176,0.467,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.075,0.3464,0.132,0.373,0.122,0.1029,0.247,0.097,0.242,0.0806,0.271
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.023,0.3517,0.044,0.3862,0.04,0.0901,0.09,0.099,0.083,0.0729,0.1
