attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.006,0.1986,0.032,0.3907,0.02,0.0908,0.05,0.1678,0.035,0.152,0.038
sexMale,1.0,0.017,0.1535,0.057,0.3918,0.033,0.0729,0.083,0.2152,0.046,0.1666,0.053
sexFemale,1.0,0.016,0.2428,0.042,0.3897,0.031,0.1083,0.064,0.1215,0.06,0.1377,0.057
age25_44,1.0,0.021,0.1258,0.074,0.3638,0.04,0.0949,0.082,0.1823,0.058,0.2332,0.051
age45_64,1.0,0.02,0.1777,0.058,0.4286,0.035,0.0874,0.082,0.1839,0.055,0.1223,0.069
age65+,1.0,0.029,0.358,0.052,0.3715,0.051,0.0896,0.107,0.1158,0.094,0.065,0.126
citizenSwiss,1.0,0.009,0.1605,0.04,0.4266,0.022,0.0877,0.056,0.1865,0.037,0.1388,0.044
citizenUE28_AELE,1.0,0.045,0.268,0.091,0.2489,0.094,0.1115,0.141,0.1074,0.145,0.2642,0.091
citizenOtherEuropeanCountries,1.0,0.081,0.5323,0.111,0.2444,0.169,0.1018,0.254,0.0453,0.384,0.0762,0.296
citizenOtherWorldwideCountries,1.0,0.104,0.53,0.145,0.1271,0.292,0.0815,0.377,0.0532,0.452,0.208,0.227
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.011,0.1486,0.045,0.4379,0.023,0.0831,0.062,0.1932,0.039,0.1371,0.048
migratoryBackgroundSwissWith,1.0,0.046,0.2407,0.097,0.3474,0.081,0.1184,0.139,0.142,0.128,0.1515,0.123
migratoryBackgroundFirstGeneration,1.0,0.037,0.3814,0.064,0.2104,0.086,0.1069,0.121,0.0815,0.137,0.2198,0.082
migratoryBackgroundSecondGenerationAndMore,1.0,0.154,0.1416,0.409,0.5309,0.213,0.0871,0.512,0.1412,0.41,0.0992,0.495
migratoryBackgroundUnknown,1.0,0.214,0.3723,0.356,0.3567,0.355,0.0862,0.724,0.0775,0.782,0.1081,0.637
labourMarketEmployedPersons,1.0,0.012,0.1239,0.053,0.4016,0.026,0.0859,0.063,0.2011,0.039,0.1875,0.042
labourMarketUnemployedPersons,1.0,0.113,0.2508,0.233,0.368,0.184,0.1166,0.336,0.1008,0.35,0.1639,0.281
labourMarketPersonsWithoutProfessionalActivity,1.0,0.024,0.3632,0.045,0.3678,0.044,0.1,0.088,0.0975,0.089,0.0714,0.106
socioprofessionalCategoriesExecutives,1.0,0.092,0.1006,0.304,0.2364,0.191,0.0453,0.44,0.3153,0.162,0.3025,0.167
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.152
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.061,0.0882,0.213,0.4777,0.09,0.0917,0.209,0.2911,0.116,0.0513,0.283
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.049,0.0084,0.552,0.05,0.225,0.0126,0.45,0.0706,0.187,0.8585,0.053
socioprofessionalCategoriesIntermediate,1.0,0.032,0.0479,0.162,0.2613,0.067,0.0931,0.112,0.4977,0.047,0.0999,0.112
socioprofessionalCategoriesSkilledNonManuals,1.0,0.04,0.0071,0.493,0.8469,0.043,0.146,0.111,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.064,0.0431,0.315,0.8343,0.07,0.1226,0.187,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.071,1.0,0.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.4,0.3095,0.725,0.4232,0.605,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.08,0.3297,0.144,0.3914,0.129,0.1131,0.241,0.0828,0.276,0.0829,0.279
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.023,0.3562,0.044,0.3679,0.042,0.1011,0.085,0.0977,0.086,0.0772,0.099
