attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,324763.0,0.006,83111.0,0.026,66035.0,0.029,33601.0,0.043,33565.0,0.043,108450.0,0.022
sexMale,0.4732,0.017,0.4367,0.043,0.5053,0.043,0.3866,0.073,0.541,0.06,0.4873,0.035
sexFemale,0.5268,0.015,0.5633,0.036,0.4947,0.042,0.6134,0.056,0.459,0.064,0.5127,0.033
age25_44,0.4007,0.02,0.304,0.054,0.3026,0.06,0.4296,0.071,0.3266,0.081,0.5485,0.033
age45_64,0.368,0.019,0.4,0.044,0.3999,0.048,0.3467,0.075,0.4123,0.067,0.317,0.042
age65+,0.2313,0.025,0.296,0.048,0.2975,0.054,0.2236,0.089,0.2611,0.083,0.1345,0.064
citizenSwiss,0.6177,0.012,0.4394,0.04,0.7829,0.033,0.681,0.052,0.7697,0.048,0.5872,0.029
citizenUE28_AELE,0.2761,0.025,0.4033,0.044,0.1708,0.079,0.209,0.102,0.183,0.108,0.2925,0.047
citizenOtherEuropeanCountries,0.0279,0.095,0.0454,0.147,0.0116,0.33,0.0315,0.287,0.0088,0.512,0.0292,0.163
citizenOtherWorldwideCountries,0.078,0.056,0.1111,0.094,0.0346,0.193,0.0786,0.177,0.0384,0.253,0.0911,0.091
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.3532,0.02,0.2028,0.06,0.53,0.041,0.3755,0.071,0.4966,0.061,0.3093,0.042
migratoryBackgroundSwissWith,0.2606,0.024,0.233,0.056,0.2457,0.062,0.3014,0.079,0.2688,0.083,0.2756,0.045
migratoryBackgroundFirstGeneration,0.3603,0.022,0.5431,0.039,0.1805,0.078,0.2923,0.088,0.2069,0.103,0.3983,0.04
migratoryBackgroundSecondGenerationAndMore,0.0211,0.105,0.0155,0.242,0.0366,0.178,0.0255,0.3,0.0234,0.313,0.0141,0.228
migratoryBackgroundUnknown,0.0048,0.208,0.0056,0.384,0.0073,0.368,0.0053,0.639,0.0043,0.676,0.0027,0.48
labourMarketEmployedPersons,0.5937,0.014,0.4724,0.041,0.5433,0.042,0.5666,0.06,0.6046,0.056,0.7223,0.027
labourMarketUnemployedPersons,0.0669,0.057,0.0748,0.111,0.0603,0.134,0.0714,0.178,0.0582,0.193,0.0661,0.102
labourMarketPersonsWithoutProfessionalActivity,0.3395,0.02,0.4528,0.04,0.3964,0.047,0.3621,0.072,0.3372,0.073,0.2117,0.052
socioprofessionalCategoriesExecutives,0.0347,0.077,0.0129,0.26,0.0206,0.219,0.0268,0.275,0.0318,0.247,0.0635,0.099
socioprofessionalCategoriesLiberalAndSimilar,0.0211,0.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0631,0.099
socioprofessionalCategoriesOtherSelfEmployed,0.0402,0.071,0.0389,0.147,0.0562,0.134,0.0454,0.21,0.0817,0.157,0.0171,0.195
socioprofessionalCategoriesIntellectualAndManagerial,0.1483,0.036,0.0068,0.363,0.0131,0.284,0.0259,0.287,0.0446,0.211,0.4092,0.038
socioprofessionalCategoriesIntermediate,0.1367,0.038,0.0554,0.125,0.0951,0.103,0.0992,0.145,0.431,0.068,0.1449,0.068
socioprofessionalCategoriesSkilledNonManuals,0.0877,0.048,0.0084,0.321,0.2737,0.06,0.2891,0.085,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0213,0.102,0.0091,0.303,0.0679,0.126,0.05,0.213,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.079,0.052,0.3087,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0022,0.34,0.0036,0.512,0.0023,0.723,0.0059,0.642,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0224,0.099,0.0286,0.175,0.0144,0.267,0.0245,0.293,0.0145,0.371,0.0242,0.17
socioprofessionalCategoriesUnemployedOrNotWorking,0.4063,0.018,0.5276,0.037,0.4567,0.044,0.4334,0.067,0.3955,0.068,0.2777,0.046
