attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.0,0.1955,0.001,0.2632,0.001,0.1026,0.001,0.1077,0.001,0.331,0.0
sexMale,1.0,0.0,0.1663,0.001,0.2842,0.001,0.095,0.001,0.1093,0.001,0.3453,0.001
sexFemale,1.0,0.0,0.2222,0.001,0.244,0.001,0.1097,0.001,0.1062,0.001,0.318,0.001
age25_44,1.0,0.0,0.1329,0.001,0.1771,0.001,0.1061,0.002,0.0923,0.002,0.4916,0.001
age45_64,1.0,0.0,0.1896,0.001,0.2975,0.001,0.0944,0.002,0.1318,0.001,0.2866,0.001
age65+,1.0,0.001,0.3063,0.001,0.3556,0.001,0.1087,0.002,0.0988,0.002,0.1306,0.002
citizenSwiss,1.0,0.0,0.1523,0.001,0.3367,0.001,0.1081,0.001,0.1307,0.001,0.2722,0.001
citizenUE28_AELE,1.0,0.001,0.1799,0.002,0.1378,0.002,0.0923,0.002,0.0715,0.002,0.5185,0.001
citizenOtherEuropeanCountries,1.0,0.001,0.5859,0.002,0.1513,0.003,0.0802,0.004,0.0442,0.006,0.1383,0.003
citizenOtherWorldwideCountries,1.0,0.001,0.2816,0.003,0.0738,0.005,0.1118,0.004,0.071,0.005,0.4617,0.002
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.0,0.1245,0.001,0.3544,0.001,0.0978,0.001,0.1424,0.001,0.2809,0.001
migratoryBackgroundSwissWith,1.0,0.001,0.2293,0.001,0.2812,0.001,0.1378,0.002,0.1002,0.002,0.2515,0.001
migratoryBackgroundFirstGeneration,1.0,0.0,0.2766,0.001,0.1141,0.002,0.093,0.002,0.066,0.002,0.4504,0.001
migratoryBackgroundSecondGenerationAndMore,1.0,0.002,0.2153,0.005,0.4238,0.004,0.0902,0.007,0.0696,0.009,0.2011,0.005
migratoryBackgroundUnknown,1.0,0.004,0.3014,0.008,0.4819,0.006,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.0,0.1124,0.001,0.2276,0.001,0.0956,0.001,0.124,0.001,0.4404,0.001
labourMarketUnemployedPersons,1.0,0.002,0.2512,0.003,0.2753,0.003,0.1247,0.004,0.0353,0.008,0.3135,0.003
labourMarketPersonsWithoutProfessionalActivity,1.0,0.0,0.3354,0.001,0.3244,0.001,0.1125,0.001,0.0873,0.002,0.1404,0.001
socioprofessionalCategoriesExecutives,1.0,0.002,0.1004,0.006,0.0927,0.006,0.088,0.007,0.1937,0.005,0.5256,0.003
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.002
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.001,0.1408,0.004,0.3468,0.002,0.1355,0.004,0.1888,0.003,0.1881,0.003
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.001,NaN,NaN,0.011,0.007,0.0087,0.008,0.0271,0.004,0.9519,0.001
socioprofessionalCategoriesIntermediate,1.0,0.001,0.0397,0.004,0.1601,0.002,0.1032,0.002,0.3666,0.001,0.3304,0.001
socioprofessionalCategoriesSkilledNonManuals,1.0,0.001,NaN,NaN,0.7259,0.001,0.2662,0.002,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.002,NaN,NaN,0.8101,0.002,0.1537,0.005,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.002,1.0,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.002,0.288,0.003,0.1855,0.004,0.124,0.005,0.0804,0.006,0.3221,0.003
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.0,0.3266,0.001,0.3193,0.001,0.1138,0.001,0.0819,0.002,0.1585,0.001
