attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,549771.0,0.004,138676.0,0.019,149192.0,0.018,52936.0,0.033,66320.0,0.029,142646.0,0.018
sexMale,0.4833,0.012,0.4202,0.032,0.4886,0.027,0.377,0.056,0.5897,0.038,0.529,0.027
sexFemale,0.5167,0.011,0.5798,0.026,0.5114,0.026,0.623,0.042,0.4103,0.046,0.471,0.029
age25_44,0.4036,0.014,0.3063,0.039,0.3362,0.034,0.4214,0.053,0.3661,0.05,0.5795,0.026
age45_64,0.3723,0.014,0.3777,0.033,0.4056,0.03,0.3725,0.054,0.413,0.045,0.3135,0.035
age65+,0.2241,0.019,0.316,0.035,0.2583,0.037,0.2061,0.072,0.2208,0.062,0.107,0.061
citizenSwiss,0.6679,0.008,0.4844,0.028,0.8417,0.019,0.7137,0.039,0.8022,0.032,0.5852,0.025
citizenUE28_AELE,0.2459,0.019,0.3583,0.034,0.1302,0.056,0.2039,0.077,0.1605,0.076,0.3129,0.037
citizenOtherEuropeanCountries,0.0326,0.063,0.0761,0.082,0.0126,0.201,0.0316,0.208,0.0112,0.314,0.0217,0.154
citizenOtherWorldwideCountries,0.0536,0.047,0.0812,0.078,0.0156,0.172,0.0508,0.162,0.0261,0.198,0.0802,0.077
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.4998,0.011,0.3299,0.035,0.7004,0.022,0.5173,0.046,0.6163,0.037,0.3945,0.031
migratoryBackgroundSwissWith,0.1641,0.024,0.1507,0.052,0.1345,0.054,0.1935,0.076,0.1827,0.069,0.1886,0.046
migratoryBackgroundFirstGeneration,0.3168,0.017,0.503,0.029,0.1352,0.056,0.2713,0.067,0.1844,0.072,0.4042,0.032
migratoryBackgroundSecondGenerationAndMore,0.0141,0.091,0.0096,0.221,0.023,0.136,0.0134,0.313,0.0125,0.275,0.0104,0.211
migratoryBackgroundUnknown,0.0052,0.15,0.0067,0.27,0.0069,0.24,0.0046,0.533,0.0042,0.48,0.0024,0.428
labourMarketEmployedPersons,0.6294,0.009,0.4716,0.03,0.6145,0.024,0.5975,0.044,0.7045,0.035,0.7753,0.022
labourMarketUnemployedPersons,0.0481,0.049,0.0613,0.088,0.0421,0.1,0.0532,0.152,0.032,0.171,0.0471,0.098
labourMarketPersonsWithoutProfessionalActivity,0.3225,0.015,0.4671,0.029,0.3433,0.032,0.3493,0.056,0.2635,0.057,0.1775,0.048
socioprofessionalCategoriesExecutives,0.0318,0.058,0.0108,0.205,0.0181,0.148,0.0232,0.222,0.0529,0.129,0.06,0.083
socioprofessionalCategoriesLiberalAndSimilar,0.0167,0.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0644,0.081
socioprofessionalCategoriesOtherSelfEmployed,0.0502,0.046,0.0373,0.11,0.0732,0.074,0.0569,0.142,0.0898,0.099,0.0177,0.157
socioprofessionalCategoriesIntellectualAndManagerial,0.1362,0.027,0.0062,0.267,0.0163,0.157,0.0243,0.217,0.0419,0.147,0.4733,0.029
socioprofessionalCategoriesIntermediate,0.1556,0.025,0.0584,0.088,0.1104,0.06,0.1637,0.084,0.4999,0.042,0.1343,0.057
socioprofessionalCategoriesSkilledNonManuals,0.1055,0.031,0.0063,0.267,0.2897,0.036,0.2624,0.067,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.031,0.06,0.0153,0.171,0.084,0.07,0.0446,0.167,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0754,0.038,0.2989,0.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0019,0.258,0.0035,0.383,0.002,0.48,0.0027,0.675,NaN,NaN,0.0008,0.78
socioprofessionalCategoriesNotAttributable,0.0251,0.067,0.0349,0.115,0.0208,0.14,0.0195,0.247,0.0199,0.214,0.0248,0.138
socioprofessionalCategoriesUnemployedOrNotWorking,0.3706,0.014,0.5284,0.027,0.3855,0.031,0.4025,0.052,0.2955,0.054,0.2247,0.043
