attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,214875,0.008,35512,0.056,85895,0.031,20600,0.075,31824,0.058,41043,0.050
sexMale,104047,0.027,13028,0.102,41367,0.051,7946,0.129,19724,0.076,21982,0.072
sexFemale,110828,0.024,22485,0.070,44529,0.047,12653,0.096,12100,0.098,19061,0.076
age25_44,68967,0.038,7278,0.141,24238,0.071,7369,0.135,11070,0.105,19012,0.079
age45_64,84642,0.031,12459,0.100,35001,0.055,6440,0.138,14437,0.088,16305,0.083
age65+,61266,0.038,15775,0.085,26657,0.063,6790,0.130,6317,0.136,5726,0.143
citizenSwiss,166546,0.015,21548,0.072,74279,0.034,15236,0.087,27605,0.062,27878,0.062
citizenUE28_AELE,30541,0.061,6608,0.140,7771,0.128,3610,0.193,3130,0.199,9423,0.112
citizenOtherEuropeanCountries,10305,0.120,4878,0.176,2653,0.240,897,0.414,642,0.477,1235,0.360
citizenOtherWorldwideCountries,7454,0.134,2478,0.241,1164,0.352,857,0.405,448,0.540,2507,0.225
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,131931,0.020,15431,0.086,62951,0.038,11102,0.103,22218,0.070,20229,0.074
migratoryBackgroundSwissWith,33281,0.056,5911,0.143,10686,0.105,4063,0.173,5162,0.152,7460,0.126
migratoryBackgroundFirstGeneration,43186,0.051,13262,0.101,8965,0.123,4963,0.167,3487,0.191,12509,0.098
migratoryBackgroundSecondGenerationAndMore,4949,0.161,590,0.477,2613,0.218,400,0.563,732,0.426,613,0.488
migratoryBackgroundUnknown,1528,0.288,319,0.646,680,0.433,NaN,NaN,226,0.731,232,0.736
labourMarketEmployedPersons,126756,0.022,12266,0.102,49500,0.045,10379,0.109,23168,0.069,31444,0.058
labourMarketUnemployedPersons,5672,0.156,1159,0.358,1628,0.296,657,0.474,702,0.437,1527,0.292
labourMarketPersonsWithoutProfessionalActivity,82447,0.031,22088,0.072,34768,0.055,9564,0.112,7955,0.122,8073,0.123
socioprofessionalCategoriesExecutives,6851,0.131,488,0.543,1594,0.276,317,0.614,1597,0.273,2854,0.200
socioprofessionalCategoriesLiberalAndSimilar,2412,0.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2412,0.223
socioprofessionalCategoriesOtherSelfEmployed,10377,0.109,910,0.392,4935,0.157,1040,0.357,2884,0.206,609,0.508
socioprofessionalCategoriesIntellectualAndManagerial,21531,0.072,NaN,NaN,1198,0.322,308,0.647,1206,0.313,18725,0.077
socioprofessionalCategoriesIntermediate,36521,0.054,1820,0.270,8721,0.117,2679,0.213,17023,0.082,6278,0.140
socioprofessionalCategoriesSkilledNonManuals,28705,0.062,192,0.791,24023,0.068,4491,0.166,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,8864,0.122,295,0.646,7453,0.132,1116,0.366,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,7183,0.134,7183,0.134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,343,0.693,NaN,NaN,212,0.876,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,3968,0.180,1229,0.330,1365,0.302,393,0.588,417,0.560,565,0.485
socioprofessionalCategoriesUnemployedOrNotWorking,88119,0.030,23247,0.071,36396,0.054,10221,0.109,8656,0.117,9600,0.113
