attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,146783.0,0.01,26817.0,0.068,38008.0,0.052,16131.0,0.09,15642.0,0.087,50184.0,0.043
sexMale,0.4794,0.034,0.3972,0.114,0.4926,0.08,0.4253,0.145,0.4902,0.128,0.5275,0.067
sexFemale,0.5206,0.031,0.6027,0.09,0.5074,0.078,0.5747,0.118,0.5098,0.124,0.4725,0.069
age25_44,0.4112,0.04,0.2683,0.148,0.2899,0.113,0.4174,0.152,0.3436,0.16,0.5984,0.063
age45_64,0.345,0.042,0.3706,0.117,0.3463,0.095,0.3317,0.154,0.4599,0.129,0.2987,0.086
age65+,0.2439,0.052,0.3611,0.114,0.3638,0.091,0.2509,0.177,0.1966,0.198,0.1029,0.15
citizenSwiss,0.6326,0.024,0.4729,0.099,0.7991,0.058,0.6434,0.11,0.7922,0.097,0.5388,0.063
citizenUE28_AELE,0.2401,0.057,0.2265,0.152,0.1302,0.167,0.2237,0.201,0.1589,0.234,0.3613,0.084
citizenOtherEuropeanCountries,0.0686,0.129,0.1996,0.178,0.0487,0.306,0.0799,0.382,0.0231,0.699,0.0241,0.388
citizenOtherWorldwideCountries,0.0587,0.13,0.101,0.233,0.022,0.453,0.0531,0.433,0.0258,0.629,0.0758,0.194
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.4475,0.034,0.2676,0.134,0.5996,0.069,0.4401,0.135,0.5887,0.113,0.3868,0.077
migratoryBackgroundSwissWith,0.1792,0.064,0.1986,0.156,0.1881,0.133,0.1963,0.202,0.2035,0.201,0.149,0.128
migratoryBackgroundFirstGeneration,0.3514,0.045,0.5051,0.103,0.1751,0.149,0.3322,0.169,0.1977,0.214,0.4568,0.074
migratoryBackgroundSecondGenerationAndMore,0.0154,0.263,0.022,0.513,0.0247,0.402,0.0217,0.759,NaN,NaN,0.0044,0.739
migratoryBackgroundUnknown,0.0066,0.376,0.0067,0.865,0.0126,0.519,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6041,0.027,0.3503,0.121,0.5114,0.079,0.5754,0.122,0.6896,0.106,0.7926,0.051
labourMarketUnemployedPersons,0.0383,0.164,0.0585,0.325,0.0265,0.389,0.0273,0.595,0.0359,0.528,0.0407,0.269
labourMarketPersonsWithoutProfessionalActivity,0.3575,0.042,0.5912,0.091,0.462,0.081,0.3974,0.143,0.2746,0.172,0.1666,0.125
socioprofessionalCategoriesExecutives,0.0269,0.178,0.0087,0.802,0.0187,0.44,0.0149,0.806,0.0375,0.457,0.0436,0.234
socioprofessionalCategoriesLiberalAndSimilar,0.0193,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0565,0.21
socioprofessionalCategoriesOtherSelfEmployed,0.0394,0.149,0.0195,0.5,0.0535,0.252,0.045,0.424,0.1022,0.289,0.018,0.391
socioprofessionalCategoriesIntellectualAndManagerial,0.1853,0.064,NaN,NaN,0.0072,0.651,0.0108,0.876,0.0447,0.413,0.5167,0.066
socioprofessionalCategoriesIntermediate,0.1431,0.076,0.0456,0.345,0.0765,0.213,0.1569,0.24,0.4931,0.127,0.1322,0.146
socioprofessionalCategoriesSkilledNonManuals,0.0947,0.096,NaN,NaN,0.2496,0.117,0.2656,0.181,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0298,0.181,0.009,0.732,0.0884,0.205,0.0479,0.458,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0404,0.155,0.2214,0.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0015,0.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0236,0.205,0.0368,0.396,0.0143,0.504,0.0312,0.543,0.0121,0.792,0.0248,0.346
socioprofessionalCategoriesUnemployedOrNotWorking,0.3959,0.039,0.6497,0.087,0.4886,0.079,0.4247,0.139,0.3104,0.163,0.2074,0.113
