attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,52025,0.020,15755,0.078,18635,0.068,4892,0.154,6261,0.132,6482,0.133
sexMale,25353,0.055,6046,0.144,10403,0.100,1491,0.291,4108,0.165,3304,0.192
sexFemale,26672,0.051,9709,0.103,8231,0.114,3401,0.186,2153,0.236,3178,0.195
age25_44,17247,0.075,3214,0.211,5900,0.140,1824,0.264,2407,0.220,3901,0.176
age45_64,20366,0.066,5437,0.150,8230,0.116,1870,0.257,2976,0.199,1852,0.260
age65+,14412,0.077,7104,0.119,4504,0.153,1198,0.307,878,0.356,728,0.403
citizenSwiss,44263,0.026,11650,0.090,16952,0.071,4316,0.162,5958,0.135,5387,0.144
citizenUE28_AELE,5407,0.162,2485,0.244,1486,0.321,360,0.648,261,0.730,815,0.435
citizenOtherEuropeanCountries,887,0.454,676,0.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,1468,0.326,944,0.413,NaN,NaN,NaN,NaN,NaN,NaN,226,0.788
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,38822,0.033,9803,0.100,15269,0.077,3447,0.182,5462,0.141,4842,0.153
migratoryBackgroundSwissWith,5270,0.144,1813,0.252,1547,0.276,869,0.371,495,0.497,546,0.467
migratoryBackgroundFirstGeneration,6993,0.144,3914,0.197,1325,0.347,523,0.538,266,0.731,965,0.396
migratoryBackgroundSecondGenerationAndMore,769,0.447,191,0.892,358,0.644,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,171,0.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,29439,0.049,5531,0.152,11707,0.094,2661,0.215,4605,0.157,4936,0.155
labourMarketUnemployedPersons,1771,0.273,598,0.504,535,0.482,NaN,NaN,343,0.610,170,0.863
labourMarketPersonsWithoutProfessionalActivity,20815,0.061,9627,0.103,6393,0.129,2106,0.237,1314,0.295,1376,0.301
socioprofessionalCategoriesExecutives,1570,0.280,NaN,NaN,261,0.682,NaN,NaN,493,0.497,589,0.472
socioprofessionalCategoriesLiberalAndSimilar,259,0.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259,0.683
socioprofessionalCategoriesOtherSelfEmployed,3058,0.199,607,0.469,1893,0.255,232,0.729,292,0.643,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,3610,0.182,NaN,NaN,219,0.793,NaN,NaN,160,0.864,3162,0.195
socioprofessionalCategoriesIntermediate,7252,0.124,403,0.588,1986,0.249,486,0.520,3560,0.180,817,0.403
socioprofessionalCategoriesSkilledNonManuals,5612,0.144,NaN,NaN,4233,0.167,1299,0.312,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3041,0.201,NaN,NaN,2704,0.214,302,0.643,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,3471,0.194,3471,0.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,256,0.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1310,0.317,659,0.459,373,0.581,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,22586,0.058,10224,0.100,6928,0.123,2232,0.230,1656,0.265,1546,0.283
