attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.015,0.1763,0.1,0.4229,0.055,0.1023,0.136,0.1536,0.106,0.145,0.109
sexMale,1.0,0.05,0.1353,0.178,0.4183,0.093,0.0904,0.22,0.2016,0.138,0.1544,0.158
sexFemale,1.0,0.046,0.2156,0.129,0.4273,0.085,0.1137,0.18,0.1075,0.183,0.1359,0.162
age25_44,1.0,0.068,0.0969,0.259,0.4154,0.117,0.1113,0.242,0.1793,0.182,0.197,0.171
age45_64,1.0,0.057,0.1659,0.175,0.4203,0.101,0.0977,0.223,0.1624,0.167,0.1538,0.172
age65+,1.0,0.075,0.2914,0.154,0.436,0.123,0.0975,0.27,0.1086,0.257,0.0666,0.329
citizenSwiss,1.0,0.03,0.127,0.139,0.4699,0.063,0.0988,0.161,0.1753,0.116,0.129,0.138
citizenUE28_AELE,1.0,0.107,0.195,0.258,0.3192,0.203,0.1358,0.319,0.1201,0.325,0.2299,0.23
citizenOtherEuropeanCountries,1.0,0.19,0.5249,0.267,0.2832,0.365,0.0856,0.645,NaN,NaN,0.0619,0.741
citizenOtherWorldwideCountries,1.0,0.233,0.5035,0.337,0.1512,0.622,NaN,NaN,NaN,NaN,0.2422,0.457
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.042,0.1139,0.172,0.485,0.075,0.0914,0.195,0.1813,0.134,0.1284,0.161
migratoryBackgroundSwissWith,1.0,0.097,0.162,0.257,0.4205,0.158,0.1241,0.3,0.16,0.258,0.1333,0.286
migratoryBackgroundFirstGeneration,1.0,0.086,0.3343,0.163,0.2616,0.183,0.1132,0.281,0.0861,0.319,0.2047,0.198
migratoryBackgroundSecondGenerationAndMore,1.0,0.327,0.1715,0.79,0.5455,0.444,NaN,NaN,0.1316,0.865,NaN,NaN
migratoryBackgroundUnknown,1.0,0.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.04,0.0976,0.185,0.4236,0.079,0.1028,0.178,0.1932,0.124,0.1828,0.126
labourMarketUnemployedPersons,1.0,0.295,0.1598,0.73,0.482,0.435,NaN,NaN,0.1557,0.733,0.1263,0.788
labourMarketPersonsWithoutProfessionalActivity,1.0,0.061,0.3061,0.128,0.4178,0.106,0.1032,0.229,0.0887,0.242,0.0842,0.254
socioprofessionalCategoriesExecutives,1.0,0.267,NaN,NaN,0.2146,0.587,NaN,NaN,0.1525,0.683,0.4846,0.378
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.411
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.208,0.0833,0.737,0.5591,0.28,0.1313,0.588,0.1861,0.484,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.154,NaN,NaN,0.0536,0.682,0.0398,0.788,0.0983,0.498,0.8082,0.173
socioprofessionalCategoriesIntermediate,1.0,0.097,0.0433,0.519,0.2482,0.208,0.0986,0.337,0.5106,0.141,0.0994,0.33
socioprofessionalCategoriesSkilledNonManuals,1.0,0.113,NaN,NaN,0.8077,0.127,0.1832,0.283,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.183,NaN,NaN,0.8727,0.197,0.1107,0.56,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.236,1.0,0.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.297,0.266,0.615,0.3666,0.482,NaN,NaN,0.1398,0.788,0.1833,0.684
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.058,0.297,0.126,0.4218,0.102,0.1015,0.224,0.0929,0.229,0.0868,0.241
