attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,60079.0,0.017,0.1881,0.101,0.4135,0.058,0.0929,0.15,0.1504,0.111,0.1552,0.111
sexMale,29386.0,0.05,0.1303,0.187,0.403,0.095,0.0698,0.255,0.2114,0.136,0.1856,0.149
sexFemale,30693.0,0.05,0.2434,0.127,0.4235,0.091,0.1149,0.19,0.0921,0.214,0.1261,0.182
age25_44,20757.0,0.071,0.1527,0.217,0.3485,0.135,0.1096,0.252,0.1592,0.2,0.23,0.166
age45_64,23271.0,0.059,0.1489,0.191,0.4338,0.103,0.0958,0.235,0.1751,0.168,0.1464,0.187
age65+,16051.0,0.077,0.2907,0.16,0.468,0.122,0.0668,0.339,0.1032,0.273,0.0711,0.329
citizenSwiss,44570.0,0.031,0.1438,0.135,0.4506,0.067,0.0911,0.174,0.1717,0.121,0.1428,0.136
citizenUE28_AELE,10414.0,0.107,0.2159,0.243,0.3299,0.197,0.0975,0.376,0.1057,0.353,0.2511,0.226
citizenOtherEuropeanCountries,3415.0,0.219,0.5139,0.309,0.287,0.424,0.1157,0.648,0.0589,0.865,NaN,NaN
citizenOtherWorldwideCountries,1680.0,0.286,0.531,0.394,0.2018,0.646,NaN,NaN,NaN,NaN,0.1554,0.73
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,34698.0,0.042,0.1253,0.166,0.4576,0.078,0.0872,0.203,0.1813,0.135,0.1487,0.153
migratoryBackgroundSwissWith,9577.0,0.107,0.2083,0.251,0.4227,0.173,0.1084,0.351,0.1349,0.311,0.1257,0.32
migratoryBackgroundFirstGeneration,14178.0,0.092,0.3317,0.173,0.2715,0.19,0.1014,0.32,0.0867,0.336,0.2087,0.212
migratoryBackgroundSecondGenerationAndMore,1331.0,0.331,0.1435,0.867,0.6807,0.405,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,295.0,0.644,NaN,NaN,0.5424,0.864,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,36496.0,0.042,0.1171,0.177,0.4008,0.085,0.0924,0.197,0.1852,0.132,0.2046,0.126
labourMarketUnemployedPersons,1688.0,0.288,0.2405,0.614,0.3365,0.502,0.1386,0.789,0.1967,0.618,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,21895.0,0.063,0.3024,0.135,0.4405,0.107,0.0902,0.256,0.0888,0.253,0.0781,0.274
socioprofessionalCategoriesExecutives,1675.0,0.278,0.191,0.689,0.2245,0.584,NaN,NaN,0.1493,0.682,0.3964,0.444
socioprofessionalCategoriesLiberalAndSimilar,429.0,0.536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.536
socioprofessionalCategoriesOtherSelfEmployed,3147.0,0.195,NaN,NaN,0.5199,0.273,0.0636,0.789,0.3406,0.34,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,5074.0,0.156,NaN,NaN,NaN,NaN,NaN,NaN,0.0721,0.585,0.8969,0.166
socioprofessionalCategoriesIntermediate,9482.0,0.11,0.0571,0.519,0.2301,0.241,0.0788,0.421,0.5052,0.16,0.1289,0.33
socioprofessionalCategoriesSkilledNonManuals,7860.0,0.123,NaN,NaN,0.7964,0.14,0.1908,0.295,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3725.0,0.187,0.0566,0.79,0.8583,0.203,0.0851,0.686,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,2347.0,0.24,1.0,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2600.0,0.225,0.2092,0.499,0.3227,0.394,0.1669,0.592,0.1081,0.684,0.1931,0.517
socioprofessionalCategoriesUnemployedOrNotWorking,23583.0,0.06,0.298,0.131,0.4331,0.103,0.0936,0.243,0.0966,0.233,0.0787,0.263
