attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1104284,0.004,0.1573,0.026,0.3245,0.015,0.0942,0.034,0.1507,0.025,0.2733,0.018
sexMale,544173,0.012,0.1275,0.043,0.3146,0.025,0.0774,0.055,0.183,0.034,0.2976,0.026
sexFemale,560111,0.011,0.1863,0.034,0.3342,0.023,0.1105,0.044,0.1193,0.041,0.2497,0.028
age25_44,461105,0.014,0.1169,0.051,0.2457,0.033,0.0967,0.054,0.1434,0.043,0.3973,0.024
age45_64,402110,0.014,0.1587,0.044,0.3483,0.028,0.09,0.058,0.1718,0.041,0.2311,0.035
age65+,241069,0.02,0.2323,0.045,0.4357,0.032,0.0964,0.07,0.1291,0.06,0.1065,0.066
citizenSwiss,801895,0.007,0.1109,0.035,0.3829,0.017,0.092,0.039,0.1765,0.027,0.2376,0.023
citizenUE28_AELE,207673,0.023,0.2013,0.056,0.1828,0.058,0.1016,0.08,0.0971,0.081,0.4172,0.038
citizenOtherEuropeanCountries,49150,0.056,0.5191,0.078,0.1924,0.129,0.0979,0.182,0.0501,0.259,0.1404,0.153
citizenOtherWorldwideCountries,45251,0.056,0.383,0.092,0.0847,0.195,0.0943,0.183,0.0474,0.26,0.3906,0.09
citizenUnknown,315,0.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,604467,0.01,0.0842,0.047,0.4061,0.02,0.0857,0.047,0.1885,0.031,0.2356,0.028
migratoryBackgroundSwissWith,193326,0.023,0.1927,0.056,0.3097,0.044,0.1114,0.074,0.1389,0.066,0.2473,0.049
migratoryBackgroundFirstGeneration,284352,0.02,0.2871,0.041,0.1507,0.056,0.101,0.07,0.0769,0.079,0.3843,0.034
migratoryBackgroundSecondGenerationAndMore,17378,0.088,0.152,0.229,0.4832,0.127,0.083,0.308,0.1682,0.217,0.1135,0.262
migratoryBackgroundUnknown,4761,0.161,0.2789,0.307,0.3844,0.256,0.0962,0.52,0.1666,0.395,0.0739,0.613
labourMarketEmployedPersons,749402,0.008,0.1111,0.039,0.2936,0.022,0.0892,0.043,0.1701,0.03,0.336,0.02
labourMarketUnemployedPersons,28778,0.068,0.2116,0.153,0.2802,0.128,0.1033,0.214,0.1094,0.203,0.2954,0.125
labourMarketPersonsWithoutProfessionalActivity,326104,0.016,0.2589,0.037,0.3995,0.028,0.1048,0.059,0.1096,0.056,0.1272,0.054
socioprofessionalCategoriesENaNecutives,36771,0.058,0.0817,0.213,0.138,0.156,0.0682,0.229,0.2096,0.126,0.5025,0.082
socioprofessionalCategoriesLiberalAndSimilar,19974,0.078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.078
socioprofessionalCategoriesOtherSelfEmployed,57856,0.045,0.098,0.151,0.4011,0.072,0.1175,0.135,0.2904,0.085,0.0931,0.154
socioprofessionalCategoriesIntellectualAndManagerial,172150,0.025,0.0048,0.406,0.0285,0.16,0.0132,0.239,0.0476,0.123,0.9059,0.027
socioprofessionalCategoriesIntermediate,202076,0.023,0.0412,0.127,0.2107,0.054,0.0812,0.088,0.4523,0.036,0.2145,0.054
socioprofessionalCategoriesSkilledNonManuals,133226,0.029,0.0063,0.387,0.7746,0.033,0.2191,0.066,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,38490,0.058,0.0567,0.244,0.7946,0.065,0.1487,0.155,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,49737,0.051,1.0,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1298,0.333,0.6271,0.424,0.1687,0.791,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,37823,0.058,0.3126,0.106,0.2717,0.11,0.1011,0.185,0.0891,0.195,0.2256,0.125
socioprofessionalCategoriesUnemployedOrNotWorking,354882,0.016,0.2551,0.036,0.3898,0.027,0.1046,0.057,0.1096,0.054,0.1409,0.049
