attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,265259.0,0.005,64344.0,0.027,67463.0,0.026,47392.0,0.032,35551.0,0.038,50509.0,0.032
sexMale,0.4822,0.017,0.3956,0.047,0.5151,0.039,0.4068,0.055,0.5821,0.052,0.5489,0.045
sexFemale,0.5178,0.015,0.6044,0.036,0.4849,0.039,0.5932,0.043,0.4179,0.06,0.4511,0.049
age25_44,0.3175,0.023,0.1708,0.075,0.2596,0.057,0.3252,0.062,0.3796,0.066,0.5307,0.046
age45_64,0.3981,0.019,0.3575,0.049,0.4412,0.042,0.4319,0.052,0.4201,0.061,0.3453,0.057
age65+,0.2844,0.023,0.4718,0.041,0.2993,0.051,0.2429,0.068,0.2003,0.088,0.124,0.095
citizenSwiss,0.7098,0.011,0.5336,0.038,0.8455,0.029,0.7168,0.039,0.8249,0.042,0.6655,0.039
citizenUE28_AELE,0.2453,0.027,0.3715,0.048,0.1363,0.08,0.2496,0.071,0.1546,0.105,0.2896,0.064
citizenOtherEuropeanCountries,0.0245,0.101,0.0555,0.135,0.0113,0.303,0.0165,0.296,0.0096,0.453,0.0205,0.256
citizenOtherWorldwideCountries,0.0203,0.111,0.0387,0.165,0.0069,0.375,0.017,0.284,0.0108,0.429,0.0244,0.232
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.4797,0.016,0.2995,0.052,0.6219,0.034,0.4969,0.047,0.5779,0.051,0.4341,0.05
migratoryBackgroundSwissWith,0.2264,0.028,0.2281,0.061,0.2191,0.061,0.2179,0.073,0.2447,0.08,0.2291,0.07
migratoryBackgroundFirstGeneration,0.2677,0.026,0.4454,0.044,0.1252,0.084,0.2612,0.07,0.1473,0.108,0.3226,0.061
migratoryBackgroundSecondGenerationAndMore,0.0219,0.103,0.0196,0.22,0.0288,0.179,0.0216,0.248,0.0278,0.254,0.0119,0.327
migratoryBackgroundUnknown,0.0042,0.229,0.0074,0.355,0.005,0.415,0.0024,0.72,0.0023,0.85,0.0023,0.72
labourMarketEmployedPersons,0.5536,0.015,0.317,0.053,0.5436,0.038,0.5579,0.046,0.6963,0.047,0.7641,0.037
labourMarketUnemployedPersons,0.037,0.079,0.0472,0.146,0.0318,0.169,0.0371,0.19,0.0306,0.238,0.0352,0.187
labourMarketPersonsWithoutProfessionalActivity,0.4094,0.018,0.6359,0.035,0.4246,0.042,0.405,0.053,0.2731,0.075,0.2007,0.076
socioprofessionalCategoriesExecutives,0.0311,0.084,0.0113,0.286,0.0235,0.193,0.0253,0.222,0.0452,0.192,0.0623,0.137
socioprofessionalCategoriesLiberalAndSimilar,0.0186,0.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0974,0.109
socioprofessionalCategoriesOtherSelfEmployed,0.058,0.061,0.0338,0.167,0.0756,0.107,0.068,0.136,0.1036,0.126,0.0236,0.226
socioprofessionalCategoriesIntellectualAndManagerial,0.089,0.049,0.0046,0.464,0.0139,0.249,0.0232,0.236,0.0325,0.225,0.3985,0.053
socioprofessionalCategoriesIntermediate,0.1394,0.038,0.0293,0.181,0.0744,0.107,0.1169,0.103,0.4816,0.057,0.1471,0.09
socioprofessionalCategoriesSkilledNonManuals,0.1105,0.043,0.0037,0.509,0.257,0.057,0.2478,0.07,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0264,0.093,0.0105,0.301,0.071,0.113,0.0325,0.199,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0442,0.071,0.1822,0.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0019,0.36,0.002,0.719,NaN,NaN,0.0035,0.634,NaN,NaN,0.0026,0.721
socioprofessionalCategoriesNotAttributable,0.0345,0.08,0.0397,0.153,0.0275,0.178,0.0408,0.176,0.0325,0.227,0.0326,0.192
socioprofessionalCategoriesUnemployedOrNotWorking,0.4464,0.017,0.683,0.033,0.4564,0.041,0.4421,0.051,0.3037,0.072,0.2359,0.07
