attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,195401,0.007,37154,0.038,84300,0.021,17302,0.058,32202,0.041,24442,0.048
sexMale,97858,0.020,13812,0.068,41339,0.036,6893,0.098,21774,0.051,14040,0.066
sexFemale,97543,0.019,23342,0.049,42961,0.033,10409,0.075,10428,0.074,10402,0.076
age25_44,71830,0.026,9631,0.086,29412,0.044,7547,0.093,12792,0.069,12448,0.071
age45_64,80048,0.022,13269,0.067,36551,0.037,6189,0.098,14439,0.063,9600,0.079
age65+,43523,0.033,14254,0.062,18337,0.054,3566,0.126,4972,0.107,2394,0.155
citizenSwiss,146513,0.012,22129,0.049,70474,0.024,11612,0.070,27218,0.044,15080,0.062
citizenUE28_AELE,35791,0.040,7777,0.091,10716,0.077,4565,0.123,4365,0.122,8367,0.089
citizenOtherEuropeanCountries,10287,0.086,5650,0.117,2735,0.173,886,0.298,528,0.391,488,0.389
citizenOtherWorldwideCountries,2811,0.160,1598,0.216,376,0.440,239,0.532,91,0.855,507,0.367
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,122994,0.015,16865,0.057,61036,0.027,8923,0.080,23968,0.048,12203,0.069
migratoryBackgroundSwissWith,22750,0.048,5147,0.106,8939,0.080,2588,0.151,3198,0.136,2877,0.144
migratoryBackgroundFirstGeneration,44494,0.036,14275,0.069,11484,0.076,5367,0.114,4197,0.125,9172,0.085
migratoryBackgroundSecondGenerationAndMore,4323,0.128,750,0.312,2291,0.176,323,0.465,768,0.308,191,0.605
migratoryBackgroundUnknown,840,0.266,117,0.721,552,0.326,101,0.779,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,128413,0.015,15470,0.064,56152,0.029,11145,0.075,26092,0.046,19555,0.055
labourMarketUnemployedPersons,4951,0.116,1286,0.235,1980,0.183,369,0.429,454,0.375,862,0.284
labourMarketPersonsWithoutProfessionalActivity,62037,0.026,20399,0.052,26169,0.044,5788,0.101,5656,0.101,4026,0.123
socioprofessionalCategoriesExecutives,5314,0.108,342,0.440,1423,0.212,295,0.480,1695,0.190,1559,0.199
socioprofessionalCategoriesLiberalAndSimilar,1791,0.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1791,0.189
socioprofessionalCategoriesOtherSelfEmployed,12769,0.068,1277,0.224,6782,0.094,1165,0.229,3198,0.138,347,0.427
socioprofessionalCategoriesIntellectualAndManagerial,15236,0.063,NaN,NaN,1042,0.244,198,0.577,1681,0.191,12240,0.070
socioprofessionalCategoriesIntermediate,37632,0.038,1911,0.189,10468,0.077,3427,0.135,18772,0.055,3054,0.147
socioprofessionalCategoriesSkilledNonManuals,26515,0.045,160,0.642,22682,0.050,3673,0.131,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,12559,0.071,242,0.509,10774,0.076,1543,0.217,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,9085,0.085,9085,0.085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,498,0.377,244,0.557,162,0.636,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,7014,0.094,2134,0.175,2820,0.148,806,0.289,708,0.294,546,0.342
socioprofessionalCategoriesUnemployedOrNotWorking,66988,0.025,21684,0.051,28149,0.043,6157,0.098,6110,0.097,4888,0.112
