attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,201089,0.009,37240,0.055,88551,0.030,19058,0.079,31315,0.059,24925,0.067
sexMale,100661,0.027,13337,0.098,43290,0.050,7401,0.133,21610,0.073,15022,0.090
sexFemale,100428,0.026,23903,0.070,45261,0.047,11657,0.102,9704,0.110,9903,0.109
age25_44,73735,0.035,8321,0.127,30697,0.061,7894,0.128,13167,0.096,13656,0.095
age45_64,81087,0.031,14244,0.093,37349,0.053,7137,0.130,13421,0.093,8936,0.115
age65+,46267,0.047,14675,0.091,20505,0.075,4027,0.177,4727,0.160,2333,0.226
citizenSwiss,150067,0.017,22026,0.073,73618,0.034,12915,0.096,26188,0.065,15320,0.087
citizenUE28_AELE,37230,0.055,8101,0.126,11327,0.106,4810,0.167,4628,0.169,8363,0.122
citizenOtherEuropeanCountries,10777,0.113,5538,0.158,3150,0.214,960,0.388,309,0.691,820,0.413
citizenOtherWorldwideCountries,2975,0.206,1534,0.287,455,0.518,373,0.584,190,0.794,423,0.572
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,124142,0.021,16440,0.085,62094,0.039,10565,0.107,22439,0.071,12603,0.096
migratoryBackgroundSwissWith,24565,0.068,5244,0.155,10679,0.106,2350,0.230,3654,0.183,2638,0.214
migratoryBackgroundFirstGeneration,46385,0.048,14400,0.094,12453,0.102,5896,0.151,4233,0.176,9402,0.115
migratoryBackgroundSecondGenerationAndMore,4558,0.172,814,0.426,2401,0.236,248,0.736,893,0.388,203,0.795
migratoryBackgroundUnknown,1439,0.298,342,0.611,924,0.373,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,130236,0.021,14947,0.091,57903,0.041,11867,0.102,25177,0.067,20341,0.075
labourMarketUnemployedPersons,4337,0.176,691,0.445,1549,0.293,403,0.584,900,0.389,794,0.425
labourMarketPersonsWithoutProfessionalActivity,66516,0.037,21601,0.074,29099,0.062,6788,0.136,5237,0.153,3789,0.182
socioprofessionalCategoriesExecutives,5893,0.145,654,0.458,1404,0.294,314,0.688,2022,0.247,1500,0.288
socioprofessionalCategoriesLiberalAndSimilar,2131,0.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2131,0.239
socioprofessionalCategoriesOtherSelfEmployed,12809,0.097,1246,0.328,6958,0.134,1283,0.318,2796,0.210,526,0.483
socioprofessionalCategoriesIntellectualAndManagerial,15115,0.088,166,0.865,865,0.380,190,0.789,947,0.367,12948,0.095
socioprofessionalCategoriesIntermediate,37974,0.053,1638,0.283,10470,0.108,3835,0.177,19068,0.078,2962,0.211
socioprofessionalCategoriesSkilledNonManuals,28706,0.062,161,0.864,24552,0.068,3993,0.178,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,13937,0.096,344,0.612,11764,0.105,1830,0.276,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,8999,0.119,8999,0.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,315,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,4357,0.171,1704,0.277,1739,0.274,346,0.612,294,0.646,275,0.684
socioprofessionalCategoriesUnemployedOrNotWorking,70853,0.036,22292,0.073,30648,0.060,7191,0.133,6137,0.142,4584,0.167
