attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,32437.0,0.02,5579.0,0.136,12963.0,0.077,2548.0,0.211,6120.0,0.128,5227.0,0.1434
sexMale,0.508,0.067,0.3669,0.248,0.5052,0.127,0.3595,0.376,0.6413,0.168,0.5816,0.1997
sexFemale,0.492,0.062,0.6331,0.17,0.4949,0.119,0.6401,0.26,0.3587,0.219,0.4184,0.2227
age25_44,0.3279,0.094,0.1201,0.455,0.3381,0.161,0.3564,0.378,0.3515,0.235,0.4829,0.2195
age45_64,0.4081,0.073,0.3449,0.239,0.4183,0.133,0.3462,0.355,0.4783,0.188,0.3985,0.2303
age65+,0.264,0.105,0.535,0.192,0.2436,0.188,0.2975,0.391,0.1703,0.343,0.1188,0.4524
citizenSwiss,0.8522,0.031,0.781,0.153,0.9171,0.082,0.8379,0.228,0.9162,0.134,0.6994,0.1715
citizenUE28_AELE,0.1218,0.175,0.1653,0.379,0.0665,0.385,0.1311,0.647,0.0838,0.498,0.2527,0.3172
citizenOtherEuropeanCountries,0.0097,0.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0162,0.516,0.0341,0.864,NaN,NaN,NaN,NaN,NaN,NaN,0.0352,0.8658
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7461,0.04,0.6826,0.166,0.8256,0.089,0.6986,0.25,0.8459,0.141,0.5231,0.2025
migratoryBackgroundSwissWith,0.1003,0.18,0.0984,0.453,0.0795,0.332,0.1264,0.61,0.0703,0.514,0.1764,0.3487
migratoryBackgroundFirstGeneration,0.1387,0.163,0.2045,0.34,0.0696,0.378,0.1464,0.617,0.0838,0.498,0.3006,0.2895
migratoryBackgroundSecondGenerationAndMore,0.009,0.684,NaN,NaN,0.0133,0.866,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.0058,0.788,NaN,NaN,0.012,0.864,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6758,0.047,0.3592,0.24,0.7046,0.099,0.5958,0.278,0.8163,0.143,0.8167,0.1603
labourMarketUnemployedPersons,0.0155,0.501,0.031,0.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,0.3087,0.094,0.6098,0.179,0.2847,0.172,0.3917,0.344,0.1727,0.338,0.1655,0.384
socioprofessionalCategoriesExecutives,0.0412,0.294,NaN,NaN,0.0192,0.683,NaN,NaN,0.094,0.453,0.0685,0.586
socioprofessionalCategoriesLiberalAndSimilar,0.0196,0.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1217,0.4307
socioprofessionalCategoriesOtherSelfEmployed,0.0756,0.215,NaN,NaN,0.089,0.318,0.0852,0.729,0.1286,0.393,0.0316,0.8654
socioprofessionalCategoriesIntellectualAndManagerial,0.0866,0.201,NaN,NaN,0.0164,0.728,NaN,NaN,0.0361,0.729,0.4548,0.2209
socioprofessionalCategoriesIntermediate,0.2131,0.119,0.0649,0.583,0.1511,0.242,0.2265,0.458,0.5469,0.179,0.1278,0.4331
socioprofessionalCategoriesSkilledNonManuals,0.1265,0.158,NaN,NaN,0.2715,0.172,0.2049,0.482,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0571,0.256,NaN,NaN,0.1298,0.269,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0309,0.345,0.1798,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0252,0.384,0.0532,0.646,0.0276,0.582,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.3242,0.091,0.6408,0.174,0.2954,0.169,0.4038,0.339,0.1835,0.327,0.1833,0.3624
