attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.0,0.1525,0.0,0.3311,0.0,0.0967,0.0,0.1481,0.0,0.2717,0.0
sexMale,1.0,0.0,0.1224,0.0,0.3209,0.0,0.0813,0.001,0.178,0.0,0.2974,0.0
sexFemale,1.0,0.0,0.1818,0.0,0.3409,0.0,0.1116,0.0,0.119,0.0,0.2467,0.0
age25_44,1.0,0.0,0.1123,0.001,0.2542,0.0,0.0988,0.001,0.1328,0.0,0.402,0.0
age45_64,1.0,0.0,0.1545,0.0,0.3524,0.0,0.0921,0.001,0.1798,0.0,0.2212,0.0
age65+,1.0,0.0,0.2259,0.0,0.4426,0.0,0.1002,0.001,0.1247,0.001,0.1066,0.001
citizenSwiss,1.0,0.0,0.1086,0.0,0.3856,0.0,0.0955,0.0,0.1763,0.0,0.2341,0.0
citizenUE28_AELE,1.0,0.0,0.1975,0.001,0.1914,0.001,0.0979,0.001,0.0873,0.001,0.426,0.0
citizenOtherEuropeanCountries,1.0,0.001,0.4917,0.001,0.2202,0.001,0.1108,0.002,0.0388,0.003,0.1385,0.001
citizenOtherWorldwideCountries,1.0,0.001,0.3511,0.001,0.135,0.002,0.097,0.002,0.0499,0.003,0.367,0.001
citizenUnknown,1.0,0.007,0.7795,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.0,0.0809,0.0,0.4105,0.0,0.0873,0.0,0.1873,0.0,0.2339,0.0
migratoryBackgroundSwissWith,1.0,0.0,0.1895,0.001,0.307,0.0,0.1212,0.001,0.1446,0.001,0.2376,0.0
migratoryBackgroundFirstGeneration,1.0,0.0,0.2756,0.0,0.1679,0.001,0.1006,0.001,0.068,0.001,0.3878,0.0
migratoryBackgroundSecondGenerationAndMore,1.0,0.001,0.1247,0.003,0.514,0.001,0.0823,0.003,0.1727,0.002,0.1064,0.003
migratoryBackgroundUnknown,1.0,0.001,0.2483,0.003,0.4535,0.002,0.0659,0.006,0.1127,0.004,0.1195,0.004
labourMarketEmployedPersons,1.0,0.0,0.1021,0.0,0.3001,0.0,0.0896,0.0,0.1683,0.0,0.3399,0.0
labourMarketUnemployedPersons,1.0,0.001,0.2115,0.001,0.2562,0.001,0.1136,0.002,0.1015,0.002,0.3172,0.001
labourMarketPersonsWithoutProfessionalActivity,1.0,0.0,0.2543,0.0,0.4041,0.0,0.1101,0.001,0.1094,0.001,0.122,0.001
socioprofessionalCategoriesENaNecutives,1.0,0.001,0.0591,0.002,0.1365,0.002,0.0501,0.003,0.2353,0.001,0.519,0.001
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.001
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.0,0.1034,0.002,0.409,0.001,0.1251,0.001,0.2702,0.001,0.0923,0.002
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.0,0.0055,0.004,0.027,0.002,0.0151,0.002,0.0447,0.001,0.9077,0.0
socioprofessionalCategoriesIntermediate,1.0,0.0,0.0478,0.001,0.2049,0.001,0.0822,0.001,0.4415,0.0,0.2237,0.001
socioprofessionalCategoriesSkilledNonManuals,1.0,0.0,0.0059,0.004,0.7885,0.0,0.2056,0.001,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.001,0.0507,0.003,0.7859,0.001,0.1634,0.002,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.001,1.0,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.004,NaN,NaN,0.5038,0.006,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.001,0.2606,0.002,0.2917,0.001,0.1237,0.002,0.0936,0.002,0.2304,0.002
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.0,0.2507,0.0,0.3914,0.0,0.1104,0.001,0.1087,0.001,0.1388,0.0
