attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,118200.0,0.012,23574.0,0.068,45279.0,0.043,10297.0,0.108,19573.0,0.072,19477.0,0.074
sexMale,0.5144,0.034,0.383,0.121,0.5168,0.067,0.3824,0.185,0.6573,0.092,0.5938,0.1
sexFemale,0.4856,0.035,0.617,0.088,0.4832,0.068,0.6176,0.136,0.3427,0.13,0.4062,0.12
age25_44,0.3543,0.046,0.1745,0.184,0.3635,0.082,0.4223,0.173,0.4022,0.119,0.4662,0.112
age45_64,0.4154,0.04,0.4093,0.112,0.4125,0.075,0.3607,0.18,0.4482,0.111,0.4256,0.118
age65+,0.2303,0.061,0.4162,0.109,0.224,0.108,0.2171,0.237,0.1496,0.209,0.1081,0.249
citizenSwiss,0.7805,0.02,0.6951,0.081,0.8694,0.046,0.6889,0.128,0.8529,0.078,0.6529,0.091
citizenUE28_AELE,0.1471,0.084,0.1281,0.215,0.0877,0.187,0.2081,0.254,0.1181,0.234,0.3052,0.148
citizenOtherEuropeanCountries,0.048,0.157,0.1213,0.223,0.0311,0.319,0.0762,0.437,0.0196,0.619,0.0123,0.734
citizenOtherWorldwideCountries,0.024,0.23,0.0536,0.36,0.0118,0.522,0.0266,0.746,0.0095,0.869,0.0296,0.487
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.6838,0.024,0.6108,0.088,0.7909,0.05,0.5509,0.144,0.7797,0.083,0.497,0.106
migratoryBackgroundSwissWith,0.092,0.1,0.0786,0.254,0.0713,0.189,0.138,0.294,0.0716,0.287,0.1525,0.197
migratoryBackgroundFirstGeneration,0.2039,0.07,0.2971,0.142,0.111,0.167,0.2936,0.216,0.1301,0.224,0.3335,0.141
migratoryBackgroundSecondGenerationAndMore,0.0153,0.275,0.0078,0.872,0.0196,0.388,0.0174,0.897,0.0171,0.656,0.0114,0.796
migratoryBackgroundUnknown,0.0051,0.455,NaN,NaN,0.0072,0.61,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6652,0.025,0.4423,0.107,0.6758,0.056,0.5933,0.142,0.8214,0.08,0.7917,0.083
labourMarketUnemployedPersons,0.0189,0.246,0.021,0.576,0.0148,0.432,0.03,0.643,NaN,NaN,0.0323,0.462
labourMarketPersonsWithoutProfessionalActivity,0.3158,0.05,0.5367,0.097,0.3094,0.09,0.3766,0.181,0.172,0.193,0.176,0.194
socioprofessionalCategoriesExecutives,0.0421,0.152,0.0155,0.616,0.0201,0.367,0.0183,0.898,0.071,0.284,0.1092,0.232
socioprofessionalCategoriesLiberalAndSimilar,0.016,0.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0972,0.253
socioprofessionalCategoriesOtherSelfEmployed,0.0698,0.118,0.0462,0.335,0.0851,0.176,0.0582,0.459,0.1252,0.219,0.0131,0.742
socioprofessionalCategoriesIntellectualAndManagerial,0.087,0.104,NaN,NaN,0.0141,0.434,0.022,0.736,0.0415,0.381,0.4342,0.115
socioprofessionalCategoriesIntermediate,0.1894,0.067,0.0536,0.32,0.129,0.141,0.159,0.272,0.5694,0.098,0.1282,0.223
socioprofessionalCategoriesSkilledNonManuals,0.1232,0.086,NaN,NaN,0.2576,0.097,0.2691,0.213,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0647,0.127,0.0144,0.626,0.1498,0.135,0.0511,0.524,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.049,0.147,0.2458,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0237,0.21,0.0552,0.313,0.0193,0.372,0.0156,0.864,0.0143,0.684,0.0097,0.812
socioprofessionalCategoriesUnemployedOrNotWorking,0.3348,0.048,0.5577,0.095,0.3242,0.088,0.4066,0.174,0.1786,0.189,0.2083,0.178
