attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,114960.0,0.012,22365.0,0.069,44621.0,0.043,10301.0,0.106,19058.0,0.075,18614.0,0.077
sexMale,0.5147,0.035,0.3712,0.123,0.5093,0.068,0.3987,0.176,0.6877,0.093,0.5874,0.105
sexFemale,0.4853,0.036,0.6288,0.089,0.4907,0.068,0.6014,0.137,0.3123,0.14,0.4126,0.123
age25_44,0.3591,0.046,0.1968,0.174,0.3463,0.085,0.3997,0.172,0.4314,0.119,0.4883,0.114
age45_64,0.4182,0.042,0.3839,0.12,0.4455,0.074,0.4035,0.174,0.4145,0.123,0.4058,0.128
age65+,0.2227,0.061,0.4192,0.109,0.2082,0.109,0.197,0.24,0.1541,0.198,0.1059,0.249
citizenSwiss,0.7943,0.02,0.6941,0.083,0.8817,0.047,0.747,0.122,0.8878,0.08,0.6359,0.097
citizenUE28_AELE,0.1328,0.088,0.12,0.222,0.0776,0.193,0.1803,0.263,0.0886,0.275,0.2992,0.153
citizenOtherEuropeanCountries,0.0485,0.165,0.1269,0.233,0.0314,0.337,0.0495,0.559,0.0182,0.686,0.0262,0.557
citizenOtherWorldwideCountries,0.0244,0.215,0.0591,0.318,0.0093,0.559,0.0233,0.73,NaN,NaN,0.0388,0.421
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7041,0.024,0.6326,0.087,0.7977,0.05,0.6216,0.135,0.8101,0.084,0.5027,0.111
migratoryBackgroundSwissWith,0.0868,0.106,0.0599,0.3,0.0789,0.183,0.1254,0.304,0.071,0.3,0.1332,0.219
migratoryBackgroundFirstGeneration,0.1897,0.074,0.3008,0.143,0.0956,0.178,0.2362,0.235,0.0915,0.276,0.3565,0.14
migratoryBackgroundSecondGenerationAndMore,0.0154,0.28,NaN,NaN,0.022,0.381,NaN,NaN,0.0207,0.588,NaN,NaN
migratoryBackgroundUnknown,0.004,0.516,NaN,NaN,0.0059,0.683,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6732,0.026,0.4331,0.113,0.6916,0.056,0.6689,0.132,0.8071,0.085,0.7831,0.088
labourMarketUnemployedPersons,0.0235,0.216,0.0192,0.559,0.0203,0.373,0.0355,0.582,0.0174,0.611,0.0358,0.443
labourMarketPersonsWithoutProfessionalActivity,0.3033,0.051,0.5476,0.096,0.2881,0.092,0.2956,0.198,0.1755,0.187,0.181,0.192
socioprofessionalCategoriesExecutives,0.0418,0.159,0.008,0.865,0.0216,0.359,0.0236,0.73,0.0813,0.284,0.1006,0.258
socioprofessionalCategoriesLiberalAndSimilar,0.0132,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0813,0.291
socioprofessionalCategoriesOtherSelfEmployed,0.0699,0.121,0.0417,0.373,0.0889,0.175,0.074,0.395,0.1174,0.234,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.0898,0.107,NaN,NaN,0.0116,0.498,NaN,NaN,0.0477,0.371,0.4709,0.116
socioprofessionalCategoriesIntermediate,0.1702,0.074,0.0379,0.389,0.1087,0.158,0.1776,0.263,0.5377,0.106,0.0965,0.264
socioprofessionalCategoriesSkilledNonManuals,0.1366,0.084,NaN,NaN,0.2861,0.094,0.276,0.208,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0582,0.136,NaN,NaN,0.1329,0.145,0.063,0.455,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0509,0.148,0.2616,0.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0026,0.686,NaN,NaN,0.0049,0.793,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0399,0.165,0.0709,0.284,0.0369,0.275,0.0417,0.56,0.0229,0.539,0.0263,0.537
socioprofessionalCategoriesUnemployedOrNotWorking,0.3268,0.048,0.5669,0.094,0.3084,0.089,0.3311,0.187,0.1929,0.178,0.2169,0.175
