attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,52339.0,0.017,14633.0,0.081,20039.0,0.062,4491.0,0.156,6161.0,0.128,7015.0,0.121
sexMale,0.4872,0.051,0.3521,0.151,0.5613,0.091,0.3222,0.283,0.6296,0.164,0.538,0.171
sexFemale,0.5128,0.05,0.6479,0.105,0.4387,0.108,0.678,0.191,0.3702,0.221,0.462,0.183
age25_44,0.3285,0.069,0.151,0.239,0.323,0.125,0.3981,0.247,0.4304,0.199,0.5806,0.162
age45_64,0.3912,0.064,0.3878,0.146,0.4415,0.108,0.312,0.296,0.3913,0.215,0.3056,0.23
age65+,0.2802,0.078,0.4614,0.124,0.2355,0.151,0.2899,0.295,0.1781,0.324,0.1138,0.385
citizenSwiss,0.8561,0.025,0.7618,0.094,0.9152,0.066,0.933,0.161,0.8911,0.135,0.8047,0.133
citizenUE28_AELE,0.1144,0.145,0.1849,0.224,0.071,0.304,0.0474,0.79,0.0974,0.469,0.149,0.358
citizenOtherEuropeanCountries,0.0097,0.564,0.0176,0.803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0191,0.36,0.0334,0.52,NaN,NaN,NaN,NaN,NaN,NaN,0.0405,0.691
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7431,0.032,0.632,0.105,0.8255,0.071,0.7936,0.175,0.777,0.145,0.6775,0.146
migratoryBackgroundSwissWith,0.1105,0.134,0.1253,0.251,0.0864,0.253,0.1394,0.431,0.1141,0.402,0.1272,0.353
migratoryBackgroundFirstGeneration,0.1275,0.137,0.2209,0.205,0.0614,0.332,0.067,0.648,0.1034,0.456,0.1809,0.326
migratoryBackgroundSecondGenerationAndMore,0.0156,0.406,0.0174,0.756,0.0215,0.558,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.0032,0.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.5917,0.043,0.3408,0.155,0.6566,0.083,0.54,0.214,0.7901,0.145,0.7886,0.137
labourMarketUnemployedPersons,0.0312,0.278,0.034,0.532,0.0312,0.433,NaN,NaN,NaN,NaN,0.0485,0.619
labourMarketPersonsWithoutProfessionalActivity,0.3771,0.064,0.6252,0.107,0.3122,0.13,0.4525,0.238,0.188,0.315,0.1629,0.325
socioprofessionalCategoriesExecutives,0.0256,0.283,NaN,NaN,0.0195,0.537,0.0407,0.793,0.0628,0.515,0.0361,0.643
socioprofessionalCategoriesLiberalAndSimilar,0.0139,0.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1039,0.395
socioprofessionalCategoriesOtherSelfEmployed,0.0692,0.174,0.036,0.485,0.0923,0.246,0.047,0.732,0.1326,0.374,0.0308,0.733
socioprofessionalCategoriesIntellectualAndManagerial,0.0779,0.159,NaN,NaN,0.0101,0.73,NaN,NaN,0.0472,0.613,0.5072,0.172
socioprofessionalCategoriesIntermediate,0.1378,0.118,0.0389,0.469,0.1121,0.221,0.0929,0.517,0.5364,0.179,0.0967,0.426
socioprofessionalCategoriesSkilledNonManuals,0.1194,0.13,NaN,NaN,0.2424,0.149,0.3028,0.289,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0653,0.181,NaN,NaN,0.1624,0.186,0.0361,0.864,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0665,0.189,0.238,0.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0147,0.393,0.0169,0.684,0.0161,0.611,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.4083,0.061,0.6592,0.104,0.3434,0.124,0.46,0.236,0.2099,0.3,0.2114,0.286
