attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,763034,0.004,0.1695,0.029,0.4131,0.015,0.1002,0.037,0.1547,0.029,0.1624,0.027
sexMale,370854,0.014,0.1255,0.051,0.4158,0.025,0.0763,0.065,0.2019,0.038,0.1805,0.038
sexFemale,392180,0.013,0.2112,0.036,0.4107,0.024,0.1228,0.047,0.1101,0.049,0.1453,0.041
age25_44,268634,0.018,0.1036,0.07,0.3717,0.033,0.1046,0.065,0.1679,0.05,0.2522,0.038
age45_64,290859,0.016,0.1536,0.051,0.437,0.028,0.094,0.064,0.1719,0.046,0.1435,0.049
age65+,203541,0.02,0.2793,0.043,0.4338,0.034,0.1033,0.071,0.1127,0.068,0.071,0.084
citizenSwiss,641880,0.006,0.1372,0.034,0.4515,0.016,0.0957,0.041,0.1677,0.03,0.148,0.031
citizenUE28_AELE,76383,0.038,0.2571,0.079,0.2276,0.085,0.1181,0.119,0.113,0.119,0.2843,0.071
citizenOtherEuropeanCountries,19834,0.086,0.4784,0.127,0.2098,0.19,0.156,0.221,0.0506,0.396,0.1051,0.252
citizenOtherWorldwideCountries,24613,0.073,0.4864,0.108,0.1579,0.188,0.1166,0.216,0.0326,0.383,0.2065,0.154
citizenUnknown,324,0.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,566665,0.008,0.1265,0.039,0.4671,0.017,0.0917,0.045,0.1732,0.032,0.1415,0.034
migratoryBackgroundSwissWith,71008,0.038,0.215,0.086,0.3248,0.069,0.1282,0.109,0.1291,0.11,0.2029,0.084
migratoryBackgroundFirstGeneration,111867,0.032,0.3579,0.057,0.1912,0.078,0.1244,0.098,0.0798,0.119,0.2466,0.063
migratoryBackgroundSecondGenerationAndMore,8615,0.121,0.1213,0.356,0.4482,0.183,0.1052,0.368,0.1743,0.282,0.151,0.31
migratoryBackgroundUnknown,4879,0.156,0.2634,0.301,0.4575,0.232,0.1176,0.47,0.0627,0.629,0.0988,0.482
labourMarketEmployedPersons,480542,0.011,0.1023,0.049,0.4039,0.022,0.0954,0.05,0.1895,0.034,0.2089,0.03
labourMarketUnemployedPersons,16689,0.088,0.2257,0.197,0.3772,0.144,0.1088,0.258,0.0806,0.3,0.2078,0.185
labourMarketPersonsWithoutProfessionalActivity,265804,0.017,0.2874,0.038,0.4321,0.029,0.1084,0.062,0.0965,0.065,0.0756,0.073
socioprofessionalCategoriesENaNecutives,19653,0.076,0.0559,0.34,0.2384,0.159,0.0605,0.322,0.2844,0.143,0.3608,0.124
socioprofessionalCategoriesLiberalAndSimilar,7902,0.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.115
socioprofessionalCategoriesOtherSelfEmployed,41184,0.053,0.0769,0.199,0.5239,0.074,0.0999,0.17,0.2461,0.107,0.0532,0.223
socioprofessionalCategoriesIntellectualAndManagerial,72437,0.036,0.0065,0.487,0.0389,0.203,0.0165,0.303,0.0659,0.154,0.8722,0.038
socioprofessionalCategoriesIntermediate,142934,0.026,0.0371,0.154,0.2534,0.057,0.1051,0.087,0.4797,0.039,0.1248,0.078
socioprofessionalCategoriesSkilledNonManuals,103473,0.032,0.0035,0.553,0.8237,0.035,0.1729,0.08,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,43459,0.053,0.0378,0.282,0.8613,0.057,0.1009,0.173,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,32818,0.061,1.0,0.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1225,0.333,0.2269,0.735,0.4808,0.476,0.1771,0.77,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,15457,0.087,0.2617,0.174,0.3593,0.147,0.1183,0.256,0.1263,0.246,0.1344,0.216
socioprofessionalCategoriesUnemployedOrNotWorking,282492,0.017,0.2837,0.037,0.4288,0.029,0.1084,0.06,0.0956,0.064,0.0834,0.068
