attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,772223.0,0.004,121610.0,0.03,288512.0,0.016,63672.0,0.041,158489.0,0.024,139940.0,0.025
sexMale,0.4864,0.013,0.376,0.051,0.4744,0.027,0.3721,0.071,0.5836,0.034,0.5491,0.036
sexFemale,0.5136,0.013,0.624,0.038,0.5256,0.025,0.628,0.053,0.4164,0.04,0.4509,0.039
age25_44,0.3516,0.018,0.2323,0.068,0.3197,0.035,0.3709,0.072,0.3284,0.046,0.5385,0.035
age45_64,0.376,0.016,0.3538,0.052,0.3896,0.03,0.3582,0.07,0.4199,0.04,0.3258,0.047
age65+,0.2724,0.02,0.4139,0.046,0.2907,0.035,0.2709,0.08,0.2517,0.052,0.1358,0.073
citizenSwiss,0.8374,0.007,0.658,0.036,0.9068,0.018,0.7684,0.047,0.9277,0.025,0.7791,0.029
citizenUE28_AELE,0.0998,0.038,0.1579,0.079,0.0639,0.081,0.1448,0.118,0.0556,0.115,0.153,0.069
citizenOtherEuropeanCountries,0.0286,0.079,0.0868,0.117,0.0139,0.186,0.0485,0.21,0.0076,0.34,0.0229,0.194
citizenOtherWorldwideCountries,0.0341,0.07,0.0969,0.106,0.0154,0.174,0.0373,0.243,0.0091,0.294,0.0449,0.138
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7336,0.008,0.5246,0.041,0.8226,0.019,0.6186,0.052,0.8501,0.027,0.6521,0.032
migratoryBackgroundSwissWith,0.0988,0.037,0.1265,0.086,0.0789,0.071,0.1463,0.109,0.0733,0.098,0.1232,0.077
migratoryBackgroundFirstGeneration,0.151,0.031,0.3267,0.057,0.0787,0.075,0.223,0.096,0.0632,0.11,0.2143,0.059
migratoryBackgroundSecondGenerationAndMore,0.0106,0.122,0.011,0.318,0.0141,0.174,0.0078,0.487,0.0087,0.293,0.0064,0.356
migratoryBackgroundUnknown,0.006,0.162,0.0112,0.305,0.0058,0.266,0.0042,0.692,0.0047,0.396,0.004,0.464
labourMarketEmployedPersons,0.6217,0.011,0.3843,0.05,0.6107,0.023,0.5817,0.055,0.6916,0.03,0.7896,0.028
labourMarketUnemployedPersons,0.0263,0.078,0.0426,0.161,0.0241,0.133,0.0318,0.253,0.0144,0.23,0.0276,0.174
labourMarketPersonsWithoutProfessionalActivity,0.352,0.017,0.5731,0.04,0.3652,0.031,0.3865,0.067,0.294,0.048,0.1828,0.064
socioprofessionalCategoriesExecutives,0.0141,0.102,0.0068,0.39,0.0058,0.273,0.01,0.443,0.0169,0.207,0.0361,0.145
socioprofessionalCategoriesLiberalAndSimilar,0.0139,0.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.077,0.097
socioprofessionalCategoriesOtherSelfEmployed,0.0658,0.047,0.0381,0.163,0.0799,0.072,0.0608,0.175,0.1094,0.082,0.0136,0.239
socioprofessionalCategoriesIntellectualAndManagerial,0.1158,0.032,0.003,0.591,0.0171,0.155,0.0302,0.241,0.0779,0.096,0.499,0.036
socioprofessionalCategoriesIntermediate,0.1903,0.026,0.0491,0.144,0.0992,0.064,0.2312,0.088,0.4809,0.037,0.1529,0.071
socioprofessionalCategoriesSkilledNonManuals,0.1176,0.034,0.0161,0.25,0.2696,0.037,0.1734,0.104,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0567,0.053,0.0158,0.259,0.13,0.057,0.0679,0.171,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0361,0.066,0.229,0.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0017,0.326,0.004,0.574,0.0018,0.505,0.004,0.746,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0098,0.125,0.0224,0.219,0.0074,0.237,0.0042,0.66,0.0064,0.342,0.0103,0.266
socioprofessionalCategoriesUnemployedOrNotWorking,0.3783,0.016,0.6157,0.039,0.3893,0.03,0.4183,0.065,0.3084,0.047,0.2104,0.06
