attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,294855,0.005,0.1846,0.033,0.4047,0.018,0.0893,0.048,0.1666,0.033,0.1548,0.035
sexMale,145856,0.016,0.1409,0.058,0.4074,0.03,0.0655,0.085,0.2134,0.043,0.1729,0.049
sexFemale,148999,0.015,0.2274,0.042,0.4022,0.029,0.1127,0.06,0.1207,0.056,0.1371,0.055
age25_44,113162,0.02,0.1143,0.078,0.3629,0.038,0.1006,0.078,0.1856,0.054,0.2367,0.048
age45_64,114026,0.019,0.1708,0.058,0.4409,0.032,0.0846,0.08,0.1798,0.053,0.1238,0.065
age65+,67667,0.026,0.3254,0.05,0.4138,0.044,0.0783,0.104,0.1124,0.086,0.07,0.11
citizenSwiss,240675,0.008,0.1486,0.039,0.4429,0.02,0.0832,0.054,0.184,0.034,0.1413,0.04
citizenUE28_AELE,33393,0.045,0.2454,0.094,0.2439,0.094,0.121,0.136,0.1202,0.131,0.2696,0.088
citizenOtherEuropeanCountries,13027,0.079,0.5314,0.109,0.2682,0.155,0.0988,0.258,0.0421,0.397,0.0596,0.326
citizenOtherWorldwideCountries,7619,0.111,0.4498,0.169,0.1415,0.297,0.1306,0.312,0.0353,0.577,0.2428,0.223
citizenUnknown,141,0.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,208609,0.01,0.1375,0.044,0.4566,0.021,0.0774,0.06,0.192,0.036,0.1365,0.044
migratoryBackgroundSwissWith,30846,0.042,0.2199,0.094,0.3473,0.075,0.1227,0.127,0.1327,0.121,0.1773,0.104
migratoryBackgroundFirstGeneration,49931,0.037,0.3498,0.067,0.2156,0.084,0.1204,0.115,0.0864,0.13,0.2278,0.08
migratoryBackgroundSecondGenerationAndMore,3424,0.15,0.1793,0.357,0.5199,0.21,0.0905,0.519,0.1416,0.383,0.0689,0.557
migratoryBackgroundUnknown,2044,0.18,0.4242,0.285,0.4046,0.279,0.0406,0.854,0.0876,0.575,0.0426,0.854
labourMarketEmployedPersons,194942,0.012,0.1137,0.055,0.406,0.025,0.0872,0.061,0.2031,0.037,0.19,0.039
labourMarketUnemployedPersons,5693,0.115,0.2245,0.256,0.3466,0.19,0.1231,0.347,0.1033,0.341,0.2027,0.256
labourMarketPersonsWithoutProfessionalActivity,94219,0.022,0.329,0.044,0.4056,0.037,0.0916,0.086,0.0948,0.081,0.079,0.093
socioprofessionalCategoriesExecutives,8291,0.086,0.0873,0.316,0.2538,0.172,0.0659,0.346,0.3142,0.152,0.2789,0.162
socioprofessionalCategoriesLiberalAndSimilar,2632,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.152
socioprofessionalCategoriesOtherSelfEmployed,16975,0.06,0.0852,0.218,0.4762,0.088,0.0806,0.215,0.3091,0.108,0.0489,0.284
socioprofessionalCategoriesIntellectualAndManagerial,27772,0.046,0.0055,0.679,0.0434,0.226,0.0142,0.389,0.0771,0.168,0.8597,0.05
socioprofessionalCategoriesIntermediate,58072,0.03,0.0417,0.169,0.2536,0.064,0.0928,0.106,0.4995,0.044,0.1123,0.103
socioprofessionalCategoriesSkilledNonManuals,41426,0.037,0.0059,0.514,0.8373,0.04,0.1567,0.101,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,18215,0.06,0.0326,0.341,0.8508,0.065,0.1167,0.186,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,13707,0.071,1.0,0.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,367,0.454,NaN,NaN,0.4142,0.675,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,7486,0.094,0.3692,0.159,0.3599,0.153,0.089,0.324,0.0736,0.34,0.1083,0.29
socioprofessionalCategoriesUnemployedOrNotWorking,99913,0.021,0.323,0.043,0.4023,0.036,0.0934,0.083,0.0953,0.078,0.0861,0.087
