attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.005,0.2409,0.026,0.2011,0.028,0.1146,0.04,0.0967,0.043,0.3467,0.02
sexMale,1.0,0.016,0.2181,0.044,0.2221,0.041,0.0998,0.065,0.1062,0.06,0.3537,0.032
sexFemale,1.0,0.014,0.2614,0.036,0.1822,0.043,0.128,0.053,0.088,0.063,0.3404,0.031
age25_44,1.0,0.019,0.1608,0.059,0.1581,0.057,0.1294,0.064,0.0752,0.082,0.4765,0.03
age45_64,1.0,0.019,0.2808,0.043,0.2142,0.047,0.107,0.069,0.1008,0.07,0.2973,0.039
age65+,1.0,0.025,0.3164,0.049,0.2553,0.053,0.1012,0.087,0.1275,0.077,0.1997,0.061
citizenSwiss,1.0,0.011,0.167,0.041,0.2525,0.032,0.1262,0.048,0.1188,0.048,0.3355,0.027
citizenUE28_AELE,1.0,0.025,0.3499,0.045,0.127,0.077,0.0869,0.095,0.0668,0.107,0.3694,0.044
citizenOtherEuropeanCountries,1.0,0.092,0.4333,0.142,0.1018,0.296,0.1107,0.278,0.0361,0.485,0.3181,0.159
citizenOtherWorldwideCountries,1.0,0.053,0.3714,0.09,0.0928,0.182,0.1201,0.159,0.0487,0.247,0.367,0.089
citizenUnknown,1.0,0.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.019,0.1321,0.063,0.308,0.04,0.1162,0.068,0.1329,0.062,0.3107,0.04
migratoryBackgroundSwissWith,1.0,0.023,0.2091,0.056,0.1826,0.06,0.1387,0.07,0.1012,0.081,0.3685,0.041
migratoryBackgroundFirstGeneration,1.0,0.021,0.3714,0.039,0.1052,0.076,0.0928,0.082,0.0579,0.102,0.3727,0.038
migratoryBackgroundSecondGenerationAndMore,1.0,0.096,0.196,0.225,0.3115,0.169,0.1435,0.257,0.1026,0.295,0.2463,0.195
migratoryBackgroundUnknown,1.0,0.216,0.2835,0.421,0.2827,0.4,0.1129,0.636,0.1295,0.577,0.1914,0.501
labourMarketEmployedPersons,1.0,0.013,0.1865,0.042,0.1881,0.04,0.1108,0.055,0.0948,0.058,0.4198,0.025
labourMarketUnemployedPersons,1.0,0.056,0.2509,0.118,0.1854,0.131,0.1353,0.156,0.0566,0.244,0.3718,0.092
labourMarketPersonsWithoutProfessionalActivity,1.0,0.02,0.3303,0.04,0.2261,0.047,0.1169,0.068,0.1077,0.07,0.219,0.05
socioprofessionalCategoriesExecutives,1.0,0.071,0.0743,0.28,0.1258,0.205,0.0573,0.298,0.1263,0.201,0.6163,0.091
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.093
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.069,0.2116,0.158,0.2828,0.131,0.1504,0.18,0.181,0.163,0.1742,0.168
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.034,0.0081,0.4,0.0239,0.227,0.0172,0.274,0.0192,0.254,0.9316,0.035
socioprofessionalCategoriesIntermediate,1.0,0.037,0.0993,0.13,0.1285,0.107,0.0906,0.131,0.3106,0.068,0.371,0.065
socioprofessionalCategoriesSkilledNonManuals,1.0,0.045,0.0192,0.329,0.6063,0.057,0.3745,0.076,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.092,0.1076,0.278,0.6631,0.113,0.2292,0.197,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.052,1.0,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.321,0.3074,0.578,NaN,NaN,0.2852,0.581,NaN,NaN,0.3309,0.583
socioprofessionalCategoriesNotAttributable,1.0,0.112,0.3096,0.207,0.1277,0.3,0.111,0.342,0.0491,0.478,0.4026,0.179
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.018,0.3172,0.037,0.2194,0.044,0.12,0.062,0.0993,0.067,0.2442,0.043
