attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,118200,0.012,23574,0.068,45279,0.043,10297,0.108,19573,0.072,19477,0.074
sexMale,60798,0.034,9028,0.121,23402,0.067,3938,0.185,12865,0.092,11565,0.100
sexFemale,57402,0.035,14546,0.088,21877,0.068,6359,0.136,6708,0.130,7912,0.120
age25_44,41874,0.046,4113,0.184,16459,0.082,4348,0.173,7872,0.119,9081,0.112
age45_64,49102,0.040,9650,0.112,18676,0.075,3714,0.180,8773,0.111,8289,0.118
age65+,27224,0.061,9811,0.109,10144,0.108,2235,0.237,2928,0.209,2106,0.249
citizenSwiss,92258,0.020,16386,0.081,39366,0.046,7094,0.128,16693,0.078,12717,0.091
citizenUE28_AELE,17388,0.084,3021,0.215,3970,0.187,2143,0.254,2311,0.234,5944,0.148
citizenOtherEuropeanCountries,5676,0.157,2859,0.223,1409,0.319,785,0.437,383,0.619,240,0.734
citizenOtherWorldwideCountries,2832,0.230,1263,0.360,534,0.522,274,0.746,186,0.869,576,0.487
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,80827,0.024,14400,0.088,35812,0.050,5673,0.144,15261,0.083,9681,0.106
migratoryBackgroundSwissWith,10873,0.100,1852,0.254,3228,0.189,1421,0.294,1401,0.287,2970,0.197
migratoryBackgroundFirstGeneration,24096,0.070,7003,0.142,5027,0.167,3023,0.216,2546,0.224,6496,0.141
migratoryBackgroundSecondGenerationAndMore,1806,0.275,185,0.872,886,0.388,179,0.897,334,0.656,222,0.796
migratoryBackgroundUnknown,599,0.455,NaN,NaN,327,0.610,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,78632,0.025,10427,0.107,30599,0.056,6109,0.142,16077,0.080,15419,0.083
labourMarketUnemployedPersons,2235,0.246,494,0.576,672,0.432,309,0.643,NaN,NaN,630,0.462
labourMarketPersonsWithoutProfessionalActivity,37333,0.050,12653,0.097,14008,0.090,3878,0.181,3366,0.193,3428,0.194
socioprofessionalCategoriesExecutives,4978,0.152,365,0.616,908,0.367,188,0.898,1390,0.284,2127,0.232
socioprofessionalCategoriesLiberalAndSimilar,1894,0.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1894,0.253
socioprofessionalCategoriesOtherSelfEmployed,8246,0.118,1088,0.335,3853,0.176,599,0.459,2451,0.219,255,0.742
socioprofessionalCategoriesIntellectualAndManagerial,10280,0.104,NaN,NaN,639,0.434,227,0.736,813,0.381,8457,0.115
socioprofessionalCategoriesIntermediate,22383,0.067,1264,0.320,5840,0.141,1637,0.272,11144,0.098,2497,0.223
socioprofessionalCategoriesSkilledNonManuals,14566,0.086,NaN,NaN,11663,0.097,2771,0.213,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,7650,0.127,339,0.626,6785,0.135,526,0.524,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,5794,0.147,5794,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2805,0.210,1302,0.313,874,0.372,161,0.864,280,0.684,188,0.812
socioprofessionalCategoriesUnemployedOrNotWorking,39568,0.048,13147,0.095,14680,0.088,4187,0.174,3495,0.189,4058,0.178
