attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.04,0.1903,0.215,0.4234,0.129,0.0588,0.417,0.216,0.203,0.1115,0.306
sexMale,1.0,0.113,0.1191,0.427,0.4422,0.201,0.0378,0.79,0.2487,0.277,0.1522,0.371
sexFemale,1.0,0.11,0.2701,0.26,0.4022,0.211,0.0822,0.493,0.1794,0.335,0.0659,0.58
age25_44,1.0,0.164,0.0728,0.739,0.4444,0.271,0.0569,0.791,0.2676,0.348,0.1587,0.462
age45_64,1.0,0.136,0.1618,0.404,0.4841,0.219,0.0517,0.738,0.2023,0.354,0.1001,0.537
age65+,1.0,0.162,0.3643,0.292,0.3171,0.319,0.0708,0.679,0.1752,0.45,0.0727,0.73
citizenSwiss,1.0,0.053,0.1848,0.229,0.4532,0.135,0.0511,0.463,0.2274,0.211,0.0833,0.368
citizenUE28_AELE,1.0,0.361,0.1762,0.859,0.2648,0.726,NaN,NaN,NaN,NaN,0.3048,0.682
citizenOtherEuropeanCountries,1.0,0.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.065,0.1789,0.249,0.4649,0.143,0.0413,0.554,0.2357,0.221,0.0793,0.402
migratoryBackgroundSwissWith,1.0,0.329,0.2487,0.68,0.32,0.605,0.1448,0.861,0.1605,0.861,NaN,NaN
migratoryBackgroundFirstGeneration,1.0,0.31,0.2273,0.686,0.2197,0.678,NaN,NaN,0.1379,0.863,0.3042,0.578
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,1.0,0.089,0.0947,0.43,0.4886,0.162,0.0476,0.581,0.2436,0.244,0.1255,0.356
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,1.0,0.147,0.3732,0.263,0.2952,0.304,0.0825,0.616,0.1705,0.426,0.0783,0.684
socioprofessionalCategoriesExecutives,1.0,0.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.326,NaN,NaN,0.6757,0.404,NaN,NaN,0.2331,0.686,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.325,NaN,NaN,NaN,NaN,NaN,NaN,0.274,0.638,0.5849,0.438
socioprofessionalCategoriesIntermediate,1.0,0.227,NaN,NaN,0.2527,0.493,0.1,0.725,0.5621,0.314,NaN,NaN
socioprofessionalCategoriesSkilledNonManuals,1.0,0.289,NaN,NaN,0.9712,0.293,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.377,NaN,NaN,0.8763,0.403,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.59,1.0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.144,0.368,0.26,0.302,0.296,0.0797,0.616,0.1646,0.426,0.0857,0.644
