attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,26453.0,0.024,6581.0,0.122,11809.0,0.081,2179.0,0.234,3319.0,0.18,2565.0,0.213
sexMale,0.5068,0.072,0.3206,0.237,0.5815,0.12,0.2827,0.454,0.7334,0.213,0.5384,0.297
sexFemale,0.4932,0.074,0.6792,0.154,0.4186,0.147,0.7173,0.279,0.2666,0.368,0.462,0.321
age25_44,0.338,0.104,0.1396,0.386,0.369,0.164,0.3956,0.392,0.3866,0.308,0.5922,0.288
age45_64,0.3937,0.087,0.3624,0.22,0.411,0.145,0.4135,0.367,0.4688,0.266,0.2803,0.4
age65+,0.2684,0.113,0.4979,0.18,0.2201,0.206,0.1905,0.532,0.1446,0.496,0.1275,0.609
citizenSwiss,0.8757,0.036,0.8423,0.136,0.9219,0.087,0.7715,0.266,0.8804,0.194,0.8312,0.235
citizenUE28_AELE,0.0987,0.21,0.0963,0.437,0.0631,0.404,0.2285,0.518,0.1003,0.584,0.1563,0.564
citizenOtherEuropeanCountries,0.0169,0.534,0.0363,0.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0087,0.73,0.0249,0.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.8132,0.041,0.7547,0.145,0.8763,0.09,0.6618,0.288,0.84,0.199,0.7665,0.246
migratoryBackgroundSwissWith,0.0598,0.275,0.0875,0.465,0.0396,0.513,0.1097,0.728,NaN,NaN,0.0647,0.863
migratoryBackgroundFirstGeneration,0.1162,0.191,0.1488,0.343,0.0674,0.395,0.2148,0.538,0.1196,0.537,0.1692,0.541
migratoryBackgroundSecondGenerationAndMore,0.0081,0.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6218,0.06,0.3616,0.223,0.6698,0.109,0.6691,0.293,0.7716,0.207,0.8335,0.236
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,0.3733,0.092,0.6283,0.16,0.3271,0.169,0.3309,0.408,0.2193,0.409,0.1665,0.533
socioprofessionalCategoriesExecutives,0.0198,0.482,NaN,NaN,0.0196,0.732,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,0.0579,0.279,0.0321,0.793,0.065,0.4,NaN,NaN,0.1455,0.496,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.068,0.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.586,0.282
socioprofessionalCategoriesIntermediate,0.1788,0.15,0.0307,0.786,0.144,0.264,0.291,0.455,0.5297,0.254,0.1692,0.558
socioprofessionalCategoriesSkilledNonManuals,0.1311,0.181,NaN,NaN,0.239,0.203,0.2662,0.466,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0754,0.245,NaN,NaN,0.1607,0.251,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0544,0.288,0.2187,0.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.034,0.387,0.0506,0.657,0.0302,0.616,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.3782,0.091,0.6382,0.159,0.3302,0.168,0.3309,0.408,0.2284,0.4,0.1665,0.533
