attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,90630,0.9,13228,6.4,29697,3.8,7796,8.6,16205,5.6,23704,4.6
sexMale,45804,2.8,5052,11.3,13422,6.3,3226,14.0,10560,7.2,13543,6.4
sexFemale,44826,2.7,8176,8.2,16275,5.5,4570,11.2,5645,10.1,10161,7.5
age25_44,34607,3.6,3331,14.3,9366,8.0,2968,14.9,5868,10.1,13075,6.7
age45_64,36788,3.2,5087,10.6,12577,6.4,3100,13.6,7429,8.7,8595,8.0
age65+,19235,4.9,4810,10.8,7754,8.3,1728,18.3,2909,14.0,2034,17.0
citizenSwiss,66071,1.7,7666,8.4,25896,4.1,5703,10.0,13922,6.1,12884,6.4
citizenUE28_AELE,17061,5.8,2920,14.9,2603,15.9,1413,21.5,1762,19.2,8363,8.7
citizenOtherEuropeanCountries,4426,12.7,1771,20.1,883,28.9,531,37.6,295,51.5,945,27.5
citizenOtherWorldwideCountries,3054,14.4,853,28.3,316,45.7,148,63.9,226,53.9,1511,20.4
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,54253,2.2,5558,9.9,22264,4.5,4304,11.6,11883,6.7,10244,7.3
migratoryBackgroundSwissWith,11511,6.8,2027,16.9,3550,12.7,1354,20.8,1955,17.5,2625,14.8
migratoryBackgroundFirstGeneration,23391,4.8,5429,11.0,3252,14.4,2002,18.2,2048,17.9,10660,7.6
migratoryBackgroundSecondGenerationAndMore,1149,24.7,133,67.4,550,35.6,NaN,NaN,235,55.0,139,72.6
migratoryBackgroundUnknown,327,42.6,81,85.1,81,85.3,NaN,NaN,84,85.4,NaN,NaN
labourMarketEmployedPersons,60565,2.1,6208,9.9,18346,5.2,4740,11.2,12415,6.6,18855,5.3
labourMarketUnemployedPersons,2531,15.9,356,44.0,791,28.8,231,51.1,286,46.5,866,27.6
labourMarketPersonsWithoutProfessionalActivity,27534,4.0,6663,9.2,10560,7.0,2825,14.6,3504,12.8,3982,12.1
socioprofessionalCategoriesExecutives,3786,12.8,237,52.9,697,29.4,133,67.3,707,30.3,2012,17.9
socioprofessionalCategoriesLiberalAndSimilar,1965,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1965,17.4
socioprofessionalCategoriesOtherSelfEmployed,5119,10.6,575,32.7,2190,16.3,475,37.3,1683,18.7,196,55.3
socioprofessionalCategoriesIntellectualAndManagerial,12877,6.6,NaN,NaN,425,37.3,156,63.8,1003,24.5,11234,7.2
socioprofessionalCategoriesIntermediate,17350,5.5,598,32.3,3493,13.1,1455,20.5,8651,8.1,3153,14.2
socioprofessionalCategoriesSkilledNonManuals,9858,7.5,NaN,NaN,7990,8.4,1806,18.4,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,3391,13.5,166,60.2,2849,14.8,376,41.7,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,3594,13.3,3594,13.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,95,85.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2529,15.7,897,26.8,687,29.7,338,42.6,371,42.2,235,53.0
socioprofessionalCategoriesUnemployedOrNotWorking,30065,3.7,7020,9.0,11351,6.8,3056,14.0,3790,12.3,4848,11.0
