attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,294855.0,0.005,54428.0,0.033,119341.0,0.018,26336.0,0.048,49113.0,0.033,45637.0,0.035
sexMale,0.4947,0.016,0.3775,0.058,0.4979,0.03,0.3625,0.085,0.6338,0.043,0.5525,0.049
sexFemale,0.5053,0.015,0.6225,0.042,0.5021,0.029,0.6375,0.06,0.3662,0.056,0.4475,0.055
age25_44,0.3838,0.02,0.2375,0.078,0.3441,0.038,0.4323,0.078,0.4276,0.054,0.5869,0.048
age45_64,0.3867,0.019,0.3578,0.058,0.4213,0.032,0.3665,0.08,0.4175,0.053,0.3093,0.065
age65+,0.2295,0.026,0.4046,0.05,0.2346,0.044,0.2012,0.104,0.1549,0.086,0.1038,0.11
citizenSwiss,0.8162,0.008,0.6573,0.039,0.8932,0.02,0.7599,0.054,0.9016,0.034,0.7452,0.04
citizenUE28_AELE,0.1133,0.045,0.1505,0.094,0.0682,0.094,0.1534,0.136,0.0817,0.131,0.1973,0.088
citizenOtherEuropeanCountries,0.0442,0.079,0.1272,0.109,0.0293,0.155,0.0489,0.258,0.0112,0.397,0.017,0.326
citizenOtherWorldwideCountries,0.0258,0.111,0.063,0.169,0.009,0.297,0.0378,0.312,0.0055,0.577,0.0405,0.223
citizenUnknown,0.0005,0.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7075,0.01,0.5272,0.044,0.7982,0.021,0.613,0.06,0.8153,0.036,0.6238,0.044
migratoryBackgroundSwissWith,0.1046,0.042,0.1246,0.094,0.0898,0.075,0.1438,0.127,0.0834,0.121,0.1199,0.104
migratoryBackgroundFirstGeneration,0.1693,0.037,0.3209,0.067,0.0902,0.084,0.2283,0.115,0.0878,0.13,0.2493,0.08
migratoryBackgroundSecondGenerationAndMore,0.0116,0.15,0.0113,0.357,0.0149,0.21,0.0118,0.519,0.0099,0.383,0.0052,0.557
migratoryBackgroundUnknown,0.0069,0.18,0.0159,0.285,0.0069,0.279,0.0032,0.854,0.0036,0.575,0.0019,0.854
labourMarketEmployedPersons,0.6611,0.012,0.4071,0.055,0.6632,0.025,0.6457,0.061,0.8062,0.037,0.8116,0.039
labourMarketUnemployedPersons,0.0193,0.115,0.0235,0.256,0.0165,0.19,0.0266,0.347,0.012,0.341,0.0253,0.256
labourMarketPersonsWithoutProfessionalActivity,0.3195,0.022,0.5695,0.044,0.3203,0.037,0.3277,0.086,0.1819,0.081,0.1631,0.093
socioprofessionalCategoriesExecutives,0.0281,0.086,0.0133,0.316,0.0176,0.172,0.0207,0.346,0.053,0.152,0.0507,0.162
socioprofessionalCategoriesLiberalAndSimilar,0.0089,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0577,0.152
socioprofessionalCategoriesOtherSelfEmployed,0.0576,0.06,0.0266,0.218,0.0677,0.088,0.0519,0.215,0.1068,0.108,0.0182,0.284
socioprofessionalCategoriesIntellectualAndManagerial,0.0942,0.046,0.0028,0.679,0.0101,0.226,0.015,0.389,0.0436,0.168,0.5232,0.05
socioprofessionalCategoriesIntermediate,0.197,0.03,0.0445,0.169,0.1234,0.064,0.2047,0.106,0.5906,0.044,0.1429,0.103
socioprofessionalCategoriesSkilledNonManuals,0.1405,0.037,0.0045,0.514,0.2906,0.04,0.2465,0.101,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0618,0.06,0.0109,0.341,0.1299,0.065,0.0807,0.186,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0465,0.071,0.2518,0.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,0.0012,0.454,NaN,NaN,0.0013,0.675,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0254,0.094,0.0508,0.159,0.0226,0.153,0.0253,0.324,0.0112,0.34,0.0178,0.29
socioprofessionalCategoriesUnemployedOrNotWorking,0.3389,0.021,0.5929,0.043,0.3368,0.036,0.3543,0.083,0.1938,0.078,0.1884,0.087
