attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,29793.0,0.024,7067.0,0.123,12926.0,0.08,2599.0,0.216,4283.0,0.159,2918.0,0.201
sexMale,0.5092,0.069,0.4228,0.205,0.5045,0.127,0.4679,0.325,0.6701,0.198,0.5401,0.278
sexFemale,0.4908,0.072,0.5772,0.168,0.4955,0.129,0.5321,0.3,0.3299,0.296,0.4596,0.305
age25_44,0.353,0.095,0.2417,0.283,0.3517,0.16,0.374,0.363,0.3129,0.301,0.6686,0.253
age45_64,0.3884,0.087,0.3648,0.221,0.4129,0.144,0.3836,0.363,0.456,0.245,0.2426,0.409
age65+,0.2586,0.111,0.3935,0.202,0.2355,0.192,0.2424,0.44,0.2311,0.348,0.0888,0.681
citizenSwiss,0.7678,0.043,0.6014,0.163,0.8474,0.09,0.7384,0.252,0.8387,0.176,0.7406,0.235
citizenUE28_AELE,0.1563,0.157,0.1941,0.314,0.113,0.292,0.2112,0.483,0.1501,0.432,0.2169,0.444
citizenOtherEuropeanCountries,0.0518,0.295,0.1525,0.351,0.026,0.645,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0241,0.463,0.0519,0.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.65,0.053,0.466,0.188,0.735,0.099,0.5675,0.289,0.7439,0.188,0.6552,0.25
migratoryBackgroundSwissWith,0.11,0.189,0.1261,0.375,0.1073,0.3,0.1593,0.555,0.0789,0.609,0.0853,0.737
migratoryBackgroundFirstGeneration,0.1978,0.139,0.3552,0.229,0.1122,0.301,0.242,0.456,0.1483,0.445,0.2289,0.444
migratoryBackgroundSecondGenerationAndMore,0.0318,0.365,0.0393,0.693,0.0405,0.5,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.0105,0.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6268,0.056,0.4462,0.198,0.6403,0.109,0.529,0.301,0.7791,0.183,0.8684,0.216
labourMarketUnemployedPersons,0.0116,0.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,0.3616,0.091,0.5304,0.176,0.3512,0.158,0.4586,0.328,0.2122,0.369,0.1316,0.585
socioprofessionalCategoriesExecutives,0.0242,0.399,NaN,NaN,NaN,NaN,NaN,NaN,0.0885,0.556,0.0538,0.863
socioprofessionalCategoriesLiberalAndSimilar,0.0057,0.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0579,0.864
socioprofessionalCategoriesOtherSelfEmployed,0.0543,0.276,0.0291,0.789,0.0648,0.391,NaN,NaN,0.1114,0.514,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.0694,0.239,NaN,NaN,NaN,NaN,NaN,NaN,0.0381,0.866,0.5857,0.266
socioprofessionalCategoriesIntermediate,0.1765,0.143,0.071,0.498,0.1235,0.277,0.1562,0.557,0.5267,0.227,0.171,0.515
socioprofessionalCategoriesSkilledNonManuals,0.137,0.168,NaN,NaN,0.2787,0.18,0.1843,0.515,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0728,0.241,NaN,NaN,0.1456,0.26,0.1104,0.689,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0656,0.26,0.2765,0.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0213,0.455,0.0515,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.3732,0.089,0.5538,0.172,0.3597,0.156,0.471,0.323,0.2209,0.362,0.1316,0.585
