attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,116706,1.2,21406,7.1,48480,4.1,9225,11.3,19236,7.5,18357,7.7
sexMale,60068,3.5,7972,12.6,24561,6.6,3165,20.1,13186,9.3,11184,10.2
sexFemale,56638,3.5,13435,9.1,23919,6.5,6060,14.0,6051,13.8,7173,12.7
age25_44,41675,4.8,3447,20.3,17266,8.3,4047,18.1,7705,12.7,9211,11.5
age45_64,48671,4.0,8189,12.2,20452,7.1,3433,18.5,9031,11.2,7567,12.3
age65+,26360,5.9,9770,10.7,10763,9.9,1746,25.7,2501,21.3,1580,26.9
citizenSwiss,92111,2.0,15612,8.3,41767,4.5,6813,13.0,16045,8.2,11874,9.7
citizenUE28_AELE,16689,8.4,2262,24.2,4690,16.5,1888,27.0,2360,23.5,5489,15.1
citizenOtherEuropeanCountries,5435,16.8,2636,24.4,1719,30.3,383,64.9,493,55.9,204,87.2
citizenOtherWorldwideCountries,2471,23.2,897,39.8,305,69.0,NaN,NaN,338,61.7,790,39.6
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,81309,2.4,13831,8.8,37804,4.8,5421,14.6,14750,8.6,9503,11.0
migratoryBackgroundSwissWith,10304,10.4,1619,27.2,3835,17.6,1392,29.4,1164,32.1,2294,22.8
migratoryBackgroundFirstGeneration,22880,7.2,5606,15.9,5709,15.3,2293,24.7,2933,21.2,6339,14.0
migratoryBackgroundSecondGenerationAndMore,1644,29.2,NaN,NaN,1005,37.4,NaN,NaN,228,79.5,NaN,NaN
migratoryBackgroundUnknown,569,47.0,203,79.4,NaN,NaN,NaN,NaN,161,86.4,NaN,NaN
labourMarketEmployedPersons,76863,2.7,8099,12.3,32607,5.5,6051,14.2,15560,8.4,14545,8.8
labourMarketUnemployedPersons,1565,29.7,390,61.4,428,56.0,NaN,NaN,331,64.9,336,63.2
labourMarketPersonsWithoutProfessionalActivity,38278,4.8,12917,9.4,15445,8.3,3093,19.8,3346,18.8,3476,18.9
socioprofessionalCategoriesExecutives,4659,16.1,192,86.9,848,38.6,293,64.7,1198,32.1,2129,24.0
socioprofessionalCategoriesLiberalAndSimilar,1738,26.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1738,26.3
socioprofessionalCategoriesOtherSelfEmployed,8605,11.7,841,38.6,4538,16.4,774,40.3,2236,23.5,216,80.0
socioprofessionalCategoriesIntellectualAndManagerial,10046,10.7,NaN,NaN,616,45.7,341,61.6,851,37.8,8205,11.9
socioprofessionalCategoriesIntermediate,20287,7.3,817,39.5,5251,15.3,1429,29.2,10904,10.3,1887,25.8
socioprofessionalCategoriesSkilledNonManuals,16750,8.1,NaN,NaN,14329,8.8,2355,22.9,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,6838,13.7,315,64.5,5959,14.7,565,50.0,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,4883,16.1,4883,16.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,2931,20.8,911,37.3,1026,35.3,296,69.8,371,58.4,327,62.0
socioprofessionalCategoriesUnemployedOrNotWorking,39843,4.7,13307,9.3,15873,8.2,3174,19.6,3677,18.0,3812,18.0
