attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.004,0.1748,0.028,0.4078,0.015,0.0992,0.037,0.1611,0.029,0.157,0.028
sexMale,1.0,0.014,0.1312,0.049,0.4139,0.025,0.0708,0.066,0.2104,0.037,0.1736,0.039
sexFemale,1.0,0.013,0.216,0.036,0.4021,0.024,0.126,0.047,0.1146,0.049,0.1413,0.042
age25_44,1.0,0.018,0.1169,0.064,0.3582,0.034,0.1022,0.065,0.1788,0.049,0.2438,0.039
age45_64,1.0,0.016,0.1554,0.05,0.4328,0.028,0.0981,0.062,0.1759,0.046,0.1378,0.051
age65+,1.0,0.021,0.2803,0.044,0.4379,0.034,0.0969,0.075,0.1161,0.068,0.0688,0.086
citizenSwiss,1.0,0.007,0.1404,0.034,0.4462,0.016,0.0961,0.041,0.1731,0.03,0.1442,0.032
citizenUE28_AELE,1.0,0.038,0.2733,0.076,0.2288,0.083,0.12,0.116,0.1136,0.119,0.2642,0.073
citizenOtherEuropeanCountries,1.0,0.085,0.5228,0.118,0.213,0.19,0.1075,0.26,0.058,0.366,0.0986,0.268
citizenOtherWorldwideCountries,1.0,0.074,0.5099,0.106,0.1023,0.237,0.1104,0.222,0.0717,0.294,0.2056,0.156
citizenUnknown,1.0,0.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.008,0.1302,0.038,0.4619,0.017,0.0924,0.045,0.1791,0.031,0.1365,0.035
migratoryBackgroundSwissWith,1.0,0.039,0.2198,0.086,0.3184,0.071,0.1262,0.112,0.1236,0.114,0.212,0.084
migratoryBackgroundFirstGeneration,1.0,0.032,0.3713,0.056,0.1839,0.08,0.116,0.099,0.0922,0.114,0.2365,0.065
migratoryBackgroundSecondGenerationAndMore,1.0,0.121,0.1927,0.282,0.4295,0.186,0.1204,0.356,0.1674,0.287,0.0902,0.401
migratoryBackgroundUnknown,1.0,0.163,0.2998,0.304,0.365,0.267,0.1069,0.496,0.1325,0.45,0.0958,0.51
labourMarketEmployedPersons,1.0,0.01,0.1111,0.046,0.4004,0.022,0.0955,0.049,0.1941,0.033,0.1989,0.031
labourMarketUnemployedPersons,1.0,0.084,0.2436,0.178,0.3152,0.148,0.1299,0.233,0.1047,0.259,0.2066,0.183
labourMarketPersonsWithoutProfessionalActivity,1.0,0.018,0.2932,0.038,0.4285,0.03,0.1044,0.064,0.1013,0.065,0.0727,0.075
socioprofessionalCategoriesExecutives,1.0,0.078,0.0861,0.289,0.2901,0.148,0.045,0.363,0.2985,0.143,0.2801,0.145
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.122
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.05,0.0931,0.172,0.4757,0.074,0.1146,0.152,0.2623,0.1,0.0543,0.211
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.037,0.0073,0.477,0.0411,0.199,0.0157,0.311,0.0649,0.156,0.871,0.039
socioprofessionalCategoriesIntermediate,1.0,0.026,0.0379,0.151,0.249,0.057,0.0972,0.091,0.4982,0.039,0.1176,0.08
socioprofessionalCategoriesSkilledNonManuals,1.0,0.032,0.0062,0.444,0.8146,0.036,0.1792,0.079,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.051,0.0323,0.291,0.8665,0.055,0.1012,0.164,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.06,1.0,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.299,0.4073,0.472,0.2887,0.562,0.1799,0.702,NaN,NaN,0.1241,0.808
socioprofessionalCategoriesNotAttributable,1.0,0.067,0.2859,0.13,0.3644,0.112,0.1146,0.201,0.0966,0.218,0.1385,0.174
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.017,0.29,0.037,0.4213,0.029,0.106,0.062,0.1015,0.063,0.0812,0.069
