attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,767418,0.4,124909,2.9,316077,1.5,74555,3.8,126565,2.8,125312,2.6
sexMale,373182,1.3,44179,5.2,154135,2.5,29018,6.4,79140,3.6,66711,3.8
sexFemale,394236,1.2,80730,3.6,161942,2.4,45537,4.8,47426,4.7,58601,4.0
age25_44,269962,1.8,28776,6.7,96436,3.4,27168,6.6,47819,4.8,69763,3.6
age45_64,290910,1.6,42525,5.2,128431,2.8,26844,6.4,53487,4.4,39623,5.0
age65+,206546,2.0,53608,4.4,91210,3.3,20543,7.2,25260,6.5,15926,8.1
citizenSwiss,643677,0.6,84594,3.5,289679,1.6,58599,4.2,114588,2.9,96218,3.1
citizenUE28_AELE,77928,3.8,18975,8.1,18879,8.1,10244,11.3,9252,11.4,20578,7.1
citizenOtherEuropeanCountries,20836,8.0,9811,11.9,4138,18.2,2879,21.7,1206,33.0,2802,21.1
citizenOtherWorldwideCountries,24894,6.9,11463,10.5,3381,18.7,2833,21.2,1520,28.9,5697,14.1
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,568001,0.8,66561,4.0,266211,1.7,49993,4.6,104292,3.1,80945,3.4
migratoryBackgroundSwissWith,72794,3.7,17308,8.1,22227,7.0,8291,11.5,9796,10.6,15172,8.1
migratoryBackgroundFirstGeneration,113434,3.1,38163,5.7,21768,7.6,14749,9.4,10486,10.8,28268,6.1
migratoryBackgroundSecondGenerationAndMore,9787,11.1,1856,26.2,4499,16.4,1149,33.0,1492,27.8,790,36.5
migratoryBackgroundUnknown,3402,18.4,1021,33.7,1372,29.3,372,55.1,500,45.7,NaN,NaN
labourMarketEmployedPersons,485397,1.0,48544,4.9,196043,2.1,44884,5.0,97022,3.2,98905,3.0
labourMarketUnemployedPersons,17810,8.4,4206,17.9,6488,14.0,2227,24.7,1528,28.0,3361,18.5
labourMarketPersonsWithoutProfessionalActivity,264210,1.7,72159,3.9,113546,2.9,27444,6.3,28016,6.2,23046,6.9
socioprofessionalCategoriesExecutives,21132,7.1,1064,33.8,4933,15.3,1384,28.5,6387,13.2,7364,11.7
socioprofessionalCategoriesLiberalAndSimilar,7224,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7224,12.0
socioprofessionalCategoriesOtherSelfEmployed,42172,5.1,3402,18.6,20571,7.5,3460,18.3,12792,9.4,1948,22.8
socioprofessionalCategoriesIntellectualAndManagerial,71653,3.6,261,69.5,2829,20.0,917,34.0,4761,15.3,62885,3.8
socioprofessionalCategoriesIntermediate,143619,2.6,6713,13.5,35655,5.6,12711,9.3,71648,3.8,16893,7.8
socioprofessionalCategoriesSkilledNonManuals,107664,3.1,599,42.5,87965,3.4,19100,7.7,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,44919,5.1,1086,35.0,38640,5.5,5193,15.8,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,31131,6.2,31131,6.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1550,28.8,559,49.4,656,44.8,138,83.8,NaN,NaN,134,95.4
socioprofessionalCategoriesNotAttributable,14332,9.0,3729,18.2,4795,15.7,1981,25.4,1371,28.6,2457,20.6
socioprofessionalCategoriesUnemployedOrNotWorking,282021,1.7,76365,3.8,120034,2.9,29671,6.1,29543,6.1,26407,6.4
