attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,25844,2.5,7033,11.8,10554,8.6,1709,26.7,4261,15.8,2288,22.8
sexMale,13050,7.4,2546,21.8,5548,13.4,783,41.0,2958,19.4,1216,31.7
sexFemale,12794,7.4,4487,15.5,5006,14.1,926,36.0,1303,30.4,1072,34.3
age25_44,8909,10.1,1075,35.0,3702,17.2,851,39.2,2000,24.1,1281,31.3
age45_64,10312,8.8,2647,21.1,4650,14.6,584,45.1,1562,27.3,869,37.6
age65+,6623,12.1,3312,18.3,2201,22.9,274,68.2,699,41.7,NaN,NaN
citizenSwiss,22892,3.3,5550,13.3,10221,8.7,1502,28.2,3895,16.4,1724,25.8
citizenUE28_AELE,2108,25.8,941,38.9,292,72.9,NaN,NaN,322,68.5,436,58.0
citizenOtherEuropeanCountries,502,55.5,330,68.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,342,68.2,213,86.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,21462,3.8,4937,14.3,9927,8.9,1340,30.0,3666,17.0,1591,26.9
migratoryBackgroundSwissWith,1430,28.4,612,43.9,294,64.2,162,86.2,229,72.8,NaN,NaN
migratoryBackgroundFirstGeneration,2795,22.4,1449,31.6,250,78.8,206,86.6,366,64.5,524,53.3
migratoryBackgroundSecondGenerationAndMore,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,16525,5.8,2529,21.7,7368,11.1,1237,31.8,3395,18.0,1995,24.4
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,9178,9.7,4472,15.6,3077,18.9,472,51.4,865,37.5,292,68.4
socioprofessionalCategoriesExecutives,747,39.9,NaN,NaN,223,72.7,NaN,NaN,251,68.0,157,86.2
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,1667,26.3,259,68.1,836,37.4,NaN,NaN,431,53.4,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1552,27.6,NaN,NaN,NaN,NaN,NaN,NaN,156,86.2,1261,30.8
socioprofessionalCategoriesIntermediate,4928,14.6,243,73.4,1169,31.7,545,46.5,2525,21.3,446,55.7
socioprofessionalCategoriesSkilledNonManuals,3088,18.9,NaN,NaN,2731,20.1,357,61.4,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1845,25.1,NaN,NaN,1774,25.6,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1223,31.8,1223,31.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1410,29.2,725,41.9,541,46.5,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,9319,9.6,4504,15.5,3185,18.5,472,51.4,865,37.5,292,68.4
