attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,26453,2.4,6581,12.2,11809,8.1,2179,23.4,3319,18.0,2565,21.3
sexMale,13407,7.2,2110,23.7,6867,12.0,616,45.4,2434,21.3,1381,29.7
sexFemale,13046,7.4,4470,15.4,4943,14.7,1563,27.9,885,36.8,1185,32.1
age25_44,8940,10.4,919,38.6,4357,16.4,862,39.2,1283,30.8,1519,28.8
age45_64,10414,8.7,2385,22.0,4854,14.5,901,36.7,1556,26.6,719,40.0
age65+,7099,11.3,3277,18.0,2599,20.6,415,53.2,480,49.6,327,60.9
citizenSwiss,23165,3.6,5543,13.6,10887,8.7,1681,26.6,2922,19.4,2132,23.5
citizenUE28_AELE,2611,21.0,634,43.7,745,40.4,498,51.8,333,58.4,401,56.4
citizenOtherEuropeanCountries,448,53.4,239,73.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,229,73.0,164,86.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,21511,4.1,4967,14.5,10348,9.0,1442,28.8,2788,19.9,1966,24.6
migratoryBackgroundSwissWith,1582,27.5,576,46.5,468,51.3,239,72.8,NaN,NaN,166,86.3
migratoryBackgroundFirstGeneration,3073,19.1,979,34.3,796,39.5,468,53.8,397,53.7,434,54.1
migratoryBackgroundSecondGenerationAndMore,215,82.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,16448,6.0,2380,22.3,7910,10.9,1458,29.3,2561,20.7,2138,23.6
labourMarketUnemployedPersons,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,9874,9.2,4135,16.0,3863,16.9,721,40.8,728,40.9,427,53.3
socioprofessionalCategoriesExecutives,525,48.2,NaN,NaN,232,73.2,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesLiberalAndSimilar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesOtherSelfEmployed,1532,27.9,211,79.3,767,40.0,NaN,NaN,483,49.6,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,1799,25.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1503,28.2
socioprofessionalCategoriesIntermediate,4730,15.0,202,78.6,1701,26.4,634,45.5,1758,25.4,434,55.8
socioprofessionalCategoriesSkilledNonManuals,3467,18.1,NaN,NaN,2822,20.3,580,46.6,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1995,24.5,NaN,NaN,1898,25.1,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1439,28.8,1439,28.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,899,38.7,333,65.7,357,61.6,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,10005,9.1,4200,15.9,3899,16.8,721,40.8,758,40.0,427,53.3
