attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,126207,0.008,34330,0.037,37401,0.034,13752,0.063,15564,0.059,25160,0.045
sexMale,60869,0.024,13786,0.063,19624,0.052,4589,0.115,9931,0.075,12938,0.067
sexFemale,65338,0.022,20543,0.050,17777,0.054,9163,0.078,5633,0.101,12221,0.068
age25_44,46585,0.031,8948,0.083,12373,0.069,5390,0.107,5759,0.103,14116,0.065
age45_64,48142,0.029,13541,0.064,15371,0.058,4842,0.109,6587,0.092,7802,0.085
age65+,31480,0.037,11841,0.066,9657,0.073,3521,0.123,3218,0.130,3242,0.129
citizenSwiss,93793,0.015,20196,0.049,32582,0.038,11071,0.070,12819,0.065,17125,0.056
citizenUE28_AELE,25201,0.045,10369,0.074,4057,0.122,2073,0.174,2373,0.161,6330,0.098
citizenOtherEuropeanCountries,2376,0.177,1352,0.235,385,0.438,217,0.574,NaN,NaN,355,0.464
citizenOtherWorldwideCountries,4837,0.119,2412,0.170,378,0.427,391,0.428,306,0.479,1350,0.228
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,73233,0.020,13774,0.061,27621,0.042,8283,0.082,10390,0.073,13165,0.065
migratoryBackgroundSwissWith,20045,0.050,6274,0.094,4781,0.109,2736,0.146,2379,0.156,3875,0.122
migratoryBackgroundFirstGeneration,29189,0.043,13363,0.066,3600,0.132,2384,0.165,2152,0.172,7690,0.090
migratoryBackgroundSecondGenerationAndMore,3080,0.141,664,0.309,1219,0.224,281,0.476,593,0.317,323,0.450
migratoryBackgroundUnknown,661,0.311,255,0.518,180,0.575,NaN,NaN,NaN,NaN,107,0.784
labourMarketEmployedPersons,76230,0.020,14883,0.061,23235,0.047,7707,0.087,11065,0.071,19341,0.053
labourMarketUnemployedPersons,6271,0.099,2171,0.172,1689,0.191,752,0.294,433,0.381,1226,0.229
labourMarketPersonsWithoutProfessionalActivity,43705,0.030,17276,0.054,12477,0.064,5294,0.102,4066,0.117,4592,0.111
socioprofessionalCategoriesExecutives,3496,0.129,359,0.416,661,0.297,138,0.681,987,0.245,1350,0.207
socioprofessionalCategoriesLiberalAndSimilar,1585,0.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1585,0.192
socioprofessionalCategoriesOtherSelfEmployed,6492,0.094,1158,0.227,2879,0.143,858,0.266,1258,0.218,339,0.426
socioprofessionalCategoriesIntellectualAndManagerial,13284,0.066,208,0.554,445,0.374,238,0.509,604,0.317,11788,0.070
socioprofessionalCategoriesIntermediate,18866,0.053,1705,0.190,3837,0.124,1900,0.178,7738,0.086,3687,0.130
socioprofessionalCategoriesSkilledNonManuals,13976,0.063,105,0.780,10402,0.074,3469,0.132,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,5363,0.107,341,0.415,4287,0.120,735,0.294,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,9815,0.077,9815,0.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,202,0.575,91,0.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,3153,0.138,1102,0.238,671,0.301,350,0.416,478,0.353,553,0.337
socioprofessionalCategoriesUnemployedOrNotWorking,49977,0.028,19447,0.051,14166,0.060,6046,0.096,4499,0.111,5819,0.100
