attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,39875.0,0.021,6689.0,0.13,17361.0,0.067,3705.0,0.181,6675.0,0.127,5444.0,0.146
sexMale,0.4983,0.061,0.4313,0.207,0.4932,0.11,0.2756,0.358,0.6475,0.164,0.5656,0.198
sexFemale,0.5017,0.06,0.5688,0.178,0.5068,0.107,0.7242,0.214,0.3525,0.224,0.4344,0.231
age25_44,0.34,0.086,0.161,0.379,0.3225,0.146,0.3949,0.307,0.4351,0.208,0.4616,0.226
age45_64,0.4115,0.07,0.4096,0.213,0.4299,0.118,0.3377,0.315,0.4243,0.202,0.3894,0.241
age65+,0.2486,0.096,0.4294,0.198,0.2476,0.157,0.2675,0.343,0.1408,0.349,0.1488,0.375
citizenSwiss,0.8276,0.031,0.6887,0.154,0.8907,0.072,0.7201,0.209,0.914,0.133,0.7641,0.165
citizenUE28_AELE,0.1166,0.166,0.1328,0.393,0.0872,0.299,0.2111,0.431,0.0728,0.535,0.1798,0.378
citizenOtherEuropeanCountries,0.0357,0.34,0.1132,0.47,0.0148,0.789,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.0201,0.433,0.0653,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7243,0.039,0.5955,0.166,0.7976,0.079,0.6124,0.227,0.8334,0.14,0.5909,0.191
migratoryBackgroundSwissWith,0.0983,0.169,0.0933,0.441,0.0873,0.28,0.0799,0.643,0.0806,0.481,0.1732,0.355
migratoryBackgroundFirstGeneration,0.1638,0.141,0.2935,0.274,0.1005,0.282,0.2799,0.377,0.0803,0.517,0.2298,0.341
migratoryBackgroundSecondGenerationAndMore,0.0086,0.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.0051,0.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6494,0.047,0.393,0.221,0.647,0.093,0.5822,0.243,0.833,0.142,0.793,0.167
labourMarketUnemployedPersons,0.0265,0.364,0.0321,0.867,0.0338,0.483,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,0.3241,0.082,0.5748,0.174,0.3192,0.138,0.386,0.292,0.1576,0.334,0.1932,0.34
socioprofessionalCategoriesExecutives,0.0297,0.323,NaN,NaN,0.0309,0.481,NaN,NaN,0.0443,0.643,0.0445,0.732
socioprofessionalCategoriesLiberalAndSimilar,0.0126,0.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0924,0.498
socioprofessionalCategoriesOtherSelfEmployed,0.0728,0.199,0.0734,0.497,0.0821,0.29,0.0556,0.79,0.102,0.419,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.0836,0.191,NaN,NaN,0.0187,0.644,NaN,NaN,0.0352,0.729,0.4835,0.216
socioprofessionalCategoriesIntermediate,0.1788,0.124,0.0295,0.788,0.1085,0.256,0.0961,0.581,0.6219,0.169,0.1001,0.5
socioprofessionalCategoriesSkilledNonManuals,0.1367,0.144,NaN,NaN,0.2558,0.16,0.2518,0.377,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0595,0.233,NaN,NaN,0.1144,0.254,0.0834,0.687,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0288,0.347,0.1716,0.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0469,0.26,0.0849,0.484,0.0367,0.441,0.0464,0.87,0.0295,0.788,0.0542,0.692
socioprofessionalCategoriesUnemployedOrNotWorking,0.3506,0.079,0.607,0.17,0.353,0.131,0.4178,0.282,0.1672,0.324,0.207,0.329
