attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,40053.0,0.02,7753.0,0.121,16465.0,0.071,3725.0,0.18,6844.0,0.123,5266.0,0.145
sexMale,0.5011,0.059,0.4402,0.193,0.4709,0.116,0.3726,0.303,0.6537,0.156,0.5775,0.195
sexFemale,0.4989,0.061,0.5598,0.168,0.5291,0.11,0.6274,0.231,0.3463,0.224,0.4223,0.234
age25_44,0.3397,0.084,0.1921,0.318,0.3311,0.147,0.3479,0.326,0.3954,0.209,0.5063,0.214
age45_64,0.4054,0.07,0.3588,0.213,0.4443,0.12,0.3962,0.285,0.411,0.199,0.3509,0.247
age65+,0.2549,0.098,0.4491,0.184,0.2246,0.177,0.2558,0.362,0.1936,0.301,0.1426,0.41
citizenSwiss,0.828,0.032,0.6853,0.146,0.8947,0.077,0.7278,0.213,0.8824,0.132,0.8293,0.161
citizenUE28_AELE,0.1212,0.155,0.1566,0.331,0.0765,0.317,0.229,0.386,0.1083,0.412,0.1494,0.396
citizenOtherEuropeanCountries,0.0328,0.342,0.0885,0.486,0.0235,0.611,NaN,NaN,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,0.018,0.46,0.0697,0.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,0.7285,0.039,0.5751,0.161,0.8073,0.083,0.5799,0.24,0.8083,0.139,0.7091,0.175
migratoryBackgroundSwissWith,0.0944,0.175,0.1102,0.384,0.0793,0.31,0.1391,0.498,0.0741,0.482,0.1137,0.455
migratoryBackgroundFirstGeneration,0.1562,0.139,0.3009,0.248,0.0856,0.305,0.2634,0.366,0.0929,0.444,0.1707,0.373
migratoryBackgroundSecondGenerationAndMore,0.015,0.471,NaN,NaN,0.0197,0.652,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,0.0058,0.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,0.6336,0.047,0.3455,0.22,0.6648,0.095,0.6021,0.234,0.7798,0.141,0.7926,0.164
labourMarketUnemployedPersons,0.0245,0.371,0.0244,0.865,0.0268,0.559,NaN,NaN,NaN,NaN,0.033,0.868
labourMarketPersonsWithoutProfessionalActivity,0.3419,0.082,0.6301,0.157,0.3084,0.15,0.3788,0.303,0.205,0.294,0.1743,0.379
socioprofessionalCategoriesExecutives,0.025,0.347,NaN,NaN,0.0169,0.689,NaN,NaN,0.0582,0.534,0.0467,0.683
socioprofessionalCategoriesLiberalAndSimilar,0.0146,0.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1107,0.455
socioprofessionalCategoriesOtherSelfEmployed,0.0742,0.2,0.0486,0.582,0.1,0.275,0.0515,0.811,0.0963,0.43,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,0.0763,0.192,NaN,NaN,NaN,NaN,NaN,NaN,0.0399,0.643,0.4861,0.212
socioprofessionalCategoriesIntermediate,0.1942,0.115,0.0591,0.543,0.1289,0.237,0.1713,0.442,0.5717,0.169,0.1231,0.443
socioprofessionalCategoriesSkilledNonManuals,0.1366,0.145,NaN,NaN,0.2753,0.16,0.2443,0.38,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,0.0559,0.234,NaN,NaN,0.1158,0.255,0.0816,0.645,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,0.0268,0.36,0.1383,0.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,0.0278,0.334,0.0615,0.518,0.0244,0.556,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,0.3664,0.078,0.6545,0.154,0.3352,0.143,0.3979,0.296,0.2202,0.284,0.2074,0.346
