attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,1.0,0.009,0.1987,0.053,0.4298,0.03,0.0901,0.082,0.1637,0.057,0.1177,0.071
sexMale,1.0,0.027,0.1523,0.091,0.4403,0.048,0.0739,0.134,0.2082,0.074,0.1253,0.099
sexFemale,1.0,0.027,0.2443,0.07,0.4195,0.05,0.1061,0.108,0.1199,0.1,0.1102,0.107
age25_44,1.0,0.038,0.143,0.121,0.4079,0.065,0.1004,0.141,0.1705,0.103,0.1782,0.103
age45_64,1.0,0.031,0.1775,0.092,0.4433,0.054,0.0816,0.137,0.1905,0.087,0.1071,0.118
age65+,1.0,0.044,0.3108,0.089,0.4385,0.071,0.0896,0.166,0.1107,0.146,0.0503,0.22
citizenSwiss,1.0,0.015,0.1478,0.07,0.4699,0.034,0.0868,0.094,0.1827,0.062,0.1128,0.081
citizenUE28_AELE,1.0,0.071,0.26,0.146,0.317,0.131,0.1178,0.225,0.1327,0.201,0.1725,0.18
citizenOtherEuropeanCountries,1.0,0.108,0.5622,0.146,0.28,0.207,0.0714,0.416,0.0384,0.561,0.048,0.521
citizenOtherWorldwideCountries,1.0,0.157,0.5345,0.218,0.1443,0.415,0.1036,0.49,0.0481,0.687,0.1695,0.391
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,1.0,0.019,0.1372,0.079,0.4873,0.036,0.0819,0.104,0.1865,0.066,0.1071,0.09
migratoryBackgroundSwissWith,1.0,0.077,0.2147,0.172,0.353,0.134,0.1203,0.232,0.1589,0.2,0.1531,0.204
migratoryBackgroundFirstGeneration,1.0,0.057,0.4124,0.095,0.2525,0.121,0.1065,0.191,0.0819,0.21,0.1467,0.16
migratoryBackgroundSecondGenerationAndMore,1.0,0.162,0.1824,0.381,0.5036,0.23,0.0743,0.616,0.1814,0.373,0.0586,0.684
migratoryBackgroundUnknown,1.0,0.298,0.2901,0.561,0.3789,0.483,NaN,NaN,0.1374,0.79,NaN,NaN
labourMarketEmployedPersons,1.0,0.021,0.1228,0.09,0.4332,0.042,0.0906,0.105,0.2014,0.066,0.152,0.078
labourMarketUnemployedPersons,1.0,0.165,0.2281,0.363,0.4139,0.252,0.0937,0.564,0.1398,0.433,0.1246,0.47
labourMarketPersonsWithoutProfessionalActivity,1.0,0.037,0.3429,0.073,0.4245,0.062,0.0889,0.145,0.0927,0.138,0.051,0.196
socioprofessionalCategoriesExecutives,1.0,0.16,0.0922,0.564,0.3001,0.291,0.1058,0.527,0.2127,0.341,0.2892,0.295
socioprofessionalCategoriesLiberalAndSimilar,1.0,0.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.253
socioprofessionalCategoriesOtherSelfEmployed,1.0,0.108,0.0712,0.423,0.5569,0.146,0.1027,0.355,0.2398,0.224,0.0294,0.645
socioprofessionalCategoriesIntellectualAndManagerial,1.0,0.092,0.0219,0.645,0.0574,0.386,NaN,NaN,0.1157,0.273,0.7949,0.104
socioprofessionalCategoriesIntermediate,1.0,0.053,0.0326,0.324,0.2638,0.11,0.0888,0.193,0.5191,0.076,0.0956,0.187
socioprofessionalCategoriesSkilledNonManuals,1.0,0.064,NaN,NaN,0.8335,0.071,0.1627,0.171,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1.0,0.099,0.0485,0.474,0.8435,0.107,0.108,0.315,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,1.0,0.116,1.0,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,1.0,0.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,1.0,0.133,0.3457,0.228,0.435,0.202,0.0668,0.517,0.0692,0.52,0.0834,0.471
socioprofessionalCategoriesUnemployedOrNotWorking,1.0,0.035,0.3348,0.071,0.4238,0.06,0.0893,0.14,0.0959,0.132,0.0562,0.181
