attribute,total,total_IC,withoutPostCompulsoryEducation,withoutPostCompulsoryEducation_IC,secondLevel2ProfessionalTraining,secondLevel2ProfessionalTraining_IC,secondLevel2GeneralTraining,secondLevel2GeneralTraining_IC,thirdLevelHigherProfessionalTraining,thirdLevelHigherProfessionalTraining_IC,thirdLevelUniversities,thirdLevelUniversities_IC
total,40268.0,0.023,0.1792,0.131,0.3966,0.076,0.1069,0.172,0.1878,0.122,0.1295,0.153
sexMale,20186.0,0.064,0.1109,0.257,0.3809,0.125,0.0849,0.288,0.2572,0.152,0.1663,0.196
sexFemale,20082.0,0.062,0.248,0.159,0.4124,0.115,0.1291,0.222,0.118,0.23,0.0925,0.261
age25_44,13720.0,0.087,0.0937,0.354,0.3593,0.164,0.1316,0.279,0.2289,0.202,0.1864,0.229
age45_64,16180.0,0.072,0.1677,0.221,0.4441,0.124,0.1,0.284,0.1749,0.205,0.1132,0.259
age65+,10368.0,0.103,0.3105,0.2,0.3716,0.184,0.0849,0.392,0.1534,0.294,0.0796,0.41
citizenSwiss,33177.0,0.034,0.159,0.153,0.4172,0.083,0.0992,0.198,0.2049,0.129,0.1197,0.174
citizenUE28_AELE,4827.0,0.165,0.1719,0.425,0.3424,0.297,0.1494,0.442,0.121,0.482,0.2152,0.365
citizenOtherEuropeanCountries,1394.0,0.336,0.4369,0.502,0.1801,0.795,0.1829,0.793,NaN,NaN,NaN,NaN
citizenOtherWorldwideCountries,870.0,0.444,0.5793,0.583,0.2552,0.881,NaN,NaN,NaN,NaN,NaN,NaN
citizenUnknown,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundSwissWithout,28144.0,0.044,0.1535,0.171,0.4388,0.09,0.0903,0.226,0.2047,0.142,0.1126,0.197
migratoryBackgroundSwissWith,4808.0,0.159,0.1824,0.392,0.3105,0.294,0.1556,0.432,0.1924,0.376,0.1591,0.41
migratoryBackgroundFirstGeneration,6653.0,0.142,0.2866,0.284,0.2869,0.281,0.1423,0.393,0.1039,0.457,0.1802,0.349
migratoryBackgroundSecondGenerationAndMore,403.0,0.583,NaN,NaN,0.4541,0.867,NaN,NaN,NaN,NaN,NaN,NaN
migratoryBackgroundUnknown,259.0,0.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketEmployedPersons,25364.0,0.05,0.1221,0.211,0.3956,0.104,0.1067,0.219,0.2215,0.144,0.154,0.177
labourMarketUnemployedPersons,930.0,0.406,NaN,NaN,0.4667,0.591,NaN,NaN,NaN,NaN,NaN,NaN
labourMarketPersonsWithoutProfessionalActivity,13974.0,0.085,0.2884,0.18,0.3937,0.151,0.1026,0.31,0.1315,0.272,0.0839,0.344
socioprofessionalCategoriesExecutives,1466.0,0.295,NaN,NaN,0.1426,0.791,NaN,NaN,0.4229,0.454,0.3302,0.518
socioprofessionalCategoriesLiberalAndSimilar,290.0,0.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.684
socioprofessionalCategoriesOtherSelfEmployed,2736.0,0.217,0.1561,0.59,0.4382,0.328,0.1192,0.645,0.2434,0.442,NaN,NaN
socioprofessionalCategoriesIntellectualAndManagerial,3059.0,0.199,NaN,NaN,0.0801,0.733,NaN,NaN,0.1265,0.556,0.782,0.228
socioprofessionalCategoriesIntermediate,7373.0,0.124,0.0283,0.877,0.2614,0.262,0.1067,0.4,0.5352,0.176,0.0684,0.516
socioprofessionalCategoriesSkilledNonManuals,5451.0,0.149,NaN,NaN,0.7795,0.17,0.2134,0.344,NaN,NaN,NaN,NaN
socioprofessionalCategoriesSkilledManuals,1962.0,0.265,NaN,NaN,0.842,0.289,0.1381,0.733,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnskilled,2009.0,0.263,1.0,0.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesApprentices,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesNotAttributable,980.0,0.379,0.2276,0.792,0.5255,0.518,NaN,NaN,NaN,NaN,NaN,NaN
socioprofessionalCategoriesUnemployedOrNotWorking,14904.0,0.081,0.2765,0.178,0.3982,0.145,0.1073,0.295,0.1304,0.263,0.0877,0.329
